Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
515,Issa Cissokho,sn SEN,DF,Amiens,fr Ligue 1,32,1985,19,18,1630,18.1,0,0,0,0,0,0.17,0,0,0,0,0,0,0.01,0.01,0.03,0.03,0.01,0.03,0.03,0.01,0.03,Matches,a1017967
516,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,27,1989,20,19,1746,19.4,0.1,0.05,0.1,0,0,0.15,0,0.1,0.05,0.15,0.1,0.15,0.09,0.09,0.02,0.11,0.09,0.02,0.11,0.09,0.11,Matches,2b91cf8e
517,Christian Clemens,de GER,MFFW,Köln,de Bundesliga,25,1991,14,6,646,7.2,0.14,0,0.14,0,0,0.28,0,0.14,0,0.14,0.14,0.14,0.17,0.17,0.17,0.33,0.17,0.17,0.34,0.17,0.34,Matches,612cb8d3
518,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,27,1989,23,22,1902,21.1,0.05,0.09,0.05,0,0.05,0.09,0.09,0.05,0.09,0.14,0.05,0.14,0.09,0.06,0.07,0.13,0.09,0.07,0.16,0.06,0.13,Matches,6cdd8245
519,Sam Clucas,eng ENG,MFFW,Swansea City,eng Premier League,26,1990,29,23,2044,22.7,0.13,0.04,0.13,0,0,0.09,0,0.13,0.04,0.18,0.13,0.18,0.08,0.08,0.05,0.12,0.08,0.05,0.13,0.08,0.13,Matches,987718f5
520,Nathaniel Clyne,eng ENG,DFFW,Liverpool,eng Premier League,26,1991,3,2,174,1.9,0,0,0,0,0,0.53,0,0,0,0,0,0,0.05,0.05,0.05,0.11,0.04,0.07,0.11,0.04,0.11,Matches,0442183b
521,Marcus Coco,fr FRA,FWMF,Guingamp,fr Ligue 1,21,1996,29,17,1587,17.6,0.11,0.11,0.11,0,0,0.28,0,0.11,0.11,0.23,0.11,0.23,0.12,0.12,0.07,0.19,0.12,0.08,0.19,0.12,0.19,Matches,3010aefb
522,Massimo Coda,it ITA,FW,Benevento,it Serie A,28,1988,24,14,1417,15.7,0.25,0.06,0.19,0.06,0.06,0.06,0,0.25,0.06,0.32,0.19,0.25,0.32,0.27,0.12,0.39,0.32,0.12,0.44,0.27,0.39,Matches,4c7940d6
523,Isaac Cofie,gh GHA,MF,Genoa,it Serie A,25,1991,12,6,591,6.6,0,0,0,0,0,0.15,0,0,0,0,0,0,0.03,0.03,0,0.03,0.03,0,0.04,0.03,0.04,Matches,c6dda86e
524,Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,32,1984,38,38,3298,36.6,0.03,0.08,0.03,0,0,0.16,0,0.03,0.08,0.11,0.03,0.11,0.03,0.03,0.11,0.14,0.03,0.11,0.14,0.03,0.14,Matches,4e7d66f8
525,Coke,es ESP,MF,Schalke 04,de Bundesliga,30,1987,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6d8f8441
526,Coke,es ESP,DF,Levante,es La Liga,30,1987,17,16,1383,15.4,0.19,0,0.19,0,0,0.32,0.06,0.2,0,0.2,0.2,0.2,0.1,0.1,0.06,0.16,0.1,0.06,0.16,0.1,0.16,Matches,6d8f8441
527,Emre Çolak,tr TUR,MFFW,La Coruña,es La Liga,26,1991,26,17,1449,16.1,0.06,0.06,0.06,0,0,0.25,0,0.06,0.06,0.12,0.06,0.12,0.09,0.09,0.18,0.27,0.09,0.18,0.27,0.09,0.27,Matches,643b39a6
528,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,28,1988,12,12,1035,11.5,0,0.09,0,0,0,0,0,0,0.09,0.09,0,0.09,0.09,0.09,0.04,0.13,0.09,0.05,0.13,0.09,0.13,Matches,0420d84f
529,James Collins,wls WAL,DF,West Ham,eng Premier League,33,1983,13,12,1050,11.7,0.09,0,0.09,0,0,0.26,0,0.09,0,0.09,0.09,0.09,0.02,0.02,0.03,0.05,0.02,0.04,0.06,0.02,0.06,Matches,c61f1719
530,Racine Coly,sn SEN,DF,Nice,fr Ligue 1,21,1995,7,7,617,6.9,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0.03,0.03,0.01,0.03,0.04,0.01,0.04,Matches,166a981d
531,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,21,1996,21,10,1153,12.8,0.23,0.23,0.23,0,0,0,0,0.23,0.23,0.47,0.23,0.47,0.21,0.21,0.23,0.44,0.21,0.23,0.43,0.21,0.43,Matches,042e8a49
532,Marvin Compper,de GER,DF,RB Leipzig,de Bundesliga,32,1985,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3e99c613
533,Alois Confais,fr FRA,MFDF,Troyes,fr Ligue 1,20,1996,15,4,611,6.8,0,0,0,0,0,0.15,0,0,0,0,0,0,0.01,0.01,0.01,0.03,0.02,0.01,0.03,0.02,0.03,Matches,535b0343
534,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,32,1985,32,29,2635,29.3,0.03,0,0.03,0,0,0.14,0,0.03,0,0.03,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.04,Matches,3f5b4635
535,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,30,1987,37,37,3316,36.8,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8cabdc1e
536,Diego Contento,de GER,DFFW,Bordeaux,fr Ligue 1,27,1990,3,1,108,1.2,0,0.83,0,0,0,0,0,0,0.83,0.83,0,0.83,0,0,0.17,0.17,0,0.19,0.19,0,0.19,Matches,15a21c79
537,Andrea Conti,it ITA,DF,Milan,it Serie A,23,1994,2,2,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.12,0.12,0.03,0.1,0.13,0.03,0.13,Matches,8fef5412
538,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,20,1997,29,25,2237,24.9,0,0.08,0,0,0,0.2,0,0,0.08,0.08,0,0.08,0.02,0.02,0.05,0.07,0.02,0.05,0.07,0.02,0.07,Matches,2afc7272
539,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,26,1991,34,31,2767,30.7,0.07,0.03,0.07,0,0,0.16,0,0.07,0.03,0.1,0.07,0.1,0.06,0.06,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches,3e5e4e63
540,Duje Čop,hr CRO,FW,Cagliari,it Serie A,27,1990,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8b0b02c9
541,Francis Coquelin,fr FRA,MFDF,Arsenal,eng Premier League,26,1991,7,1,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.11,0.16,0.06,0.14,0.2,0.06,0.2,Matches,a6951bf8
542,Francis Coquelin,fr FRA,MFDF,Valencia,es La Liga,26,1991,9,7,657,7.3,0.14,0,0.14,0,0,0.27,0,0.14,0,0.14,0.14,0.14,0.05,0.05,0.01,0.05,0.05,0.01,0.06,0.05,0.06,Matches,a6951bf8
543,Sébastien Corchia,fr FRA,DF,Sevilla,es La Liga,26,1990,12,9,821,9.1,0,0.11,0,0,0,0.44,0,0,0.11,0.11,0,0.11,0.05,0.05,0.04,0.1,0.05,0.05,0.1,0.05,0.1,Matches,0e7ccfc4
544,Alex Cordaz,it ITA,GK,Crotone,it Serie A,34,1983,38,38,3420,38,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e66ebabb
545,Iñigo Córdoba,es ESP,FWMF,Athletic Club,es La Liga,20,1997,30,18,1459,16.2,0.06,0.06,0.06,0,0,0.19,0,0.06,0.06,0.12,0.06,0.12,0.06,0.06,0.11,0.17,0.06,0.11,0.17,0.06,0.17,Matches,49ea92be
546,Jhon Córdoba,co COL,FW,Köln,de Bundesliga,24,1993,18,9,957,10.6,0,0.19,0,0,0,0.09,0,0,0.19,0.19,0,0.19,0.41,0.41,0.07,0.47,0.4,0.07,0.47,0.4,0.47,Matches,9f381d8b
547,Sergio Córdova,ve VEN,FWMF,Augsburg,de Bundesliga,19,1997,26,3,586,6.5,0.31,0.15,0.31,0,0,0.46,0,0.31,0.15,0.46,0.31,0.46,0.31,0.31,0.14,0.45,0.3,0.14,0.44,0.3,0.44,Matches,229cd98a
548,Jérémy Cordoval,gp GLP,DF,Troyes,fr Ligue 1,27,1990,11,10,919,10.2,0,0.1,0,0,0,0.1,0,0,0.1,0.1,0,0.1,0,0,0.05,0.05,0,0.05,0.05,0,0.05,Matches,7d45b97a
549,Benjamin Corgnet,fr FRA,MFFW,Strasbourg,fr Ligue 1,30,1987,18,15,1376,15.3,0,0.13,0,0,0,0.13,0,0,0.13,0.13,0,0.13,0.1,0.1,0.08,0.18,0.1,0.08,0.18,0.1,0.18,Matches,cfd8dde3
550,Jack Cork,eng ENG,MF,Burnley,eng Premier League,28,1989,38,38,3420,38,0.05,0.03,0.05,0,0,0.18,0,0.05,0.03,0.08,0.05,0.08,0.06,0.06,0.02,0.08,0.05,0.02,0.08,0.05,0.08,Matches,74e12f1e
551,Andreas Cornelius,dk DEN,FW,Atalanta,it Serie A,24,1993,23,8,934,10.4,0.29,0.1,0.29,0,0,0,0,0.29,0.1,0.39,0.29,0.39,0.41,0.41,0.12,0.54,0.42,0.12,0.54,0.42,0.54,Matches,c693347d
552,Maxwel Cornet,ci CIV,FWMF,Lyon,fr Ligue 1,20,1996,30,13,1272,14.1,0.28,0.43,0.28,0,0,0.07,0,0.28,0.42,0.71,0.28,0.71,0.21,0.21,0.23,0.43,0.21,0.22,0.43,0.21,0.43,Matches,beb391dd
553,Quentin Cornette,fr FRA,FWMF,Amiens,fr Ligue 1,23,1994,12,6,448,5,0.2,0.4,0.2,0,0,0.2,0,0.2,0.4,0.6,0.2,0.6,0.14,0.14,0.22,0.36,0.14,0.22,0.36,0.14,0.36,Matches,5d42d487
554,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,22,1995,37,27,2253,25,0.32,0.16,0.32,0,0,0.16,0.04,0.32,0.16,0.48,0.32,0.48,0.24,0.24,0.1,0.34,0.24,0.1,0.34,0.24,0.34,Matches,01eb744d
555,Joaquín Correa,ar ARG,FWMF,Sevilla,es La Liga,22,1994,21,15,1193,13.3,0.08,0.08,0.08,0,0,0.38,0,0.08,0.08,0.15,0.08,0.15,0.13,0.13,0.14,0.26,0.13,0.14,0.27,0.13,0.27,Matches,45b9b619
556,Andrea Cossu,it ITA,MFFW,Cagliari,it Serie A,37,1980,11,2,243,2.7,0,0.37,0,0,0,0,0,0,0.37,0.37,0,0.37,0.04,0.04,0.11,0.15,0.02,0.11,0.13,0.02,0.13,Matches,70fd593e
557,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,33,1983,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,18736214
558,Andrea Costa,it ITA,DF,Benevento,it Serie A,31,1986,16,16,1375,15.3,0,0,0,0,0,0.33,0,0,0,0,0,0,0.08,0.08,0.01,0.08,0.08,0.01,0.08,0.08,0.08,Matches,f5e9a8bd
559,Danny da Costa,de GER,DF,Eint Frankfurt,de Bundesliga,24,1993,17,13,1202,13.4,0.07,0.15,0.07,0,0,0.07,0,0.07,0.15,0.22,0.07,0.22,0.09,0.09,0.12,0.21,0.09,0.12,0.21,0.09,0.21,Matches,5ddb8f9f
560,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,28,1988,15,13,1041,11.6,0.26,0.26,0.26,0,0,0.6,0.09,0.26,0.26,0.52,0.26,0.52,0.28,0.28,0.18,0.47,0.29,0.19,0.47,0.29,0.47,Matches,a190d597
561,Douglas Costa,br BRA,FWMF,Juventus,it Serie A,26,1990,31,18,1795,19.9,0.2,0.3,0.2,0,0,0.05,0,0.2,0.3,0.5,0.2,0.5,0.14,0.14,0.38,0.52,0.14,0.38,0.52,0.14,0.52,Matches,4fa7cb9b
562,Filippo Costa,it ITA,DFMF,SPAL,it Serie A,22,1995,23,14,1473,16.4,0,0.06,0,0,0,0.24,0,0,0.06,0.06,0,0.06,0.02,0.02,0.05,0.07,0.03,0.05,0.07,0.03,0.07,Matches,528660
563,Jaume Costa,es ESP,DF,Villarreal,es La Liga,29,1988,30,29,2536,28.2,0,0,0,0,0,0.5,0.04,0,0,0,0,0,0.02,0.02,0.07,0.09,0.02,0.07,0.09,0.02,0.09,Matches,808d48f3
564,Nuno da Costa,cv CPV,FWMF,Strasbourg,fr Ligue 1,26,1991,26,22,1727,19.2,0.26,0.1,0.26,0,0,0.21,0.05,0.26,0.1,0.36,0.26,0.36,0.2,0.2,0.05,0.24,0.2,0.05,0.24,0.2,0.24,Matches,909222de
565,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36,36,3240,36,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2434f24a
566,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,25,1991,8,3,341,3.8,0.26,0,0.26,0,0,0,0,0.26,0,0.26,0.26,0.26,0.08,0.08,0.11,0.18,0.08,0.1,0.18,0.08,0.18,Matches,9980269a
567,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,21,1996,20,8,838,9.3,0.11,0.22,0.11,0,0,0.11,0,0.11,0.21,0.32,0.11,0.32,0.14,0.14,0.08,0.22,0.14,0.07,0.21,0.14,0.21,Matches,85a44ecc
568,Thibaut Courtois,be BEL,GK,Chelsea,eng Premier League,25,1992,35,35,3150,35,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1840e36d
569,Philippe Coutinho,br BRA,MFFW,Liverpool,eng Premier League,25,1992,14,13,1109,12.3,0.57,0.49,0.57,0,0,0,0,0.57,0.49,1.06,0.57,1.06,0.21,0.21,0.34,0.56,0.21,0.34,0.56,0.21,0.56,Matches,0ef89a37
570,Philippe Coutinho,br BRA,FWMF,Barcelona,es La Liga,25,1992,18,16,1296,14.4,0.56,0.35,0.56,0,0,0.07,0,0.56,0.35,0.9,0.56,0.9,0.22,0.22,0.26,0.48,0.22,0.26,0.48,0.22,0.48,Matches,0ef89a37
571,Nicolas Cozza,fr FRA,DFMF,Montpellier,fr Ligue 1,18,1999,9,7,578,6.4,0.16,0.16,0.16,0,0,0.31,0,0.16,0.16,0.31,0.16,0.31,0.03,0.03,0.02,0.03,0.03,0.01,0.04,0.03,0.04,Matches,8f325097
572,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,23,1994,29,29,2536,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f554e29b
573,Martin Cranie,eng ENG,DF,Huddersfield,eng Premier League,30,1986,3,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9e53837d
574,Michele Cremonesi,it ITA,DF,SPAL,it Serie A,29,1988,5,4,385,4.3,0,0,0,0,0,0.47,0,0,0,0,0,0,0.02,0.02,0,0.02,0.01,0,0.01,0.01,0.01,Matches,53636fce
575,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,27,1989,36,35,3069,34.1,0.03,0.09,0.03,0,0,0.21,0,0.03,0.09,0.12,0.03,0.12,0.02,0.02,0.08,0.11,0.02,0.08,0.1,0.02,0.1,Matches,4f974391
576,Lorenzo Crisetig,it ITA,MF,Bologna,it Serie A,24,1993,8,6,558,6.2,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f54dfca8
577,Bryan Cristante,it ITA,MFFW,Atalanta,it Serie A,22,1995,36,33,2824,31.4,0.29,0.06,0.29,0,0.03,0.13,0,0.29,0.06,0.35,0.29,0.35,0.29,0.26,0.14,0.4,0.29,0.14,0.43,0.26,0.4,Matches,16657b95
578,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,23,1993,7,3,268,3,0,0,0,0,0,0.33,0,0,0,0,0,0,0.07,0.07,0.17,0.2,0.05,0.16,0.22,0.05,0.22,Matches,3c05c659
579,Enzo Crivelli,fr FRA,FW,Angers,fr Ligue 1,22,1995,15,12,1022,11.4,0.09,0.09,0.09,0,0,0.53,0.09,0.09,0.09,0.18,0.09,0.18,0.17,0.17,0.07,0.24,0.17,0.07,0.24,0.17,0.24,Matches,06f33dc8
580,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,22,1995,11,9,725,8.1,0.25,0,0.25,0,0,0.25,0,0.25,0,0.25,0.25,0.25,0.19,0.19,0.02,0.21,0.18,0.03,0.21,0.18,0.21,Matches,06f33dc8
581,Giovanni Crociata,it ITA,FWMF,Crotone,it Serie A,19,1997,11,2,290,3.2,0.31,0,0.31,0,0,0,0,0.31,0,0.31,0.31,0.31,0.41,0.41,0.06,0.47,0.42,0.06,0.48,0.42,0.48,Matches,8c964914
582,Luca Crosta,it ITA,GK,Cagliari,it Serie A,19,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a4ec7d09
583,Peter Crouch,eng ENG,FW,Stoke City,eng Premier League,36,1981,31,14,1567,17.4,0.29,0.11,0.29,0,0,0.23,0,0.29,0.11,0.4,0.29,0.4,0.24,0.24,0.17,0.4,0.23,0.16,0.4,0.23,0.4,Matches,73d9bdc7
584,Juan Cruz,es ESP,FW,Málaga,es La Liga,17,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cc2dd8a5
585,Juan Cuadrado,co COL,FWMF,Juventus,it Serie A,29,1988,21,15,1353,15,0.27,0.27,0.27,0,0,0.33,0,0.27,0.27,0.53,0.27,0.53,0.26,0.26,0.18,0.44,0.26,0.18,0.44,0.26,0.44,Matches,0ab1f153
586,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,33,1984,35,35,3150,35,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,75751c99
587,Mickaël Cuisance,fr FRA,MFFW,M'Gladbach,de Bundesliga,17,1999,24,9,1207,13.4,0,0.07,0,0,0,0.15,0,0,0.07,0.07,0,0.07,0.12,0.12,0.13,0.26,0.12,0.14,0.26,0.12,0.26,Matches,5722eced
588,Josh Cullen,ie IRL,MF,West Ham,eng Premier League,21,1996,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f6d7d690
589,Patrick Cutrone,it ITA,FW,Milan,it Serie A,19,1998,28,17,1503,16.7,0.6,0.06,0.6,0,0,0.18,0,0.6,0.06,0.66,0.6,0.66,0.49,0.49,0.03,0.52,0.49,0.03,0.52,0.49,0.52,Matches,a4fe8cda
590,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,22,1995,16,10,951,10.6,0.19,0.19,0.19,0,0,0.19,0,0.19,0.19,0.38,0.19,0.38,0.12,0.12,0.12,0.25,0.13,0.12,0.24,0.13,0.24,Matches,3e092724
591,Marco D'Alessandro,it ITA,MFFW,Benevento,it Serie A,26,1991,16,12,1043,11.6,0.09,0.09,0.09,0,0,0.09,0,0.09,0.09,0.17,0.09,0.17,0.13,0.13,0.15,0.28,0.13,0.15,0.28,0.13,0.28,Matches,060606ec
592,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,28,1988,34,34,2979,33.1,0.06,0.09,0.06,0,0,0.18,0,0.06,0.09,0.15,0.06,0.15,0.07,0.07,0.05,0.12,0.07,0.06,0.12,0.07,0.12,Matches,44eb9093
593,Damien Da Silva,fr FRA,DF,Caen,fr Ligue 1,29,1988,32,32,2836,31.5,0.13,0,0.13,0,0,0.22,0,0.13,0,0.13,0.13,0.13,0.09,0.09,0,0.09,0.09,0,0.09,0.09,0.09,Matches,1ec7e1c5
594,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,20,1997,12,10,944,10.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,Matches,3067cbef
595,Bryan Dabo,bf BFA,MFFW,Saint-Étienne,fr Ligue 1,25,1992,16,15,1284,14.3,0.14,0,0.07,0.07,0.14,0.7,0,0.14,0,0.14,0.07,0.07,0.21,0.1,0.05,0.15,0.21,0.05,0.26,0.11,0.15,Matches,c53083ad
596,Bryan Dabo,bf BFA,MF,Fiorentina,it Serie A,25,1992,10,6,591,6.6,0.15,0,0.15,0,0,0.3,0.3,0.15,0,0.15,0.15,0.15,0.06,0.06,0.02,0.08,0.07,0.02,0.08,0.07,0.08,Matches,c53083ad
597,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,21,1996,23,11,1146,12.7,0,0.31,0,0,0,0.31,0,0,0.31,0.31,0,0.31,0.13,0.13,0.24,0.36,0.13,0.23,0.37,0.13,0.37,Matches,db4ed67b
598,Dario Dainelli,it ITA,DF,Chievo,it Serie A,38,1979,21,17,1507,16.7,0,0,0,0,0,0.24,0,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0,0.02,0.02,0.02,Matches,3858e611
599,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,33,1984,30,30,2573,28.6,0.03,0.03,0.03,0,0,0.21,0.03,0.03,0.03,0.07,0.03,0.07,0.1,0.1,0,0.11,0.11,0,0.11,0.11,0.11,Matches,8cea6319
600,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,30,1986,35,34,3002,33.4,0.03,0.09,0.03,0,0,0,0,0.03,0.09,0.12,0.03,0.12,0.01,0.01,0.09,0.1,0.01,0.09,0.1,0.01,0.1,Matches,9d107085
601,Danilo,br BRA,DF,Manchester City,eng Premier League,26,1991,23,13,1349,15,0.2,0.13,0.2,0,0,0.13,0,0.2,0.13,0.33,0.2,0.33,0.07,0.07,0.01,0.08,0.07,0.01,0.08,0.07,0.08,Matches,94b2001f
602,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,30,1987,17,16,1435,15.9,0.06,0,0.06,0,0,0.25,0,0.06,0,0.06,0.06,0.06,0.14,0.14,0.01,0.14,0.14,0.01,0.15,0.14,0.15,Matches,52105203
603,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,18,1998,16,13,1105,12.3,0.16,0,0.16,0,0,0.16,0,0.16,0,0.16,0.16,0.16,0.16,0.16,0.03,0.19,0.16,0.03,0.19,0.16,0.19,Matches,6e33125f
604,Dante,br BRA,DF,Nice,fr Ligue 1,33,1983,33,33,2919,32.4,0.03,0,0.03,0,0,0.31,0.03,0.03,0,0.03,0.03,0.03,0.1,0.1,0.01,0.11,0.1,0.01,0.11,0.1,0.11,Matches,fd2bc67d
605,Romain Danzé,fr FRA,DF,Rennes,fr Ligue 1,31,1986,12,9,681,7.6,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0.01,0.01,0,0.02,0.02,0,0.02,Matches,a5876fca
606,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,18,1999,5,4,393,4.4,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,263b855a
607,Stéphane Darbion,fr FRA,FWMF,Troyes,fr Ligue 1,33,1984,23,20,1706,19,0.16,0.11,0.16,0,0,0.11,0,0.16,0.11,0.26,0.16,0.26,0.14,0.14,0.08,0.22,0.14,0.08,0.22,0.14,0.22,Matches,75d97aa6
608,Palkó Dárdai,hu HUN,FW,Hertha BSC,de Bundesliga,18,1999,2,0,27,0.3,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,db7161ed
609,Sergi Darder,es ESP,MF,Lyon,fr Ligue 1,23,1993,3,3,209,2.3,0,0,0,0,0,0.87,0.43,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,070a3904
610,Sergi Darder,es ESP,MF,Espanyol,es La Liga,23,1993,35,32,2782,30.9,0.03,0.06,0.03,0,0,0.23,0,0.03,0.06,0.1,0.03,0.1,0.05,0.05,0.09,0.13,0.05,0.09,0.13,0.05,0.13,Matches,070a3904
611,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,26,1990,21,18,1635,18.2,0,0.16,0,0,0,0.11,0,0,0.17,0.17,0,0.17,0.08,0.08,0.11,0.19,0.08,0.11,0.19,0.08,0.19,Matches,3eb0f2df
612,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,26,1990,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cde3309f
613,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,27,1989,8,5,444,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.01,0.02,0,0.02,Matches,96e0490d
614,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,24,1993,29,26,2324,25.8,0.08,0.23,0.08,0,0,0.12,0,0.08,0.23,0.31,0.08,0.31,0.04,0.04,0.14,0.18,0.04,0.13,0.18,0.04,0.18,Matches,44781702
615,Tom Davies,eng ENG,MF,Everton,eng Premier League,19,1998,33,20,1900,21.1,0.09,0.05,0.09,0,0,0.33,0,0.09,0.05,0.14,0.09,0.14,0.06,0.06,0.04,0.1,0.06,0.04,0.1,0.06,0.1,Matches,9228b07c
616,Steven Davis,nir NIR,MFFW,Southampton,eng Premier League,32,1985,23,17,1521,16.9,0.18,0,0.18,0,0,0,0,0.18,0,0.18,0.18,0.18,0.06,0.06,0.08,0.14,0.06,0.08,0.14,0.06,0.14,Matches,cf15bbb1
617,Salem Al-Dawsari,sa KSA,MF,Villarreal,es La Liga,25,1991,1,0,34,0.4,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,60ee859c
618,Craig Dawson,eng ENG,DF,West Brom,eng Premier League,27,1990,28,28,2510,27.9,0.07,0,0.07,0,0,0.22,0,0.07,0,0.07,0.07,0.07,0.09,0.09,0.03,0.12,0.09,0.03,0.12,0.09,0.12,Matches,3e9e06cb
619,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,26,1991,37,36,3073,34.1,0.23,0.47,0.23,0,0,0.06,0,0.23,0.47,0.7,0.23,0.7,0.18,0.18,0.39,0.57,0.18,0.39,0.57,0.18,0.57,Matches,e46012d4
620,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,30,1987,26,22,2053,22.8,0.09,0,0.09,0,0,0.31,0,0.09,0,0.09,0.09,0.09,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.04,Matches,952a03fe
621,Rodrigo De Paul,ar ARG,MFFW,Udinese,it Serie A,23,1994,37,25,2319,25.8,0.16,0.31,0,0.16,0.16,0.16,0,0.16,0.31,0.47,0,0.31,0.22,0.1,0.29,0.4,0.22,0.29,0.51,0.1,0.39,Matches,162efffd
622,Daniele De Rossi,it ITA,MF,Roma,it Serie A,34,1983,22,21,1829,20.3,0.05,0.05,0.05,0,0,0.3,0.05,0.05,0.05,0.1,0.05,0.1,0.04,0.04,0.07,0.11,0.04,0.07,0.11,0.04,0.11,Matches,532d2690
623,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,24,1992,12,10,968,10.8,0.09,0,0.09,0,0,0.09,0,0.09,0,0.09,0.09,0.09,0.01,0.01,0.03,0.04,0.01,0.02,0.03,0.01,0.03,Matches,ae4e2852
