Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
1174,Vedad Ibišević,ba BIH,FW,Schalke 04,de Bundesliga,35,1984,4,1,156,1.7,0,0,0,0,0,0.59,0,0,0,0,0,0,0.29,0.29,0,0.35,0.31,0.02,0.34,0.31,0.34,Matches,c3fd9887
1175,Vicente Iborra,es ESP,MF,Villarreal,es La Liga,32,1988,13,10,928,10.3,0,0,0,0,0,0.39,0,0,0,0,0,0,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,Matches,ad1ffcfd
1176,Didier Ibrahim Ndong,ga GAB,MF,Dijon,fr Ligue 1,26,1994,29,29,2610,29,0,0.03,0,0,0,0.24,0,0,0.03,0.03,0,0.03,0.01,0.01,0.03,0.04,0.01,0.04,0.04,0.01,0.04,Matches,885b7aa7
1177,Zlatan Ibrahimović,se SWE,FW,Milan,it Serie A,38,1981,19,18,1493,16.6,0.9,0.12,0.72,0.18,0.36,0.12,0.06,0.9,0.12,1.02,0.72,0.84,0.98,0.73,0.09,0.82,0.98,0.09,1.07,0.73,0.82,Matches,4cde5509
1178,Mauro Icardi,ar ARG,FW,Paris S-G,fr Ligue 1,27,1993,20,11,1079,12,0.58,0.25,0.5,0.08,0.08,0.08,0,0.58,0.25,0.83,0.5,0.75,0.8,0.73,0.26,0.99,0.8,0.26,1.06,0.73,0.99,Matches,43b78598
1179,Oussama Idrissi,ma MAR,FWMF,Sevilla,es La Liga,24,1996,3,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.96,0,0.96,0.96,0.96,Matches,34caa4b3
1180,Blendi Idrizi,xk KVX,MF,Schalke 04,de Bundesliga,22,1998,3,3,238,2.6,0.38,0,0.38,0,0,0.38,0,0.38,0,0.38,0.38,0.38,0.19,0.19,0.08,0.23,0.17,0.07,0.25,0.17,0.25,Matches,58450270
1181,Odion Ighalo,ng NGA,FW,Manchester Utd,eng Premier League,31,1989,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3622183
1182,Iglesias,es ESP,DFMF,Getafe,es La Liga,22,1998,10,7,605,6.7,0,0,0,0,0,0.3,0,0,0,0,0,0,0.01,0.01,0.04,0.06,0.02,0.05,0.06,0.02,0.06,Matches,974322dc
1183,Borja Iglesias,es ESP,FW,Betis,es La Liga,27,1993,28,15,1411,15.7,0.7,0,0.38,0.32,0.32,0.13,0,0.7,0,0.7,0.38,0.38,0.49,0.25,0.03,0.28,0.49,0.03,0.52,0.25,0.28,Matches,75645f0e
1184,Igor,br BRA,DF,Fiorentina,it Serie A,22,1998,21,13,1168,13,0,0,0,0,0,0.38,0,0,0,0,0,0,0.01,0.01,0.02,0.02,0.01,0.01,0.03,0.01,0.03,Matches,a4e85758
1185,Kelechi Iheanacho,ng NGA,FW,Leicester City,eng Premier League,23,1996,25,16,1459,16.2,0.74,0.12,0.74,0,0.06,0.06,0,0.74,0.12,0.86,0.74,0.86,0.48,0.43,0.18,0.62,0.48,0.18,0.66,0.43,0.62,Matches,c92e1a31
1186,Jonathan Ikone,fr FRA,MFFW,Lille,fr Ligue 1,22,1998,37,26,2177,24.2,0.17,0.21,0.12,0.04,0.04,0,0,0.17,0.21,0.37,0.12,0.33,0.17,0.14,0.1,0.25,0.18,0.1,0.28,0.14,0.25,Matches,42eaa028
1187,Yun Il-lok,kr KOR,MFFW,Montpellier,fr Ligue 1,28,1992,12,3,312,3.5,0,0,0,0,0,0.29,0,0,0,0,0,0,0.14,0.14,0.11,0.26,0.15,0.11,0.26,0.15,0.26,Matches,23bf644d
1188,Ivan Ilić,rs SRB,MF,Hellas Verona,it Serie A,19,2001,29,19,1835,20.4,0.1,0,0.1,0,0,0.1,0,0.1,0,0.1,0.1,0.1,0.05,0.05,0.03,0.09,0.05,0.04,0.09,0.05,0.09,Matches,bb376bed
1189,Josip Iličić,si SVN,FWMF,Atalanta,it Serie A,32,1988,28,17,1526,17,0.35,0.53,0.24,0.12,0.12,0.12,0,0.35,0.53,0.88,0.24,0.77,0.33,0.24,0.46,0.7,0.33,0.46,0.79,0.24,0.7,Matches,68252d6d
1190,Asier Illarramendi,es ESP,MF,Real Sociedad,es La Liga,30,1990,6,6,337,3.7,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,5ce0b5ba
1191,Stefan Ilsanker,at AUT,MFDF,Eint Frankfurt,de Bundesliga,31,1989,27,17,1578,17.5,0.06,0,0.06,0,0,0.23,0,0.06,0,0.06,0.06,0.06,0.07,0.07,0.01,0.08,0.07,0.01,0.08,0.07,0.08,Matches,8494acc4
1192,Ciro Immobile,it ITA,FW,Lazio,it Serie A,30,1990,35,34,2849,31.7,0.63,0.19,0.5,0.13,0.25,0.13,0.03,0.63,0.19,0.82,0.51,0.69,0.63,0.44,0.21,0.65,0.63,0.21,0.84,0.44,0.65,Matches,4431aed2
1193,Riccardo Improta,it ITA,MFDF,Benevento,it Serie A,26,1993,34,23,2335,25.9,0.04,0,0.04,0,0,0.27,0,0.04,0,0.04,0.04,0.04,0.09,0.09,0.07,0.15,0.09,0.07,0.16,0.09,0.16,Matches,f6dfa5b8
1194,Roberto Inglese,it ITA,FW,Parma,it Serie A,28,1991,14,6,576,6.4,0,0.31,0,0,0,0.31,0,0,0.31,0.31,0,0.31,0.09,0.09,0.16,0.25,0.09,0.15,0.24,0.09,0.24,Matches,6c1f7328
1195,Danny Ings,eng ENG,FW,Southampton,eng Premier League,28,1992,29,26,2173,24.1,0.5,0.17,0.41,0.08,0.08,0.04,0,0.5,0.17,0.66,0.41,0.58,0.34,0.28,0.11,0.39,0.34,0.11,0.45,0.28,0.39,Matches,07802f7f
1196,Marcus Ingvartsen,dk DEN,MFFW,Union Berlin,de Bundesliga,24,1996,30,24,1963,21.8,0.14,0.23,0.14,0,0.05,0.18,0,0.14,0.23,0.37,0.14,0.37,0.19,0.16,0.1,0.25,0.19,0.09,0.28,0.16,0.25,Matches,271b8617
1197,Lorenzo Insigne,it ITA,FW,Napoli,it Serie A,29,1991,35,33,2865,31.8,0.6,0.25,0.38,0.22,0.25,0.06,0.03,0.6,0.25,0.85,0.38,0.63,0.51,0.31,0.27,0.58,0.51,0.27,0.77,0.31,0.58,Matches,2f557579
1198,Roberto Insigne,it ITA,MFFW,Benevento,it Serie A,26,1994,30,17,1599,17.8,0.11,0.22,0.11,0,0,0.11,0,0.11,0.23,0.34,0.11,0.34,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.4,Matches,8faf7b3c
1199,Pablo Insua,es ESP,DF,Huesca,es La Liga,26,1993,20,17,1587,17.6,0,0,0,0,0,0.51,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,Matches,4b5e7e90
1200,Takashi Inui,jp JPN,MFFW,Eibar,es La Liga,32,1988,28,22,1819,20.2,0.05,0,0.05,0,0,0,0,0.05,0,0.05,0.05,0.05,0.12,0.12,0.09,0.21,0.12,0.09,0.21,0.12,0.21,Matches,61bd33d0
1201,Artur Ioniță,md MDA,MF,Benevento,it Serie A,29,1990,36,34,2835,31.5,0.06,0,0.06,0,0,0.19,0,0.06,0,0.06,0.06,0.06,0.05,0.05,0.01,0.06,0.05,0.01,0.06,0.05,0.06,Matches,cedb3e36
1202,Alexander Isak,se SWE,FW,Real Sociedad,es La Liga,20,1999,34,30,2340,26,0.65,0.08,0.65,0,0.04,0.15,0,0.65,0.08,0.73,0.65,0.73,0.6,0.57,0.09,0.65,0.6,0.09,0.68,0.57,0.66,Matches,8e92be30
1203,Isco,es ESP,MFFW,Real Madrid,es La Liga,28,1992,25,8,908,10.1,0,0.2,0,0,0,0.1,0,0,0.2,0.2,0,0.2,0.18,0.18,0.17,0.35,0.18,0.17,0.35,0.18,0.35,Matches,a0b4bb3e
1204,Ardian Ismajli,al ALB,DF,Spezia,it Serie A,23,1996,17,14,1297,14.4,0.07,0.07,0.07,0,0,0.21,0.07,0.07,0.07,0.14,0.07,0.14,0.03,0.03,0,0.03,0.03,0,0.03,0.03,0.03,Matches,6b635f5c
1205,Branislav Ivanović,rs SRB,DF,West Brom,eng Premier League,36,1984,13,8,767,8.5,0,0,0,0,0,0.24,0,0,0,0,0,0,0.07,0.07,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches,85f8571a
1206,Alex Iwobi,ng NGA,FWDF,Everton,eng Premier League,24,1996,30,17,1542,17.1,0.06,0.12,0.06,0,0,0,0,0.06,0.12,0.18,0.06,0.18,0.06,0.06,0.11,0.17,0.06,0.11,0.17,0.06,0.17,Matches,6ca5ec4b
1207,Jairo Izquierdo,es ESP,MFDF,Cádiz,es La Liga,26,1993,30,11,1277,14.2,0.07,0,0.07,0,0,0.28,0,0.07,0,0.07,0.07,0.07,0.06,0.06,0.06,0.13,0.06,0.07,0.12,0.06,0.12,Matches,2ceb58ab
1208,José Izquierdo,co COL,DF,Brighton,eng Premier League,28,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches,ca2bc3df
1209,Armando Izzo,it ITA,DF,Torino,it Serie A,28,1992,25,24,2004,22.3,0.09,0,0.09,0,0,0.13,0,0.09,0,0.09,0.09,0.09,0.06,0.06,0.02,0.08,0.06,0.02,0.08,0.06,0.08,Matches,89976232
1210,Phil Jagielka,eng ENG,DF,Sheffield Utd,eng Premier League,37,1982,10,6,526,5.8,0,0,0,0,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3233eefd
1211,Alireza Jahanbakhsh,ir IRN,FWMF,Brighton,eng Premier League,26,1993,21,6,528,5.9,0,0.17,0,0,0,0.51,0,0,0.17,0.17,0,0.17,0.27,0.27,0.54,0.81,0.28,0.54,0.82,0.28,0.82,Matches,8452314
1212,Mato Jajalo,ba BIH,MF,Udinese,it Serie A,32,1988,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8c65eb5f
1213,Ismail Jakobs,de GER,DFMF,Köln,de Bundesliga,20,1999,23,18,1726,19.2,0.05,0.05,0.05,0,0,0.31,0,0.05,0.05,0.1,0.05,0.1,0.1,0.1,0.1,0.21,0.1,0.1,0.21,0.1,0.21,Matches,a0415710
1214,Daniel James,wls WAL,FW,Manchester Utd,eng Premier League,22,1997,15,11,910,10.1,0.3,0.1,0.3,0,0,0.3,0,0.3,0.1,0.4,0.3,0.4,0.23,0.23,0.12,0.35,0.23,0.12,0.34,0.23,0.34,Matches,c931d9f9
1215,Reece James,eng ENG,DF,Chelsea,eng Premier League,20,1999,32,25,2373,26.4,0.04,0.08,0.04,0,0,0.11,0,0.04,0.08,0.11,0.04,0.11,0.06,0.06,0.11,0.17,0.06,0.12,0.18,0.06,0.18,Matches,1265a93a
1216,Alexandre Jankewitz,ch SUI,MF,Southampton,eng Premier League,18,2001,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7c39363f
1217,Saidy Janko,gm GAM,DF,Valladolid,es La Liga,24,1995,19,14,1220,13.6,0,0.07,0,0,0,0.29,0,0,0.07,0.07,0,0.07,0.03,0.03,0.03,0.06,0.03,0.03,0.06,0.03,0.06,Matches,689c9cf4
1218,Jakub Jankto,cz CZE,MF,Sampdoria,it Serie A,24,1996,35,29,2409,26.8,0.22,0.11,0.22,0,0,0.22,0,0.22,0.11,0.34,0.22,0.34,0.19,0.19,0.12,0.31,0.19,0.12,0.31,0.19,0.31,Matches,1ea5f91c
1219,Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,30,1990,8,3,269,3,0,0,0,0,0,0.33,0,0,0,0,0,0,0.07,0.07,0,0.07,0.07,0,0.07,0.07,0.07,Matches,34b54da7
1220,Adnan Januzaj,be BEL,FWMF,Real Sociedad,es La Liga,25,1995,27,12,1014,11.3,0.35,0.44,0.09,0.27,0.27,0.18,0,0.36,0.44,0.8,0.09,0.53,0.45,0.25,0.39,0.64,0.45,0.39,0.85,0.25,0.64,Matches,4737cebe
1221,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,35,1984,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,27d2618c
1222,Jason,es ESP,MFDF,Valencia,es La Liga,26,1994,17,4,441,4.9,0,0,0,0,0,0.82,0.2,0,0,0,0,0,0.04,0.04,0.12,0.16,0.03,0.12,0.16,0.03,0.16,Matches,9038c2a1
1223,Luis Javier Suárez,co COL,FWMF,Granada,es La Liga,22,1997,27,18,1666,18.5,0.27,0.05,0.27,0,0,0.32,0,0.27,0.05,0.32,0.27,0.32,0.36,0.36,0.08,0.43,0.36,0.07,0.43,0.36,0.43,Matches,eeba07f8
1224,Corentin Jean,fr FRA,FWMF,Lens,fr Ligue 1,25,1995,23,6,580,6.4,0.16,0.16,0.16,0,0,0.47,0,0.16,0.16,0.31,0.16,0.31,0.2,0.2,0.08,0.27,0.2,0.07,0.27,0.2,0.27,Matches,7d9b37bf
1225,Daniel Jebbison,eng ENG,FW,Sheffield Utd,eng Premier League,17,2003,4,3,284,3.2,0.31,0,0.31,0,0,0,0,0.32,0,0.32,0.32,0.32,0.5,0.5,0,0.5,0.5,0.01,0.51,0.5,0.51,Matches,03edb878
1226,Tin Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,24,1995,3,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,f820504e
1227,Fredrik Jensen,fi FIN,FWMF,Augsburg,de Bundesliga,22,1997,13,1,377,4.2,0,0.24,0,0,0,0,0,0,0.24,0.24,0,0.24,0.07,0.07,0.24,0.31,0.06,0.25,0.31,0.06,0.31,Matches,3eeb80e0
1228,Jesé,es ESP,FW,Paris S-G,fr Ligue 1,27,1993,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4a537185
1229,Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,23,1997,29,22,2063,22.9,0.39,0.17,0.39,0,0,0.09,0,0.39,0.17,0.57,0.39,0.57,0.38,0.38,0.15,0.53,0.38,0.15,0.53,0.38,0.53,Matches,b66315ae
1230,Juan Jesus,br BRA,DF,Roma,it Serie A,29,1991,5,0,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,79083382
1231,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,29,1991,10,10,823,9.1,0.44,0,0.44,0,0,0,0,0.44,0,0.44,0.44,0.44,0.26,0.26,0.09,0.34,0.26,0.08,0.34,0.26,0.34,Matches,b561db50
1232,Joaquín,es ESP,FWMF,Betis,es La Liga,39,1981,27,16,1291,14.3,0.14,0.42,0.14,0,0,0.14,0,0.14,0.42,0.56,0.14,0.56,0.07,0.07,0.17,0.24,0.07,0.18,0.24,0.07,0.24,Matches,4c5b14d2
1233,John Joe,ie IRL,MFDF,Getafe,es La Liga,16,2003,6,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0.14,0.18,0,0.18,0.18,0.18,Matches,fd01216a
1234,Joelinton,br BRA,FWMF,Newcastle Utd,eng Premier League,23,1996,31,23,1983,22,0.18,0.09,0.14,0.05,0.05,0.14,0,0.18,0.09,0.27,0.14,0.23,0.28,0.24,0.1,0.34,0.28,0.1,0.37,0.24,0.34,Matches,c17bfb65
1235,Marco John,de GER,DF,Hoffenheim,de Bundesliga,18,2002,14,12,997,11.1,0,0,0,0,0,0.09,0,0,0,0,0,0,0.02,0.02,0.14,0.16,0.02,0.15,0.16,0.02,0.16,Matches,d9e196bf
1236,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,20,2000,14,5,523,5.8,0.17,0,0.17,0,0,0.17,0,0.17,0,0.17,0.17,0.17,0.07,0.07,0.03,0.1,0.06,0.04,0.1,0.06,0.1,Matches,9319781b
1237,Sam Johnstone,eng ENG,GK,West Brom,eng Premier League,27,1993,37,37,3330,37,0,0.03,0,0,0,0.03,0,0,0.03,0.03,0,0.03,0,0,0.01,0.01,0,0.01,0.01,0,0.01,Matches,9e5708be
1238,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,19,2001,24,13,1179,13.1,0.08,0.15,0.08,0,0,0.15,0,0.08,0.15,0.23,0.08,0.23,0.11,0.11,0.12,0.23,0.11,0.12,0.23,0.11,0.23,Matches,4fb9c88f
1239,Frenkie de Jong,nl NED,MFDF,Barcelona,es La Liga,23,1997,37,35,3154,35,0.09,0.11,0.09,0,0,0.14,0,0.09,0.11,0.2,0.09,0.2,0.16,0.16,0.16,0.31,0.16,0.16,0.31,0.16,0.31,Matches,1bacc518
1240,Luuk de Jong,nl NED,FW,Sevilla,es La Liga,29,1990,34,14,1268,14.1,0.28,0,0.28,0,0,0.21,0,0.28,0,0.28,0.28,0.28,0.27,0.27,0.08,0.35,0.27,0.08,0.35,0.27,0.35,Matches,abb3bb95
1241,Jony,es ESP,MFFW,Osasuna,es La Liga,29,1991,22,9,871,9.7,0,0.21,0,0,0,0,0,0,0.21,0.21,0,0.21,0.07,0.07,0.24,0.31,0.07,0.24,0.31,0.07,0.31,Matches,244f57b9
1242,Joan Jordán,es ESP,MF,Sevilla,es La Liga,26,1994,35,28,2406,26.7,0.04,0.22,0.04,0,0,0.3,0.04,0.04,0.22,0.26,0.04,0.26,0.06,0.06,0.1,0.16,0.05,0.11,0.16,0.05,0.16,Matches,2a0c8ba4
1243,Jorginho,it ITA,MF,Chelsea,eng Premier League,28,1991,28,23,2010,22.3,0.31,0.04,0,0.31,0.4,0.09,0,0.31,0.04,0.36,0,0.04,0.31,0,0.09,0.1,0.31,0.09,0.41,0.01,0.1,Matches,45db685d
1244,Josan,es ESP,MFDF,Elche,es La Liga,30,1989,33,24,1926,21.4,0.19,0.09,0.19,0,0,0.14,0,0.19,0.09,0.28,0.19,0.28,0.08,0.08,0.07,0.15,0.08,0.07,0.15,0.08,0.15,Matches,5b28b2f6
1245,Willian José,br BRA,FW,Wolves,eng Premier League,28,1991,17,12,1110,12.3,0.08,0,0.08,0,0,0,0,0.08,0,0.08,0.08,0.08,0.15,0.15,0.05,0.2,0.15,0.05,0.2,0.15,0.2,Matches,d87e2cae
1246,Willian José,br BRA,FW,Real Sociedad,es La Liga,28,1991,13,8,689,7.7,0.39,0.13,0.39,0,0.13,0,0,0.39,0.13,0.52,0.39,0.52,0.56,0.45,0.12,0.57,0.56,0.11,0.67,0.46,0.58,Matches,d87e2cae
1247,Joselu,es ESP,FW,Alavés,es La Liga,30,1990,37,34,3026,33.6,0.33,0.09,0.27,0.06,0.12,0.03,0,0.33,0.09,0.42,0.27,0.36,0.41,0.32,0.09,0.4,0.41,0.09,0.5,0.32,0.41,Matches,6265208f
1248,Josema,es ESP,DF,Elche,es La Liga,24,1996,29,21,1966,21.8,0,0.05,0,0,0,0.14,0,0,0.05,0.05,0,0.05,0.01,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.04,Matches,ed3f5f4c
1249,Jota,pt POR,MFFW,Valladolid,es La Liga,21,1999,17,7,668,7.4,0.14,0,0.14,0,0,0.14,0,0.13,0,0.13,0.13,0.13,0.15,0.15,0.03,0.16,0.14,0.02,0.17,0.14,0.17,Matches,2b65fe46
1250,Jota,es ESP,MF,Alavés,es La Liga,29,1991,23,18,1398,15.5,0,0.13,0,0,0,0.32,0.06,0,0.13,0.13,0,0.13,0.06,0.06,0.12,0.18,0.06,0.12,0.18,0.06,0.18,Matches,9f351459
1251,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,23,1996,19,12,1112,12.4,0.73,0,0.73,0,0,0.16,0,0.73,0,0.73,0.73,0.73,0.53,0.53,0.13,0.66,0.53,0.13,0.66,0.53,0.66,Matches,178ae8f8
1252,Stevan Jovetić,me MNE,FWMF,Monaco,fr Ligue 1,30,1989,29,6,802,8.9,0.67,0,0.67,0,0.11,0.11,0,0.67,0,0.67,0.67,0.67,0.62,0.48,0.1,0.58,0.62,0.1,0.72,0.49,0.59,Matches,f36c432f
1253,Luka Jović,rs SRB,FWMF,Real Madrid,es La Liga,22,1997,4,2,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.65,0.06,0.71,0.67,0.08,0.75,0.67,0.75,Matches,4d8cd038
1254,Luka Jović,rs SRB,FWMF,Eint Frankfurt,de Bundesliga,22,1997,18,8,894,9.9,0.4,0.1,0.4,0,0,0.2,0,0.4,0.1,0.5,0.4,0.5,0.27,0.27,0.06,0.34,0.28,0.06,0.34,0.28,0.34,Matches,4d8cd038
1255,Juanmi,es ESP,FWMF,Betis,es La Liga,27,1993,16,5,604,6.7,0.3,0,0.3,0,0,0.15,0,0.3,0,0.3,0.3,0.3,0.45,0.45,0.01,0.46,0.45,0.01,0.46,0.45,0.46,Matches,84399660
1256,Hamed Junior Traorè,ci CIV,FWMF,Sassuolo,it Serie A,20,2000,35,20,1789,19.9,0.25,0.1,0.25,0,0,0.3,0,0.25,0.1,0.35,0.25,0.35,0.22,0.22,0.18,0.4,0.22,0.18,0.4,0.22,0.4,Matches,570bb4b9
1257,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,20,2000,35,22,1969,21.9,0.14,0.14,0.14,0,0,0.14,0,0.14,0.14,0.27,0.14,0.27,0.3,0.3,0.14,0.44,0.3,0.14,0.44,0.3,0.44,Matches,7111d552
1258,James Justin,eng ENG,DF,Leicester City,eng Premier League,22,1998,23,23,2070,23,0.09,0.04,0.09,0,0,0.17,0,0.09,0.04,0.13,0.09,0.13,0.07,0.07,0.07,0.14,0.07,0.07,0.14,0.07,0.14,Matches,fb614c44
1259,Musa Juwara,gm GAM,DF,Bologna,it Serie A,18,2001,5,0,46,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,7737dee2
1260,Jens Jønsson,dk DEN,MF,Cádiz,es La Liga,27,1993,35,33,2615,29.1,0,0,0,0,0,0.21,0,0,0,0,0,0,0.03,0.03,0.06,0.09,0.03,0.06,0.09,0.03,0.09,Matches,53520a67
1261,Ozan Kabak,tr TUR,DF,Liverpool,eng Premier League,20,2000,9,9,801,8.9,0,0,0,0,0,0.34,0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.01,0.02,0.03,0.01,0.03,Matches,2d61d13a
1262,Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,20,2000,14,14,1243,13.8,0,0,0,0,0,0.43,0.07,0,0,0,0,0,0.07,0.07,0.01,0.09,0.07,0.01,0.09,0.07,0.09,Matches,2d61d13a
1263,Abdoul Kader Bamba,fr FRA,FWMF,Nantes,fr Ligue 1,26,1994,29,6,917,10.2,0.29,0.1,0.29,0,0.1,0.2,0,0.29,0.1,0.39,0.29,0.39,0.27,0.2,0.18,0.37,0.27,0.18,0.45,0.2,0.37,Matches,32f3d97e
1264,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,28,1992,20,17,1588,17.6,0,0.23,0,0,0,0.17,0,0,0.23,0.23,0,0.23,0.07,0.07,0.19,0.26,0.07,0.19,0.25,0.07,0.25,Matches,79c90e45
1265,Tino Kadewere,zw ZIM,FW,Lyon,fr Ligue 1,24,1996,33,24,2009,22.3,0.45,0.13,0.45,0,0,0.18,0,0.45,0.13,0.58,0.45,0.58,0.46,0.46,0.16,0.61,0.46,0.16,0.62,0.46,0.62,Matches,7d08063d
1266,Damian Kądzior,pl POL,FWMF,Eibar,es La Liga,28,1992,6,2,195,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0.05,0.01,0.06,0.05,0.06,Matches,bb6c6331
1267,Florian Kainz,at AUT,FWMF,Köln,de Bundesliga,27,1992,8,6,447,5,0.2,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0.2,0.12,0.12,0.2,0.32,0.12,0.21,0.32,0.12,0.32,Matches,94c18565
1268,Gaël Kakuta,cd COD,MFFW,Lens,fr Ligue 1,29,1991,35,30,2394,26.6,0.41,0.19,0.15,0.26,0.34,0.11,0,0.41,0.19,0.6,0.15,0.34,0.43,0.17,0.24,0.41,0.43,0.24,0.67,0.17,0.41,Matches,5b1bf5e3
1269,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,23,1997,33,23,2136,23.7,0.68,0.21,0.68,0,0,0.04,0,0.67,0.21,0.88,0.67,0.88,0.38,0.38,0.15,0.53,0.38,0.15,0.53,0.38,0.53,Matches,15f24fe7
1270,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,fr Ligue 1,18,2002,1,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.13,0.63,0.47,0.11,0.58,0.47,0.58,Matches,bf4c41f9
1271,Arnaud Kalimuendo,fr FRA,FW,Lens,fr Ligue 1,18,2002,28,13,1218,13.5,0.52,0.22,0.52,0,0,0,0,0.52,0.22,0.74,0.52,0.74,0.44,0.44,0.14,0.59,0.44,0.14,0.58,0.44,0.58,Matches,bf4c41f9
1272,Nikola Kalinić,hr CRO,FW,Hellas Verona,it Serie A,32,1988,19,15,1063,11.8,0.17,0,0.17,0,0,0.17,0,0.17,0,0.17,0.17,0.17,0.34,0.34,0.03,0.36,0.34,0.03,0.36,0.34,0.36,Matches,d4931a5a
1273,Yayah Kallon,sl SLE,FWMF,Genoa,it Serie A,19,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.4,0.28,0.08,0.36,0.28,0.36,Matches,f95f49d2
1274,Samuel Kalu,ng NGA,FWMF,Bordeaux,fr Ligue 1,22,1997,20,14,964,10.7,0.37,0.09,0.37,0,0,0.28,0,0.37,0.09,0.47,0.37,0.47,0.14,0.14,0.05,0.19,0.14,0.04,0.19,0.14,0.19,Matches,b8d22478
1275,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,20,2000,13,7,727,8.1,0.12,0.12,0.12,0,0,0.12,0,0.12,0.12,0.25,0.12,0.25,0.07,0.07,0.05,0.12,0.08,0.05,0.13,0.08,0.13,Matches,85f7d1be
1276,Daichi Kamada,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,23,1996,32,28,2356,26.2,0.19,0.46,0.19,0,0,0.11,0,0.19,0.46,0.65,0.19,0.65,0.21,0.21,0.29,0.5,0.21,0.28,0.5,0.21,0.5,Matches,15b287da
1277,Aboubakar Kamara,mr MTN,FWDF,Fulham,eng Premier League,25,1995,11,2,315,3.5,0,0,0,0,0,0.29,0.29,0,0,0,0,0,0.11,0.11,0.11,0.23,0.11,0.11,0.22,0.11,0.22,Matches,4047c976
1278,Aboubakar Kamara,mr MTN,FWMF,Dijon,fr Ligue 1,25,1995,10,7,557,6.2,0.16,0,0.16,0,0,0.16,0.16,0.16,0,0.16,0.16,0.16,0.13,0.13,0.11,0.24,0.13,0.12,0.25,0.13,0.25,Matches,4047c976
1279,Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,23,1996,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3814120d
1280,Boubacar Kamara,fr FRA,MF,Marseille,fr Ligue 1,20,1999,35,35,2894,32.2,0,0.06,0,0,0,0.19,0,0,0.06,0.06,0,0.06,0.02,0.02,0.03,0.06,0.02,0.03,0.06,0.02,0.06,Matches,cc77354e
