Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
665,Federico Dionisi,it ITA,FW,Frosinone,it Serie A,31,1987,9,1,204,2.3,0.43,0,0.43,0,0,0.87,0,0.44,0,0.44,0.44,0.44,0.26,0.26,0.13,0.35,0.25,0.12,0.37,0.25,0.37,Matches,a74d2999
666,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,30,19,1591,17.7,0.28,0.06,0.28,0,0,0.17,0,0.28,0.06,0.34,0.28,0.34,0.37,0.37,0.07,0.44,0.37,0.07,0.44,0.37,0.44,Matches,4be0b467
667,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33,33,2970,33,0.03,0,0.03,0,0,0.12,0,0.03,0,0.03,0.03,0.03,0.05,0.05,0.01,0.05,0.05,0,0.05,0.05,0.05,Matches,a712ca2b
668,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,32,1986,28,27,2352,26.1,0.04,0.04,0.04,0,0,0.42,0,0.04,0.04,0.08,0.04,0.08,0.1,0.1,0.03,0.13,0.1,0.03,0.13,0.1,0.13,Matches,7329018e
669,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,18,2000,13,9,741,8.2,0,0,0,0,0,0.12,0,0,0,0,0,0,0.13,0.13,0.06,0.2,0.13,0.06,0.19,0.13,0.19,Matches,1.91E+35
670,Assane Dioussé,sn SEN,MF,Chievo,it Serie A,20,1997,14,9,892,9.9,0,0,0,0,0,0.51,0,0,0,0,0,0,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.04,Matches,7f622eef
671,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,7,2,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.02,0.19,0.2,0.02,0.2,Matches,7f622eef
672,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,4,1,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06,0.06,0,0.06,0.06,0.06,Matches,ad82197c
673,Djené,tg TOG,DF,Getafe,es La Liga,26,1991,34,34,2976,33.1,0,0,0,0,0,0.39,0.06,0,0,0,0,0,0.02,0.02,0.01,0.02,0.02,0.01,0.03,0.02,0.03,Matches,a4971d84
674,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,1992,17,16,1387,15.4,0,0,0,0,0,0.13,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0,0,Matches,933d3b51
675,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,933d3b51
676,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,31,31,2754,30.6,0.03,0,0.03,0,0,0.29,0.03,0.03,0,0.03,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.01,0.03,0.03,0.03,Matches,43e7a164
677,Papy Djilobodji,sn SEN,DFFW,Guingamp,fr Ligue 1,29,1988,4,2,175,1.9,0,0,0,0,0,0.53,0.53,0,0,0,0,0,0.11,0.11,0,0.16,0.12,0.02,0.14,0.12,0.14,Matches,8.35E+09
678,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,24,20,1807,20.1,0.05,0.1,0.05,0,0,0.15,0,0.05,0.1,0.15,0.05,0.15,0.04,0.04,0.06,0.1,0.05,0.06,0.11,0.05,0.11,Matches,6eee05f1
679,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,5,3,279,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06,0.06,0,0.06,0.06,0.06,Matches,b8673e18
680,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,1992,24,24,2160,24,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ac295d9e
681,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,26,1992,38,35,3144,34.9,0.11,0.14,0.11,0,0,0.14,0,0.11,0.14,0.26,0.11,0.26,0.14,0.14,0.11,0.25,0.14,0.11,0.25,0.14,0.25,Matches,d557d734
682,Keagan Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,3,2,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.04,0.05,0.09,0.04,0.09,Matches,ccb1c3af
683,Jaume Doménech,es ESP,GK,Valencia,es La Liga,27,1990,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c9cb972b
684,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,9,6,625,6.9,0,0,0,0,0,0.29,0,0,0,0,0,0,0.01,0.01,0.04,0.06,0.01,0.05,0.06,0.01,0.06,Matches,22051fbe
685,Ji Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,27,1991,14,10,891,9.9,0.4,0.1,0.4,0,0,0.2,0,0.4,0.1,0.51,0.4,0.51,0.13,0.13,0.12,0.25,0.14,0.12,0.25,0.14,0.25,Matches,7d841904
686,Anastasios Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,21,1996,24,11,962,10.7,0.47,0.19,0.47,0,0,0.37,0,0.47,0.19,0.65,0.47,0.65,0.32,0.32,0.08,0.4,0.31,0.08,0.4,0.31,0.4,Matches,0f26fd24
687,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,36,36,3090,34.3,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,08f5afaa
688,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,6,1,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06,0.07,0.01,0.08,0.07,0.08,Matches,384dd218
689,Riccardo Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c1bcb2df
690,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,14,11,1066,11.8,0.08,0,0.08,0,0,0.08,0,0.08,0,0.08,0.08,0.08,0.04,0.04,0.01,0.05,0.04,0.01,0.05,0.04,0.05,Matches,67ac5bb8
691,Mathieu Dossevi,tg TOG,FWMF,Toulouse,fr Ligue 1,30,1988,35,30,2469,27.4,0.15,0.07,0.15,0,0,0,0,0.15,0.07,0.22,0.15,0.22,0.09,0.09,0.16,0.25,0.09,0.16,0.25,0.09,0.25,Matches,6421dd73
692,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,25,1993,35,34,3062,34,0.15,0.18,0.15,0,0,0.21,0,0.15,0.18,0.32,0.15,0.32,0.18,0.18,0.1,0.27,0.18,0.1,0.27,0.18,0.27,Matches,02b29014
693,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,25,1992,9,3,318,3.5,0,0,0,0,0,0.29,0,0,0,0,0,0,0.03,0.03,0,0.03,0.02,0,0.02,0.02,0.02,Matches,e208bcc8
694,Moussa Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,23,1994,28,18,1600,17.8,0.17,0.06,0.17,0,0,0.28,0,0.17,0.06,0.23,0.17,0.23,0.11,0.11,0.12,0.24,0.11,0.13,0.24,0.11,0.24,Matches,6481421d
695,Seydou Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,17,5,541,6,0.33,0,0.33,0,0,0.33,0,0.33,0,0.33,0.33,0.33,0.45,0.45,0,0.45,0.46,0,0.46,0.46,0.46,Matches,c49afee6
696,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,7,7,605,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9daeac61
697,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,1991,18,13,1335,14.8,0.14,0,0.14,0,0,0.27,0,0.13,0,0.13,0.13,0.13,0.06,0.06,0.01,0.06,0.06,0,0.06,0.06,0.06,Matches,6fd8a334
698,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,20,1997,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,085e71a7
699,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,1997,14,14,1260,14,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0,0.02,Matches,085e71a7
700,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,24,1993,31,22,2046,22.7,0.13,0.31,0.13,0,0,0.26,0,0.13,0.31,0.44,0.13,0.44,0.21,0.21,0.24,0.44,0.21,0.24,0.45,0.21,0.45,Matches,1a992676
701,Luke Dreher,eng ENG,MF,Crystal Palace,eng Premier League,19,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d1c509d9
702,Josip Drmić,ch SUI,FWMF,M'Gladbach,de Bundesliga,25,1992,5,2,222,2.5,0.8,0,0.8,0,0,0,0,0.81,0,0.81,0.81,0.81,0.48,0.48,0,0.48,0.49,0.01,0.49,0.49,0.49,Matches,15ea94de
703,Jaroslav Drobný,cz CZE,GK,Düsseldorf,de Bundesliga,38,1979,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e4a30d8c
704,Óscar Duarte,cr CRC,DFMF,Espanyol,es La Liga,29,1989,11,7,660,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.02,Matches,aa0ac32d
705,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22,1995,33,33,2772,30.8,0,0,0,0,0,0.32,0.03,0,0,0,0,0,0.02,0.02,0.05,0.06,0.02,0.05,0.06,0.02,0.06,Matches,1fe0492d
706,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,23,1994,25,21,2044,22.7,0.04,0.26,0.04,0,0,0.09,0,0.04,0.26,0.31,0.04,0.31,0.04,0.04,0.14,0.18,0.04,0.14,0.18,0.04,0.18,Matches,ff0ab48c
707,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,29,1989,38,38,3420,38,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3a949a25
708,Marvin Ducksch,de GER,FW,Düsseldorf,de Bundesliga,24,1994,16,8,823,9.1,0.11,0.11,0.11,0,0,0.11,0,0.11,0.11,0.22,0.11,0.22,0.19,0.19,0.2,0.38,0.19,0.19,0.38,0.19,0.38,Matches,638a4d71
709,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,23,1994,32,30,2563,28.5,0.39,0.18,0.39,0,0,0.25,0,0.39,0.18,0.56,0.39,0.56,0.23,0.23,0.17,0.4,0.23,0.17,0.4,0.23,0.4,Matches,79ca3e23
710,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,26,1992,35,35,3087,34.3,0.15,0.03,0.15,0,0,0.12,0.03,0.15,0.03,0.17,0.15,0.17,0.08,0.08,0.02,0.1,0.08,0.02,0.1,0.08,0.1,Matches,7314bba4
711,Demeaco Duhaney,eng ENG,DF,Huddersfield,eng Premier League,19,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5ef608f7
712,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,26,1991,26,21,1990,22.1,0,0,0,0,0,0.05,0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.01,0.02,0.03,0.01,0.03,Matches,3fe6bd8c
713,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,25,1993,26,21,1848,20.5,0.2,0.2,0.2,0,0,0.34,0.05,0.19,0.19,0.39,0.19,0.39,0.05,0.05,0.15,0.2,0.05,0.15,0.2,0.05,0.2,Matches,528492ea
714,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,36,36,3151,35,0.06,0.03,0.06,0,0,0.17,0.03,0.06,0.03,0.09,0.06,0.09,0.04,0.04,0.02,0.06,0.04,0.02,0.06,0.04,0.06,Matches,282f75f3
715,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,1993,11,10,940,10.4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0e12089d
716,Erik Durm,de GER,DF,Huddersfield,eng Premier League,26,1992,28,21,2055,22.8,0,0.04,0,0,0,0,0,0,0.04,0.04,0,0.04,0.02,0.02,0.03,0.05,0.02,0.03,0.05,0.02,0.05,Matches,cf623c78
717,Jimmy Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,29,1989,36,21,1899,21.1,0.19,0.05,0.09,0.09,0.09,0.24,0,0.19,0.05,0.24,0.09,0.14,0.21,0.14,0.14,0.28,0.22,0.14,0.36,0.14,0.28,Matches,f09a8b75
718,Riza Durmisi,dk DEN,DFMF,Lazio,it Serie A,24,1994,10,2,326,3.6,0,0.28,0,0,0,1.11,0,0,0.28,0.28,0,0.28,0.03,0.03,0.17,0.19,0.03,0.15,0.19,0.03,0.19,Matches,e5cd9da6
719,Hugo Duro,es ESP,MFFW,Getafe,es La Liga,18,1999,11,5,417,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.09,0.17,0.08,0.09,0.17,0.08,0.17,Matches,37e103f8
720,Raphael Dwamena,gh GHA,FW,Levante,es La Liga,22,1995,12,1,222,2.5,0,0.4,0,0,0,0,0,0,0.41,0.41,0,0.41,0.24,0.24,0.28,0.52,0.23,0.3,0.53,0.23,0.53,Matches,525f9bf4
721,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,24,1993,30,24,2137,23.7,0.21,0.17,0.17,0.04,0.04,0.08,0,0.21,0.17,0.38,0.17,0.34,0.23,0.19,0.14,0.33,0.23,0.14,0.36,0.19,0.33,Matches,e0921a4f
722,Edin Džeko,ba BIH,FW,Roma,it Serie A,32,1986,33,28,2579,28.7,0.31,0.21,0.31,0,0,0.31,0,0.31,0.21,0.52,0.31,0.52,0.52,0.52,0.14,0.66,0.52,0.14,0.66,0.52,0.66,Matches,3bb7f478
723,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,32,1986,28,20,1750,19.4,0.05,0.05,0.05,0,0,0.21,0,0.05,0.05,0.1,0.05,0.1,0.1,0.1,0.08,0.19,0.1,0.08,0.19,0.1,0.19,Matches,756959aa
724,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27,27,2426,27,0.11,0,0.11,0,0,0.19,0,0.11,0,0.11,0.11,0.11,0.06,0.06,0.03,0.09,0.06,0.03,0.08,0.06,0.08,Matches,167d5018
725,Dennis Eckert,de GER,FW,Celta Vigo,es La Liga,21,1997,9,1,216,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.29,0.04,0.29,0.28,0.03,0.31,0.28,0.31,Matches,7f8fb807
726,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,eng Premier League,30,1988,38,37,3376,37.5,0,0.03,0,0,0,0,0,0,0.03,0.03,0,0.03,0.02,0.02,0.01,0.03,0.02,0.01,0.03,0.02,0.03,Matches,72a0fb65
727,Simone Edera,it ITA,FWMF,Torino,it Serie A,21,1997,3,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.22,0.06,0.17,0.23,0.06,0.23,Matches,8697c095
728,Simone Edera,it ITA,FW,Bologna,it Serie A,21,1997,4,3,196,2.2,0,0,0,0,0,0.45,0,0,0,0,0,0,0.23,0.23,0.09,0.32,0.25,0.09,0.34,0.25,0.34,Matches,8697c095
729,Ederson,br BRA,GK,Manchester City,eng Premier League,24,1993,38,38,3420,38,0,0.03,0,0,0,0.05,0,0,0.03,0.03,0,0.03,0,0,0.01,0.01,0,0.01,0.01,0,0.01,Matches,3bb7b8b4
730,Johannes Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,20,1998,23,12,1113,12.4,0.32,0.08,0.32,0,0,0,0,0.32,0.08,0.4,0.32,0.4,0.27,0.27,0.15,0.42,0.27,0.15,0.42,0.27,0.42,Matches,d571df78
731,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,21,1996,34,34,3052,33.9,0.15,0.12,0.15,0,0,0.12,0,0.15,0.12,0.27,0.15,0.27,0.09,0.09,0.13,0.22,0.09,0.13,0.22,0.09,0.22,Matches,beb882a8
732,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,29,1989,32,30,2646,29.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0.02,0.02,0.03,0.06,0.02,0.03,0.06,0.02,0.06,Matches,f503ea63
733,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,10,7,646,7.2,0,0,0,0,0,0.14,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,Matches,eafac393
734,Harvey Elliott,eng ENG,MF,Fulham,eng Premier League,15,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.53,0,0.53,0.53,0.53,Matches,c8387671
735,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,26,1992,8,5,380,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.05,0.19,0.16,0.04,0.19,0.16,0.19,Matches,47a34c4f
736,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,27,24,2254,25,0.04,0,0.04,0,0,0.2,0,0.04,0,0.04,0.04,0.04,0.04,0.04,0.02,0.07,0.05,0.03,0.07,0.05,0.07,Matches,f7dc2ae5
737,Gorka Elustondo,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,5,3,285,3.2,0,0,0,0,0,0.31,0,0,0,0,0,0,0.03,0.03,0.06,0.09,0.02,0.07,0.09,0.02,0.09,Matches,7b309e55
738,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,21,1996,30,30,2623,29.1,0.07,0.03,0.07,0,0,0.03,0,0.07,0.03,0.1,0.07,0.1,0.05,0.05,0.01,0.07,0.05,0.02,0.07,0.05,0.07,Matches,48035304
739,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,1993,5,5,430,4.8,0,0,0,0,0,0.21,0,0,0,0,0,0,0.02,0.02,0,0.02,0.01,0,0.02,0.01,0.02,Matches,fd47b4f2
740,Mohamed Elyounoussi,no NOR,MF,Southampton,eng Premier League,23,1994,16,8,793,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.14,0.4,0.25,0.14,0.39,0.25,0.39,Matches,68dc0dac
741,Adri Embarba,es ESP,FWMF,Rayo Vallecano,es La Liga,26,1992,36,27,2282,25.4,0.2,0.24,0.08,0.12,0.12,0.2,0.04,0.2,0.24,0.43,0.08,0.32,0.24,0.15,0.24,0.39,0.24,0.24,0.48,0.15,0.39,Matches,db8f0eba
742,Breel Embolo,ch SUI,FW,Schalke 04,de Bundesliga,21,1997,20,15,1345,14.9,0.34,0.07,0.34,0,0,0.27,0,0.33,0.07,0.4,0.33,0.4,0.24,0.24,0.16,0.41,0.24,0.16,0.41,0.24,0.41,Matches,0b4f388a
743,Emerson,br BRA,DF,Betis,es La Liga,19,1999,6,4,317,3.5,0,0,0,0,0,0.29,0,0,0,0,0,0,0.06,0.06,0.09,0.14,0.05,0.09,0.13,0.05,0.13,Matches,df8b52a5
744,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,21,1997,31,22,2106,23.4,0.38,0.09,0.38,0,0,0.3,0,0.38,0.09,0.47,0.38,0.47,0.32,0.32,0.05,0.36,0.31,0.05,0.36,0.31,0.36,Matches,04e17fd5
745,Björn Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33,33,2970,33,0.03,0.03,0.03,0,0,0.12,0,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.02,0.06,0.03,0.02,0.06,0.03,0.06,Matches,4fdf1fd9
746,Sergi Enrich,es ESP,FW,Eibar,es La Liga,28,1990,35,30,2582,28.7,0.24,0.14,0.24,0,0,0.14,0,0.24,0.14,0.38,0.24,0.38,0.34,0.34,0.13,0.47,0.34,0.13,0.47,0.34,0.47,Matches,bb4b1242
747,Javier Eraso,es ESP,MFFW,Leganés,es La Liga,28,1990,13,9,631,7,0,0,0,0,0,0.29,0,0,0,0,0,0,0.13,0.13,0.11,0.24,0.13,0.12,0.25,0.13,0.25,Matches,aec0fb6f
748,Christian Eriksen,dk DEN,MF,Tottenham,eng Premier League,26,1992,35,30,2774,30.8,0.26,0.39,0.26,0,0,0.1,0,0.26,0.39,0.65,0.26,0.65,0.18,0.18,0.24,0.42,0.18,0.24,0.42,0.18,0.42,Matches,980522ec
749,Patrick Erras,de GER,MF,Nürnberg,de Bundesliga,23,1995,19,13,1222,13.6,0,0.07,0,0,0,0.07,0,0,0.07,0.07,0,0.07,0.04,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.08,Matches,e3f6253d
750,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,25,1993,32,18,1789,19.9,0.2,0.05,0.2,0,0,0.3,0,0.2,0.05,0.25,0.2,0.25,0.11,0.11,0.05,0.16,0.11,0.05,0.16,0.11,0.16,Matches,3f79a1c8
751,Sergio Escudero,es ESP,DFMF,Sevilla,es La Liga,28,1989,21,18,1545,17.2,0,0.06,0,0,0,0.47,0.06,0,0.06,0.06,0,0.06,0.07,0.07,0.06,0.14,0.07,0.07,0.14,0.07,0.14,Matches,b0616e3d
752,Bernardo Espinosa,co COL,DF,Girona,es La Liga,29,1989,31,31,2727,30.3,0.03,0.03,0.03,0,0,0.2,0.07,0.03,0.03,0.07,0.03,0.07,0.05,0.05,0.03,0.07,0.05,0.03,0.07,0.05,0.07,Matches,4242011c
753,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32,32,2880,32,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.03,0.03,0,0.02,0.02,0,0.02,Matches,83e0eeb4
754,Alexander Esswein,de GER,FWMF,Stuttgart,de Bundesliga,28,1990,17,15,1251,13.9,0,0,0,0,0,0.22,0,0,0,0,0,0,0.12,0.12,0.16,0.28,0.12,0.16,0.28,0.12,0.28,Matches,b48215cd
755,Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38,38,3420,38,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2642bf6c
756,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,1987,27,25,2031,22.6,0.04,0.09,0.04,0,0,0.35,0,0.04,0.09,0.13,0.04,0.13,0.02,0.02,0.11,0.13,0.02,0.11,0.13,0.02,0.13,Matches,b037bd4f
757,Xabier Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,31,30,2677,29.7,0.13,0,0.13,0,0,0.34,0,0.13,0,0.13,0.13,0.13,0.08,0.08,0.01,0.08,0.08,0.01,0.08,0.08,0.08,Matches,4a895384
758,Lucas Evangelista,br BRA,FWMF,Nantes,fr Ligue 1,23,1995,14,9,720,8,0.13,0,0.13,0,0,0,0,0.12,0,0.12,0.12,0.12,0.1,0.1,0.04,0.14,0.1,0.03,0.13,0.1,0.13,Matches,5f4ce4b6
759,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,24,21,1996,22.2,0.05,0,0.05,0,0,0.09,0,0.05,0,0.05,0.05,0.05,0.04,0.04,0.01,0.05,0.04,0.01,0.05,0.04,0.05,Matches,f8fcd2a5
760,Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,18,15,1341,14.9,0,0,0,0,0,0.13,0,0,0,0,0,0,0.03,0.03,0.01,0.03,0.03,0,0.03,0.03,0.03,Matches,78cd577c
761,Valentin Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,26,1992,8,4,358,4,0,0.25,0,0,0,0.25,0,0,0.25,0.25,0,0.25,0.03,0.03,0.2,0.23,0.03,0.21,0.24,0.03,0.24,Matches,ae82fa48
762,Valentin Eysseric,fr FRA,MFFW,Nantes,fr Ligue 1,26,1992,5,3,209,2.3,0.43,0,0,0.43,0.87,0.43,0,0.43,0,0.43,0,0,0.83,0.17,0.09,0.26,0.83,0.1,0.92,0.17,0.27,Matches,ae82fa48
763,Marco Fabián,mx MEX,FW,Eint Frankfurt,de Bundesliga,29,1989,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0.14,0.13,0,0.13,0.13,0.13,Matches,e665a2db
764,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,33,1985,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,Matches,9328b835
765,Fabinho,br BRA,MF,Liverpool,eng Premier League,24,1993,28,21,2017,22.4,0.04,0.09,0.04,0,0,0.27,0,0.04,0.09,0.13,0.04,0.13,0.04,0.04,0.06,0.09,0.04,0.06,0.09,0.04,0.09,Matches,7f3b388c
766,Fábio,br BRA,DF,Nantes,fr Ligue 1,28,1990,20,15,1276,14.2,0,0.14,0,0,0,0.28,0.07,0,0.14,0.14,0,0.14,0.01,0.01,0.03,0.05,0.02,0.03,0.05,0.02,0.05,Matches,bc7b4580
767,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,31,1987,6,1,180,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0.05,0.05,0.1,0.15,0.03,0.1,0.13,0.03,0.13,Matches,33508c78
768,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,13,12,966,10.7,0.09,0,0.09,0,0,0.19,0,0.09,0,0.09,0.09,0.09,0.17,0.17,0.08,0.24,0.16,0.08,0.24,0.16,0.24,Matches,33508c78
769,Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,af245161
770,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,17,16,1470,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,Matches,1e43fad8
771,Romain Faivre,fr FRA,MFFW,Monaco,fr Ligue 1,20,1998,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.19,0.04,0.23,0.19,0.23,Matches,745ca0a3
772,Fayçal Fajr,ma MAR,MF,Caen,fr Ligue 1,29,1988,36,36,3240,36,0.14,0.11,0.14,0,0,0.17,0,0.14,0.11,0.25,0.14,0.25,0.07,0.07,0.12,0.19,0.07,0.12,0.19,0.07,0.19,Matches,79135368
773,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,33,29,2557,28.4,0.53,0.07,0.42,0.11,0.14,0.35,0,0.53,0.07,0.6,0.42,0.49,0.54,0.43,0.06,0.49,0.54,0.06,0.6,0.43,0.49,Matches,66116290
774,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,16,8,703,7.8,0,0.13,0,0,0,0,0,0,0.13,0.13,0,0.13,0.28,0.28,0.12,0.4,0.28,0.11,0.4,0.28,0.4,Matches,a39b9ef6
775,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,7,7,600,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,Matches,b82880c6
