Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
1111,Jordan Ikoko,cd COD,DF,Guingamp,fr Ligue 1,24,1994,20,19,1707,19,0,0,0,0,0,0.16,0,0,0,0,0,0,0.01,0.01,0.06,0.07,0.01,0.06,0.07,0.01,0.07,Matches,8ff4872e
1112,Jonathan Ikone,fr FRA,MFFW,Lille,fr Ligue 1,20,1998,38,34,2796,31.1,0.1,0.29,0.1,0,0,0.1,0,0.1,0.29,0.39,0.1,0.39,0.18,0.18,0.19,0.37,0.18,0.19,0.37,0.18,0.37,Matches,42eaa028
1113,Ivo Iličević,hr CRO,MFDF,Nürnberg,de Bundesliga,31,1986,3,0,39,0.4,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4e3e4138
1114,Josip Iličić,si SVN,FWMF,Atalanta,it Serie A,30,1988,31,23,2145,23.8,0.5,0.29,0.5,0,0.04,0.21,0.04,0.5,0.29,0.8,0.5,0.8,0.42,0.38,0.26,0.65,0.41,0.27,0.68,0.38,0.65,Matches,68252d6d
1115,Asier Illarramendi,es ESP,MF,Real Sociedad,es La Liga,28,1990,23,20,1821,20.2,0.05,0.05,0.05,0,0,0.4,0,0.05,0.05,0.1,0.05,0.1,0.02,0.02,0.07,0.09,0.02,0.07,0.09,0.02,0.09,Matches,5ce0b5ba
1116,Stefan Ilsanker,at AUT,DFMF,RB Leipzig,de Bundesliga,29,1989,19,10,933,10.4,0,0,0,0,0,0.48,0.1,0,0,0,0,0,0.04,0.04,0.01,0.05,0.04,0.01,0.05,0.04,0.05,Matches,8494acc4
1117,Giannelli Imbula,cd COD,MF,Rayo Vallecano,es La Liga,25,1992,22,21,1732,19.2,0.05,0.05,0.05,0,0,0.36,0,0.05,0.05,0.1,0.05,0.1,0.05,0.05,0.03,0.09,0.05,0.03,0.09,0.05,0.09,Matches,b86fe156
1118,Ciro Immobile,it ITA,FW,Lazio,it Serie A,28,1990,36,31,2859,31.8,0.47,0.19,0.35,0.13,0.13,0.19,0,0.47,0.19,0.66,0.35,0.54,0.49,0.39,0.18,0.57,0.49,0.18,0.67,0.39,0.57,Matches,4431aed2
1119,Emmanuel Imorou,bj BEN,DF,Caen,fr Ligue 1,29,1988,16,12,1119,12.4,0,0.08,0,0,0,0.16,0,0,0.08,0.08,0,0.08,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,Matches,3e87d087
1120,Svante Ingelsson,se SWE,MFDF,Udinese,it Serie A,20,1998,3,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0.09,0.08,0,0.08,0.08,0.08,Matches,4133cfcf
1121,Roberto Inglese,it ITA,FW,Parma,it Serie A,26,1991,25,23,1965,21.8,0.41,0,0.32,0.09,0.09,0.14,0,0.41,0,0.41,0.32,0.32,0.34,0.28,0.04,0.32,0.34,0.04,0.38,0.27,0.32,Matches,6c1f7328
1122,Danny Ings,eng ENG,FW,Southampton,eng Premier League,26,1992,24,23,1651,18.3,0.38,0.16,0.22,0.16,0.16,0.05,0,0.38,0.16,0.55,0.22,0.38,0.52,0.39,0.15,0.55,0.52,0.15,0.67,0.39,0.54,Matches,07802f7f
1123,Lorenzo Insigne,it ITA,FWMF,Napoli,it Serie A,27,1991,28,24,2073,23,0.43,0.26,0.39,0.04,0.09,0.26,0.04,0.43,0.26,0.69,0.39,0.65,0.47,0.4,0.24,0.65,0.47,0.24,0.71,0.4,0.65,Matches,2f557579
1124,Emiliano Insúa,ar ARG,DF,Stuttgart,de Bundesliga,29,1989,27,24,2114,23.5,0.09,0.09,0.09,0,0,0.17,0.04,0.09,0.09,0.17,0.09,0.17,0.03,0.03,0.1,0.13,0.03,0.1,0.13,0.03,0.13,Matches,f3cccffe
1125,Pablo Insua,es ESP,DF,Huesca,es La Liga,24,1993,10,10,776,8.6,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4b5e7e90
1126,Takashi Inui,jp JPN,FWMF,Betis,es La Liga,30,1988,8,5,377,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.31,0.05,0.36,0.32,0.04,0.36,0.32,0.36,Matches,61bd33d0
1127,Takashi Inui,jp JPN,MFFW,Alavés,es La Liga,30,1988,12,10,828,9.2,0.22,0,0.22,0,0,0,0,0.22,0,0.22,0.22,0.22,0.17,0.17,0.04,0.22,0.17,0.04,0.21,0.17,0.21,Matches,61bd33d0
1128,Artur Ioniță,md MDA,MF,Cagliari,it Serie A,27,1990,37,34,2968,33,0.09,0.06,0.09,0,0,0.12,0.03,0.09,0.06,0.15,0.09,0.15,0.1,0.1,0.04,0.14,0.1,0.04,0.14,0.1,0.14,Matches,cedb3e36
1129,Gorka Iraizoz,es ESP,GK,Girona,es La Liga,37,1981,7,6,559,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,26f2473f
1130,Carlos Isaac,es ESP,DF,Atlético Madrid,es La Liga,20,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,0.13,0.04,0.17,0.13,0.17,Matches,3e5a168c
1131,Isco,es ESP,MFFW,Real Madrid,es La Liga,26,1992,27,11,1192,13.2,0.23,0.15,0.23,0,0,0.23,0,0.23,0.15,0.38,0.23,0.38,0.3,0.3,0.17,0.47,0.3,0.17,0.47,0.3,0.47,Matches,a0b4bb3e
1132,Mikael Ishak,se SWE,FW,Nürnberg,de Bundesliga,25,1993,29,22,1917,21.3,0.19,0.14,0.14,0.05,0.09,0.05,0,0.19,0.14,0.33,0.14,0.28,0.24,0.17,0.08,0.25,0.24,0.09,0.33,0.17,0.26,Matches,0c3057a9
1133,Wilson Isidor,fr FRA,FW,Monaco,fr Ligue 1,17,2000,1,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.17,0.09,0.26,0.17,0.26,Matches,a671316d
1134,Gian-Luca Itter,de GER,DF,Wolfsburg,de Bundesliga,19,1999,2,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e6c15f6e
1135,Manuel Iturra,cl CHI,MF,Villarreal,es La Liga,34,1984,3,1,74,0.8,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,000b3da6
1136,Ander Iturraspe,es ESP,MF,Athletic Club,es La Liga,29,1989,3,1,98,1.1,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6dce77a5
1137,Ivi,es ESP,MFFW,Valladolid,es La Liga,24,1994,3,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.39,0,0.39,0.39,0.39,Matches,d2fa73e7
1138,Alex Iwobi,ng NGA,FWMF,Arsenal,eng Premier League,22,1996,35,22,1970,21.9,0.14,0.27,0.14,0,0,0,0,0.14,0.27,0.41,0.14,0.41,0.17,0.17,0.27,0.44,0.17,0.27,0.44,0.17,0.44,Matches,6ca5ec4b
1139,José Izquierdo,co COL,MFFW,Brighton,eng Premier League,26,1992,15,9,795,8.8,0,0.11,0,0,0,0.11,0,0,0.11,0.11,0,0.11,0.08,0.08,0.06,0.14,0.08,0.05,0.14,0.08,0.14,Matches,ca2bc3df
1140,Armando Izzo,it ITA,DF,Torino,it Serie A,26,1992,37,37,3271,36.3,0.11,0.03,0.11,0,0,0.17,0,0.11,0.03,0.14,0.11,0.14,0.06,0.06,0.03,0.09,0.06,0.03,0.09,0.06,0.09,Matches,89976232
1141,Koo Ja-cheol,kr KOR,MFFW,Augsburg,de Bundesliga,29,1989,26,19,1640,18.2,0.11,0.05,0.11,0,0,0.16,0,0.11,0.05,0.16,0.11,0.16,0.15,0.15,0.03,0.18,0.15,0.03,0.18,0.15,0.18,Matches,3c05e082
1142,Lukas Jäger,at AUT,MF,Nürnberg,de Bundesliga,24,1994,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6be813ab
1143,Phil Jagielka,eng ENG,DFMF,Everton,eng Premier League,35,1982,7,4,331,3.7,0.27,0,0.27,0,0,0,0.27,0.27,0,0.27,0.27,0.27,0.11,0.11,0.05,0.16,0.1,0.05,0.15,0.1,0.15,Matches,3233eefd
1144,Alireza Jahanbakhsh,ir IRN,MFFW,Brighton,eng Premier League,24,1993,19,12,1020,11.3,0,0,0,0,0,0.18,0,0,0,0,0,0,0.06,0.06,0.02,0.08,0.06,0.02,0.08,0.06,0.08,Matches,8452314
1145,Christophe Jallet,fr FRA,DFMF,Nice,fr Ligue 1,34,1983,14,11,885,9.8,0.1,0,0.1,0,0,0.31,0,0.1,0,0.1,0.1,0.1,0.05,0.05,0.04,0.09,0.05,0.04,0.09,0.05,0.09,Matches,46d50339
1146,Jandrei,br BRA,GK,Genoa,it Serie A,25,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,85ea4399
1147,Christoph Janker,de GER,MFFW,Augsburg,de Bundesliga,33,1985,4,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cf01fe3a
1148,Marko Janković,me MNE,MFDF,SPAL,it Serie A,23,1995,4,0,54,0.6,0,0,0,0,0,1.67,0,0,0,0,0,0,0.17,0.17,0,0.17,0.12,0.02,0.14,0.12,0.14,Matches,9866afec
1149,Jakub Jankto,cz CZE,MF,Sampdoria,it Serie A,22,1996,25,7,963,10.7,0,0,0,0,0,0.19,0,0,0,0,0,0,0.14,0.14,0.11,0.25,0.14,0.11,0.25,0.14,0.25,Matches,1ea5f91c
1150,Daryl Janmaat,nl NED,DF,Watford,eng Premier League,29,1989,18,17,1520,16.9,0,0.12,0,0,0,0.18,0,0,0.12,0.12,0,0.12,0.02,0.02,0.04,0.07,0.03,0.04,0.07,0.03,0.07,Matches,45da6694
1151,Vincent Janssen,nl NED,FW,Tottenham,eng Premier League,24,1994,3,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0.75,0.76,0,0.76,0.76,0.76,Matches,31dce0c8
1152,Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,28,1990,14,10,933,10.4,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,Matches,34b54da7
1153,Adnan Januzaj,be BEL,FWMF,Real Sociedad,es La Liga,23,1995,20,13,1254,13.9,0.07,0.22,0.07,0,0,0.07,0,0.07,0.22,0.29,0.07,0.29,0.17,0.17,0.14,0.31,0.17,0.14,0.31,0.17,0.31,Matches,4737cebe
1154,Nicolas Janvier,fr FRA,MF,Rennes,fr Ligue 1,19,1998,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,22a62523
1155,Paweł Jaroszyński,pl POL,DFMF,Chievo,it Serie A,23,1994,19,15,1348,15,0,0,0,0,0,0.13,0,0,0,0,0,0,0.01,0.01,0.08,0.09,0.01,0.08,0.09,0.01,0.09,Matches,958a601f
1156,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,33,1984,31,31,2745,30.5,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,27d2618c
1157,Jason,es ESP,MFDF,Levante,es La Liga,24,1994,30,26,2330,25.9,0.08,0.19,0.08,0,0,0.39,0,0.08,0.19,0.27,0.08,0.27,0.1,0.1,0.2,0.31,0.11,0.2,0.31,0.11,0.31,Matches,9038c2a1
1158,Dennis Jastrzembski,pl POL,DFMF,Hertha BSC,de Bundesliga,18,2000,5,0,61,0.7,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0.14,0.14,0.02,0.18,0.2,0.02,0.2,Matches,6bba916f
1159,Assil Jaziri,tn TUN,FWMF,Nice,fr Ligue 1,18,1999,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.31,0.18,0.48,0.31,0.48,Matches,dd73120f
1160,Corentin Jean,fr FRA,FWMF,Toulouse,fr Ligue 1,23,1995,19,6,629,7,0,0,0,0,0,0.14,0,0,0,0,0,0,0.24,0.24,0.13,0.37,0.24,0.13,0.38,0.24,0.38,Matches,7d9b37bf
1161,Benjamin Jeannot,fr FRA,FW,Dijon,fr Ligue 1,26,1992,21,19,1436,16,0.13,0,0.13,0,0,0.19,0,0.13,0,0.13,0.13,0.13,0.23,0.23,0.03,0.26,0.23,0.03,0.26,0.23,0.26,Matches,2e52206e
1162,Tin Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,22,1995,16,13,1121,12.5,0,0,0,0,0,0.24,0,0,0,0,0,0,0.06,0.06,0.04,0.1,0.06,0.04,0.1,0.06,0.1,Matches,f820504e
1163,Jemerson,br BRA,DFMF,Monaco,fr Ligue 1,25,1992,25,25,2224,24.7,0,0.04,0,0,0,0.36,0.04,0,0.04,0.04,0,0.04,0.02,0.02,0.02,0.05,0.02,0.03,0.05,0.02,0.05,Matches,7cab69b5
1164,Carl Jenkinson,eng ENG,DF,Arsenal,eng Premier League,26,1992,3,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,874125a3
1165,Fredrik Jensen,fi FIN,FWMF,Augsburg,de Bundesliga,20,1997,6,2,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.22,0.43,0.19,0.23,0.42,0.19,0.42,Matches,3eeb80e0
1166,Mathias Jensen,dk DEN,MFFW,Celta Vigo,es La Liga,22,1996,6,3,235,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.04,0.12,0.08,0.04,0.12,0.08,0.12,Matches,0f134faf
1167,Jesé,es ESP,FWMF,Betis,es La Liga,25,1993,14,9,779,8.7,0.23,0,0.23,0,0,0.23,0,0.23,0,0.23,0.23,0.23,0.34,0.34,0.09,0.44,0.34,0.09,0.43,0.34,0.43,Matches,4a537185
1168,Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,21,1997,29,8,1036,11.5,0.61,0.26,0.52,0.09,0.09,0.09,0,0.61,0.26,0.87,0.52,0.78,0.87,0.8,0.16,0.96,0.87,0.16,1.03,0.8,0.96,Matches,b66315ae
1169,Juan Jesus,br BRA,DF,Roma,it Serie A,27,1991,20,15,1403,15.6,0.06,0,0.06,0,0,0.26,0,0.06,0,0.06,0.06,0.06,0.04,0.04,0.01,0.05,0.05,0,0.05,0.05,0.05,Matches,79083382
1170,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,27,1991,38,36,3111,34.6,0.38,0.2,0.32,0.06,0.06,0.12,0,0.38,0.2,0.58,0.32,0.52,0.4,0.36,0.18,0.54,0.4,0.19,0.59,0.36,0.54,Matches,b561db50
1171,Joaquín,es ESP,FWDF,Betis,es La Liga,37,1981,30,17,1696,18.8,0.32,0,0.32,0,0,0.27,0,0.32,0,0.32,0.32,0.32,0.22,0.22,0.18,0.39,0.22,0.17,0.39,0.22,0.39,Matches,4c5b14d2
1172,Joelinton,br BRA,FWMF,Hoffenheim,de Bundesliga,21,1996,28,25,2130,23.7,0.3,0.21,0.3,0,0,0.21,0,0.3,0.21,0.51,0.3,0.51,0.39,0.39,0.18,0.57,0.39,0.18,0.57,0.39,0.57,Matches,c17bfb65
1173,Aron Jóhannsson,us USA,MF,Werder Bremen,de Bundesliga,27,1990,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c0dc9fc7
1174,Stefan Johansen,no NOR,MF,Fulham,eng Premier League,27,1991,12,4,417,4.6,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0.02,0.01,0.01,0.02,0.01,0.02,Matches,a48da055
1175,Jakob Johansson,se SWE,MF,Rennes,fr Ligue 1,28,1990,16,7,712,7.9,0.13,0,0.13,0,0,0,0,0.13,0,0.13,0.13,0.13,0.01,0.01,0.05,0.06,0.02,0.05,0.07,0.02,0.07,Matches,e4a26a91
1176,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,18,2000,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9319781b
1177,Fabian Johnson,us USA,DFFW,M'Gladbach,de Bundesliga,30,1987,18,11,1012,11.2,0.09,0,0.09,0,0,0.09,0,0.09,0,0.09,0.09,0.09,0.09,0.09,0.11,0.2,0.09,0.11,0.19,0.09,0.19,Matches,76e5da9d
1178,Tyreke Johnson,eng ENG,FW,Southampton,eng Premier League,19,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4.70E+133
1179,Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,28,1990,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a56bd2ee
1180,Jonathas,br BRA,FW,Hannover 96,de Bundesliga,29,1989,10,6,607,6.7,0.45,0.15,0.3,0.15,0.15,0.45,0.15,0.44,0.15,0.59,0.3,0.44,0.22,0.1,0.07,0.18,0.22,0.08,0.29,0.1,0.18,Matches,531807b3
1181,Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,26,1992,18,15,1263,14,0,0.07,0,0,0,0.07,0,0,0.07,0.07,0,0.07,0.04,0.04,0.04,0.09,0.04,0.04,0.09,0.04,0.09,Matches,def899bd
1182,Jony,es ESP,MFFW,Alavés,es La Liga,27,1991,36,34,2971,33,0.12,0.33,0.12,0,0,0.09,0,0.12,0.33,0.45,0.12,0.45,0.13,0.13,0.22,0.35,0.13,0.22,0.35,0.13,0.35,Matches,244f57b9
1183,Joan Jordán,es ESP,MF,Eibar,es La Liga,24,1994,36,32,2875,31.9,0.13,0.13,0.13,0,0,0.31,0,0.13,0.13,0.25,0.13,0.25,0.09,0.09,0.12,0.21,0.09,0.12,0.21,0.09,0.21,Matches,2a0c8ba4
1184,Bruno Jordão,pt POR,MF,Lazio,it Serie A,19,1998,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,41ff002d
1185,Jorginho,it ITA,MF,Chelsea,eng Premier League,26,1991,37,37,3156,35.1,0.06,0,0.03,0.03,0.03,0.23,0,0.06,0,0.06,0.03,0.03,0.04,0.02,0.09,0.11,0.04,0.09,0.13,0.02,0.11,Matches,45db685d
1186,Willian José,br BRA,FW,Real Sociedad,es La Liga,26,1991,31,28,2367,26.3,0.42,0.19,0.23,0.19,0.27,0.19,0.04,0.42,0.19,0.61,0.23,0.42,0.45,0.26,0.13,0.39,0.45,0.13,0.58,0.26,0.39,Matches,d87e2cae
1187,Joselu,es ESP,FW,Newcastle Utd,eng Premier League,28,1990,16,5,596,6.6,0.3,0,0.3,0,0,0.15,0,0.3,0,0.3,0.3,0.3,0.27,0.27,0.02,0.27,0.27,0.01,0.28,0.27,0.28,Matches,6265208f
1188,Evens Joseph,fr FRA,FWMF,Caen,fr Ligue 1,19,1999,13,2,340,3.8,0,0,-0.26,0.26,0.26,0,0,0,0,0,-0.26,-0.26,0.26,0.05,0.03,0.08,0.25,0.03,0.28,0.05,0.08,Matches,acde3581
1189,Diogo Jota,pt POR,FWMF,Wolves,eng Premier League,21,1996,33,29,2355,26.2,0.34,0.19,0.34,0,0,0.42,0,0.34,0.19,0.54,0.34,0.54,0.31,0.31,0.15,0.46,0.31,0.15,0.46,0.31,0.46,Matches,178ae8f8
1190,Aleksandar Jovanović,rs SRB,GK,Huesca,es La Liga,25,1992,12,12,1080,12,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,129dd8e7
1191,Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,16,15,1377,15.3,0,0,0,0,0,0.46,0.07,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,Matches,0eb03d5b
1192,Stevan Jovetić,me MNE,MFFW,Monaco,fr Ligue 1,28,1989,8,4,399,4.4,0.45,0,0.45,0,0,0.23,0,0.45,0,0.45,0.45,0.45,0.43,0.43,0.07,0.5,0.43,0.06,0.49,0.43,0.49,Matches,f36c432f
1193,Luka Jović,rs SRB,FWMF,Eint Frankfurt,de Bundesliga,20,1997,32,25,2243,24.9,0.68,0.2,0.64,0.04,0.04,0.04,0,0.68,0.2,0.88,0.64,0.84,0.55,0.52,0.14,0.66,0.55,0.14,0.69,0.52,0.66,Matches,4d8cd038
1194,Jozabed,es ESP,MF,Celta Vigo,es La Liga,27,1991,20,14,1155,12.8,0,0,0,0,0,0.08,0,0,0,0,0,0,0.05,0.05,0.08,0.13,0.05,0.08,0.13,0.05,0.13,Matches,9b337c7c
1195,Miguel Juan Llambrich,es ESP,DF,Villarreal,es La Liga,22,1996,8,5,544,6,0,0,0,0,0,0.17,0,0,0,0,0,0,0.02,0.02,0.05,0.05,0.01,0.04,0.05,0.01,0.05,Matches,d83f09ff
1196,Juanfran,es ESP,DF,Atlético Madrid,es La Liga,33,1985,22,18,1609,17.9,0,0.11,0,0,0,0.39,0,0,0.11,0.11,0,0.11,0,0,0.14,0.14,0,0.14,0.14,0,0.14,Matches,cfd8d664
1197,Juanfran,es ESP,DF,Leganés,es La Liga,29,1988,23,17,1459,16.2,0.06,0.06,0.06,0,0,0,0,0.06,0.06,0.12,0.06,0.12,0.03,0.03,0.14,0.16,0.03,0.14,0.16,0.03,0.16,Matches,9ba48d64
1198,Juanmi,es ESP,FWMF,Real Sociedad,es La Liga,25,1993,30,16,1523,16.9,0.3,0.12,0.3,0,0,0.3,0.06,0.3,0.12,0.41,0.3,0.41,0.38,0.38,0.09,0.47,0.38,0.09,0.47,0.38,0.47,Matches,84399660
1199,Juanpe,es ESP,DF,Girona,es La Liga,27,1991,33,31,2767,30.7,0,0,0,0,0,0.26,0,0,0,0,0,0,0.03,0.03,0.01,0.05,0.03,0.01,0.05,0.03,0.05,Matches,1633fc8a
1200,Juanpi,ve VEN,MFFW,Huesca,es La Liga,24,1994,14,8,670,7.4,0.27,0.27,0.14,0.14,0.14,0.27,0,0.27,0.27,0.54,0.13,0.4,0.22,0.11,0.07,0.18,0.21,0.07,0.28,0.11,0.18,Matches,d79afcfc
1201,Nathaël Julan,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,10,3,434,4.8,0,0,0,0,0,0.21,0,0,0,0,0,0,0.35,0.35,0.1,0.46,0.35,0.1,0.45,0.35,0.45,Matches,39901146
1202,Christopher Jullien,fr FRA,DF,Toulouse,fr Ligue 1,25,1993,34,34,3015,33.5,0.03,0,0.03,0,0,0.24,0,0.03,0,0.03,0.03,0.03,0.08,0.08,0.01,0.09,0.08,0.01,0.09,0.08,0.09,Matches,f323d995
1203,David Juncà,es ESP,DF,Celta Vigo,es La Liga,24,1993,21,21,1754,19.5,0,0.15,0,0,0,0.31,0,0,0.15,0.15,0,0.15,0.02,0.02,0.04,0.06,0.02,0.04,0.06,0.02,0.06,Matches,de7d40d6
1204,Sebastian Jung,de GER,DF,Wolfsburg,de Bundesliga,28,1990,1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches,86b30561
1205,Hamed Junior Traorè,ci CIV,MF,Empoli,it Serie A,18,2000,32,26,2259,25.1,0.08,0.08,0.08,0,0,0.16,0,0.08,0.08,0.16,0.08,0.16,0.13,0.13,0.15,0.28,0.13,0.15,0.28,0.13,0.28,Matches,570bb4b9
1206,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,18,2000,18,9,869,9.7,0.21,0,0.21,0,0,0,0,0.21,0,0.21,0.21,0.21,0.3,0.3,0.14,0.45,0.31,0.15,0.45,0.31,0.45,Matches,7111d552
1207,Musa Juwara,gm GAM,FW,Chievo,it Serie A,16,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7737dee2
1208,Mathias Jørgensen,dk DEN,DF,Huddersfield,eng Premier League,28,1990,24,24,2147,23.9,0.13,0.04,0.13,0,0,0.25,0,0.13,0.04,0.17,0.13,0.17,0.07,0.07,0.02,0.08,0.07,0.02,0.08,0.07,0.08,Matches,0db5d2c8
1209,Sory Kaba,gn GUI,FWMF,Dijon,fr Ligue 1,23,1995,9,2,232,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.01,0.11,0.12,0.01,0.12,Matches,d29202c2
1210,Ozan Kabak,tr TUR,DF,Stuttgart,de Bundesliga,18,2000,15,15,1350,15,0.2,0,0.2,0,0,0.27,0,0.2,0,0.2,0.2,0.2,0.07,0.07,0.02,0.09,0.07,0.02,0.09,0.07,0.09,Matches,2d61d13a
1211,Christian Kabasele,be BEL,DF,Watford,eng Premier League,27,1991,21,19,1586,17.6,0,0,0,0,0,0.23,0.06,0,0,0,0,0,0.04,0.04,0.01,0.05,0.04,0,0.05,0.04,0.05,Matches,914ab9a1
1212,Elias Kachunga,cd COD,FWMF,Huddersfield,eng Premier League,26,1992,20,13,1182,13.1,0,0,0,0,0,0.15,0,0,0,0,0,0,0.08,0.08,0.02,0.1,0.08,0.02,0.1,0.08,0.1,Matches,5bddccc9
1213,Pavel Kadeřábek,cz CZE,DFMF,Hoffenheim,de Bundesliga,26,1992,29,28,2509,27.9,0.11,0.14,0.11,0,0,0.25,0,0.11,0.14,0.25,0.11,0.25,0.13,0.13,0.16,0.29,0.13,0.16,0.29,0.13,0.29,Matches,79c90e45
1214,Shinji Kagawa,jp JPN,MF,Dortmund,de Bundesliga,29,1989,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0,0.27,0.32,0,0.32,0.32,0.32,Matches,5afafbfe
1215,Florian Kainz,at AUT,FW,Werder Bremen,de Bundesliga,25,1992,8,5,373,4.1,0,0.24,0,0,0,0.49,0,0,0.24,0.24,0,0.24,0.1,0.1,0.17,0.27,0.09,0.18,0.27,0.09,0.27,Matches,94c18565
1216,Gaël Kakuta,cd COD,MFFW,Rayo Vallecano,es La Liga,27,1991,12,9,717,8,0.13,0,0,0.13,0.13,0.13,0,0.13,0,0.13,0,0,0.15,0.05,0.04,0.09,0.15,0.04,0.19,0.05,0.09,Matches,5b1bf5e3
1217,Nikola Kalinić,hr CRO,FW,Atlético Madrid,es La Liga,30,1988,17,7,642,7.1,0.28,0,0.28,0,0,0.42,0,0.28,0,0.28,0.28,0.28,0.21,0.21,0.03,0.23,0.2,0.02,0.23,0.2,0.23,Matches,d4931a5a
1218,Salomon Kalou,ci CIV,FWMF,Hertha BSC,de Bundesliga,32,1985,30,27,2317,25.7,0.31,0.08,0.19,0.12,0.12,0,0,0.31,0.08,0.39,0.19,0.27,0.34,0.26,0.16,0.41,0.34,0.16,0.5,0.25,0.41,Matches,2042d931
1219,Samuel Kalu,ng NGA,FW,Bordeaux,fr Ligue 1,20,1997,21,14,1281,14.2,0.21,0.14,0.21,0,0.07,0.21,0.07,0.21,0.14,0.35,0.21,0.35,0.25,0.19,0.26,0.46,0.25,0.26,0.51,0.19,0.45,Matches,b8d22478
