Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
36,Ager Aketxe,es ESP,MF,Athletic Club,es La Liga,20,1993,8,3,299,3.3,0.3,0.3,0.3,0,0,0.3,0,0.3,0.3,0.6,0.3,0.6,Matches,c5eaff5c
37,Jean-Daniel Akpa-Akpro,ci CIV,DFMF,Toulouse,fr Ligue 1,21,1992,32,25,2415,26.8,0.07,0.11,0.07,0,0,0.19,0,0.07,0.11,0.19,0.07,0.19,Matches,fdf4b948
38,Chuba Akpom,eng ENG,FW,Arsenal,eng Premier League,18,1995,3,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e2b384d2
39,David Alaba,at AUT,DFMF,Bayern Munich,de Bundesliga,22,1992,19,19,1665,18.5,0.11,0.05,0.11,0,0,0,0,0.11,0.05,0.16,0.11,0.16,Matches,05439de2
40,Jordi Alba,es ESP,DFMF,Barcelona,es La Liga,25,1989,27,27,2329,25.9,0.04,0.12,0.04,0,0,0.27,0.04,0.04,0.12,0.15,0.04,0.15,Matches,4.60E+197
41,Edu Albácar,es ESP,DF,Elche,es La Liga,34,1979,18,16,1436,16,0.19,0.19,0.13,0.06,0.06,0.44,0,0.19,0.19,0.38,0.13,0.31,Matches,fc8a84b8
42,Raúl Albentosa,es ESP,DF,Eibar,es La Liga,25,1988,17,17,1530,17,0.12,0.12,0.12,0,0,0.29,0,0.12,0.12,0.24,0.12,0.24,Matches,348e4809
43,Luis Alberto,es ESP,FWMF,Málaga,es La Liga,21,1992,15,6,582,6.5,0.31,0.15,0.31,0,0.15,0,0,0.31,0.15,0.46,0.31,0.46,Matches,5294a83f
44,Raúl Albiol,es ESP,DF,Napoli,it Serie A,28,1985,35,34,3100,34.4,0,0.03,0,0,0,0.29,0,0,0.03,0.03,0,0.03,Matches,4bd414c1
45,Miiko Albornoz,cl CHI,DFMF,Hannover 96,de Bundesliga,23,1990,28,25,2185,24.3,0,0.12,0,0,0,0.08,0,0,0.12,0.12,0,0.12,Matches,d459281d
46,Marc Albrighton,eng ENG,DFFW,Leicester City,eng Premier League,24,1989,18,10,1031,11.5,0.17,0.26,0.17,0,0,0.26,0,0.17,0.26,0.44,0.17,0.44,Matches,b827d5b3
47,Mads Albæk,dk DEN,MF,Reims,fr Ligue 1,24,1990,12,8,646,7.2,0,0,0,0,0,0.28,0.14,0,0,0,0,0,Matches,06aa77a6
48,Paco Alcácer,es ESP,FW,Valencia,es La Liga,20,1993,32,26,2155,23.9,0.46,0.21,0.46,0,0,0.08,0.04,0.46,0.21,0.67,0.46,0.67,Matches,a7a9d95a
49,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,23,1991,7,2,285,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,77e84962
50,Antolín Alcaraz,py PAR,DF,Everton,eng Premier League,32,1982,8,6,527,5.9,0,0,0,0,0,0.34,0.17,0,0,0,0,0,Matches,cee38e27
51,Toby Alderweireld,be BEL,DF,Southampton,eng Premier League,25,1989,26,26,2261,25.1,0.04,0,0.04,0,0,0.12,0,0.04,0,0.04,0.04,0.04,Matches,f7d50789
52,Romain Alessandrini,fr FRA,FWMF,Marseille,fr Ligue 1,25,1989,26,13,1264,14,0.21,0.29,0.21,0,0,0.07,0,0.21,0.28,0.5,0.21,0.5,Matches,7a7610d2
53,Alex,br BRA,DF,Milan,it Serie A,32,1982,21,18,1394,15.5,0.06,0,0.06,0,0,0.19,0,0.06,0,0.06,0.06,0.06,Matches,58721835
54,Alexis,es ESP,DF,Getafe,es La Liga,28,1985,29,28,2507,27.9,0.04,0.04,0.04,0,0,0.47,0.04,0.04,0.04,0.07,0.04,0.07,Matches,db0cd1ae
55,Chaker Alhadhur,km COM,DFMF,Nantes,fr Ligue 1,22,1991,15,12,1103,12.3,0,0,0,0,0.08,0.24,0.08,0,0,0,0,0,Matches,0cb40f7a
56,Rachid Alioui,ma MAR,FW,Guingamp,fr Ligue 1,22,1992,7,2,213,2.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bdedd861
57,Sami Allagui,tn TUN,FWMF,Mainz 05,de Bundesliga,28,1986,19,9,807,9,0.22,0,0.22,0,0,0.44,0,0.22,0,0.22,0.22,0.22,Matches,96d9f642
58,Sami Allagui,tn TUN,FWMF,Hertha BSC,de Bundesliga,28,1986,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,96d9f642
59,Allan,br BRA,DFMF,Udinese,it Serie A,23,1991,35,33,3001,33.3,0.03,0.15,0.03,0,0,0.24,0,0.03,0.15,0.18,0.03,0.18,Matches,cc700722
60,Joe Allen,wls WAL,MF,Liverpool,eng Premier League,24,1990,21,16,1470,16.3,0.06,0,0.06,0,0,0.18,0,0.06,0,0.06,0.06,0.06,Matches,9feb8f24
61,Hugo Almeida,pt POR,FW,Cesena,it Serie A,30,1984,10,7,684,7.6,0,0.13,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches,740acaf8
62,Jak Alnwick,eng ENG,GK,Newcastle Utd,eng Premier League,21,1993,6,5,495,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b0835fc0
63,Baptiste Aloé,fr FRA,DF,Marseille,fr Ligue 1,20,1994,14,4,461,5.1,0.2,0,0.2,0,0,0.39,0,0.2,0,0.2,0.2,0.2,Matches,dd83724a
64,Marcos Alonso,es ESP,DFMF,Fiorentina,it Serie A,23,1990,22,19,1681,18.7,0.05,0.16,0.05,0,0,0.21,0,0.05,0.16,0.21,0.05,0.21,Matches,f4290206
65,Xabi Alonso,es ESP,MF,Bayern Munich,de Bundesliga,32,1981,26,24,1963,21.8,0.09,0.14,0.09,0,0,0.28,0,0.09,0.14,0.23,0.09,0.23,Matches,dc001a06
66,Jozy Altidore,us USA,FW,Sunderland,eng Premier League,24,1989,11,2,311,3.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8db8ad1e
67,Halil Altıntop,tr TUR,FWMF,Augsburg,de Bundesliga,31,1982,31,30,2460,27.3,0.11,0.18,0.11,0,0,0.04,0,0.11,0.18,0.29,0.11,0.29,Matches,efcdb132
68,Sone Aluko,ng NGA,FWMF,Hull City,eng Premier League,25,1989,25,13,1242,13.8,0.07,0,0.07,0,0,0.14,0,0.07,0,0.07,0.07,0.07,Matches,5a75d4cc
69,Cristian Álvarez,ar ARG,GK,Rayo Vallecano,es La Liga,28,1985,17,16,1440,16,0,0,0,0,0,0.13,0,0,0,0,0,0,Matches,87e89eb4
70,Ricky Álvarez,ar ARG,MF,Sunderland,eng Premier League,26,1988,13,5,497,5.5,0,0,0,0,0,0.55,0,0,0,0,0,0,Matches,92a5ac34
71,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,27,1986,38,38,3350,37.2,0,0,0,0,0,0.03,0.03,0,0,0,0,0,Matches,8875b8c9
72,Víctor Álvarez,es ESP,DFMF,Espanyol,es La Liga,21,1993,18,15,1224,13.6,0,0.15,0,0,0,0.29,0,0,0.15,0.15,0,0.15,Matches,563f3469
73,Dani Alves,br BRA,DFMF,Barcelona,es La Liga,31,1983,30,29,2517,28,0,0.21,0,0,0,0.21,0.04,0,0.21,0.21,0,0.21,Matches,c9e99e49
74,Diego Alves,br BRA,GK,Valencia,es La Liga,29,1985,37,37,3311,36.8,0,0,0,0,0,0.11,0,0,0,0,0,0,Matches,12421a7c
75,Morgan Amalfitano,fr FRA,MF,West Ham,eng Premier League,29,1985,24,14,1184,13.2,0.23,0.08,0.23,0,0,0.23,0,0.23,0.08,0.3,0.23,0.3,Matches,ab914649
76,Jordi Amat,es ESP,DF,Swansea City,eng Premier League,22,1992,10,7,588,6.5,0,0,0,0,0,0.46,0,0,0,0,0,0,Matches,d70a2141
77,Amauri,it ITA,FW,Parma,it Serie A,34,1980,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b6d4bf9d
78,Amauri,it ITA,FW,Torino,it Serie A,34,1980,20,7,864,9.6,0.1,0,0.1,0,0,0.42,0,0.1,0,0.1,0.1,0.1,Matches,b6d4bf9d
79,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,20,1994,36,36,3232,35.9,0.11,0,0.11,0,0,0.31,0,0.11,0,0.11,0.11,0.11,Matches,22721b88
80,Antonio Amaya,es ESP,DF,Rayo Vallecano,es La Liga,31,1983,19,19,1587,17.6,0.06,0,0.06,0,0,0.34,0,0.06,0,0.06,0.06,0.06,Matches,cfe5ba41
81,Sammy Ameobi,eng ENG,FWMF,Newcastle Utd,eng Premier League,22,1992,25,15,1418,15.8,0.13,0.13,0.13,0,0,0.13,0,0.13,0.13,0.25,0.13,0.25,Matches,acd61628
82,Shola Ameobi,ng NGA,FW,Crystal Palace,eng Premier League,32,1981,4,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e79a368b
83,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,17,1996,7,4,330,3.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,555d5edd
84,Nordin Amrabat,ma MAR,FWMF,Málaga,es La Liga,27,1987,31,20,2048,22.8,0.26,0.18,0.13,0.13,0.18,0.31,0,0.26,0.18,0.44,0.13,0.31,Matches,7c2a398c
85,Anderson,br BRA,MF,Manchester Utd,eng Premier League,26,1988,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ffcbeb74
86,Felipe Anderson,br BRA,FWMF,Lazio,it Serie A,21,1993,32,23,2094,23.3,0.43,0.26,0.43,0,0,0.21,0,0.43,0.26,0.69,0.43,0.69,Matches,9f1893b9
87,Florin Andone,ro ROU,FW,Córdoba,es La Liga,21,1993,20,17,1519,16.9,0.3,0,0.3,0,0,0.3,0,0.3,0,0.3,0.3,0.3,Matches,dc008610
88,Gaël Andonian,am ARM,DF,Marseille,fr Ligue 1,19,1995,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fbce150e
89,Federico Andrada,ar ARG,FW,Metz,fr Ligue 1,20,1994,12,2,292,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c997824a
90,Benjamin André,fr FRA,DFMF,Rennes,fr Ligue 1,23,1990,22,16,1362,15.1,0.07,0,0.07,0,0,0.26,0,0.07,0,0.07,0.07,0.07,Matches,ef9c1c95
91,Leon Andreasen,dk DEN,DFMF,Hannover 96,de Bundesliga,31,1983,17,11,965,10.7,0.09,0,0.09,0,0,0.19,0,0.09,0,0.09,0.09,0.09,Matches,8a000de5
92,Marco Andreolli,it ITA,DF,Inter,it Serie A,28,1986,6,5,447,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,13d820de
93,Mariano Andújar,ar ARG,GK,Napoli,it Serie A,31,1983,15,15,1350,15,0,0,0,0,0,0,0,0,0,0,0,0,Matches,609cd867
94,José Ángel Alonso,es ESP,DF,Elche,es La Liga,25,1989,13,8,663,7.4,0,0,0,0,0,0.81,0,0,0,0,0,0,Matches,1950ed97
95,José Ángel Crespo,es ESP,DF,Córdoba,es La Liga,27,1987,27,26,2163,24,0,0,0,0,0,0.25,0,0,0,0,0,0,Matches,8ec4c2f7
96,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,es La Liga,30,1984,27,27,2430,27,0,0,0,0,0,0,0,0,0,0,0,0,Matches,011d8c56
97,Marcos Angeleri,ar ARG,DF,Málaga,es La Liga,31,1983,22,21,1880,20.9,0,0,0,0,0,0.19,0.1,0,0,0,0,0,Matches,f1c9c320
98,Benjamin Angoua,ci CIV,DF,Guingamp,fr Ligue 1,27,1986,21,16,1539,17.1,0,0,0,0,0,0.29,0.06,0,0,0,0,0,Matches,de715534
99,Aldo Angoula,fr FRA,DF,Evian,fr Ligue 1,33,1981,8,7,587,6.5,0,0,0,0,0,0.31,0.15,0,0,0,0,0,Matches,301a013a
100,Txema Añibarro,es ESP,DFMF,Eibar,es La Liga,35,1979,15,12,1146,12.7,0,0,0,0,0,0.16,0,0,0,0,0,0,Matches,34b0ee60
101,Victor Anichebe,ng NGA,FW,West Brom,eng Premier League,26,1988,21,11,1035,11.5,0.26,0.09,0.26,0,0,0,0,0.26,0.09,0.35,0.26,0.35,Matches,4aed5c19
102,Vurnon Anita,cw CUW,DFMF,Newcastle Utd,eng Premier League,25,1989,19,17,1266,14.1,0,0,0,0,0,0.21,0,0,0,0,0,0,Matches,2d368fd5
103,Cristian Ansaldi,ar ARG,DFMF,Atlético Madrid,es La Liga,27,1986,7,6,578,6.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bbafc0c4
104,Ion Ansotegi,es ESP,DF,Real Sociedad,es La Liga,32,1982,19,19,1710,19,0,0,0,0,0,0.32,0,0,0,0,0,0,Matches,72b26e8e
105,Luca Antei,it ITA,DF,Sassuolo,it Serie A,22,1992,8,5,515,5.7,0,0,0,0,0,0.35,0,0,0,0,0,0,Matches,97c9bce3
106,Luca Antonelli,it ITA,DFMF,Milan,it Serie A,27,1987,12,12,1056,11.7,0.09,0,0.09,0,0,0.17,0,0.09,0,0.09,0.09,0.09,Matches,40f0ed6c
107,Luca Antonelli,it ITA,DFMF,Genoa,it Serie A,27,1987,19,18,1640,18.2,0.16,0.05,0.16,0,0,0.22,0,0.16,0.05,0.22,0.16,0.22,Matches,40f0ed6c
108,Luca Antonini,it ITA,DFMF,Genoa,it Serie A,31,1982,7,3,348,3.9,0.26,0,0.26,0,0,0.26,0,0.26,0,0.26,0.26,0.26,Matches,09952eb7
109,José Antonio Reyes,es ESP,MF,Sevilla,es La Liga,30,1983,19,15,1218,13.5,0.22,0.3,0.22,0,0,0.37,0,0.22,0.3,0.52,0.22,0.52,Matches,19058f02
110,Vitorino Antunes,pt POR,DF,Málaga,es La Liga,27,1987,15,15,1319,14.7,0,0.14,0,0,0,0.07,0.07,0,0.14,0.14,0,0.14,Matches,3e4f735d
111,Siniša Anđelković,si SVN,DF,Palermo,it Serie A,28,1986,32,32,2819,31.3,0,0,0,0,0,0.19,0.03,0,0,0,0,0,Matches,f978a28b
112,Dennis Aogo,de GER,DFMF,Schalke 04,de Bundesliga,27,1987,25,20,1974,21.9,0,0.05,0,0,0,0.37,0,0,0.05,0.05,0,0.05,Matches,c311243f
113,Dennis Appiah,fr FRA,DFMF,Caen,fr Ligue 1,22,1992,30,29,2571,28.6,0,0.07,0,0,0,0.1,0.03,0,0.07,0.07,0,0.07,Matches,feb5d3ab
114,Alberto Aquilani,it ITA,MF,Fiorentina,it Serie A,30,1984,25,17,1613,17.9,0,0,0,0,0,0.28,0,0,0,0,0,0,Matches,ad340e17
115,Javier Aquino,mx MEX,DFMF,Rayo Vallecano,es La Liga,24,1990,24,13,1270,14.1,0,0.14,0,0,0,0.14,0.14,0,0.14,0.14,0,0.14,Matches,215104cc
116,Youssef El-Arabi,ma MAR,FW,Granada,es La Liga,27,1987,28,24,1977,22,0.36,0.09,0.18,0.18,0.18,0.18,0.05,0.36,0.09,0.46,0.18,0.27,Matches,c63f6e46
117,Álvaro Arbeloa,es ESP,DF,Real Madrid,es La Liga,31,1983,22,12,1121,12.5,0.08,0.32,0.08,0,0,0.56,0,0.08,0.32,0.4,0.08,0.4,Matches,6dc73abd
118,Anaitz Arbilla,es ESP,DF,Espanyol,es La Liga,27,1987,28,25,2234,24.8,0.04,0.04,0.04,0,0,0.4,0.04,0.04,0.04,0.08,0.04,0.08,Matches,850c0a0d
119,Alphonse Areola,fr FRA,GK,Bastia,fr Ligue 1,21,1993,35,35,3150,35,0,0,0,0,0,0.03,0,0,0,0,0,0,Matches,2f965a72
120,Scott Arfield,ca CAN,MF,Burnley,eng Premier League,25,1988,37,36,3202,35.6,0.06,0.06,0.06,0,0.03,0.17,0,0.06,0.06,0.11,0.06,0.11,Matches,b1313ec4
121,Lorenzo Ariaudo,it ITA,DF,Sassuolo,it Serie A,25,1989,2,2,180,2,0,0,0,0,0,0.5,0,0,0,0,0,0,Matches,68b78c2a
122,Fernando Aristeguieta,ve VEN,FW,Nantes,fr Ligue 1,22,1992,6,2,171,1.9,0,0,0,0,0,0,0.53,0,0,0,0,0,Matches,0c403511
123,Sylvain Armand,fr FRA,DF,Rennes,fr Ligue 1,33,1980,36,36,3240,36,0.03,0,0.03,0,0,0.11,0,0.03,0,0.03,0.03,0.03,Matches,cfa036c3
124,Pablo Armero,co COL,DFMF,Milan,it Serie A,27,1986,8,6,589,6.5,0,0.15,0,0,0,0.31,0.15,0,0.15,0.15,0,0.15,Matches,afabf74e
125,Adam Armstrong,eng ENG,FWMF,Newcastle Utd,eng Premier League,17,1997,11,1,211,2.3,0,0.43,0,0,0,0.43,0,0,0.43,0.43,0,0.43,Matches,68c720b5
126,Marko Arnautović,at AUT,FWMF,Stoke City,eng Premier League,25,1989,29,20,1918,21.3,0.05,0.23,0.05,0,0,0.09,0,0.05,0.23,0.28,0.05,0.28,Matches,459419
127,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,20,1994,27,17,1669,18.5,0.22,0.11,0.22,0,0,0.43,0,0.22,0.11,0.32,0.22,0.32,Matches,86e119e0
128,Mario Arqués,es ESP,MF,Elche,es La Liga,22,1992,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ebe6f10b
129,Alejandro Arribas,es ESP,DF,Sevilla,es La Liga,25,1989,11,10,864,9.6,0,0,0,0,0,0.42,0,0,0,0,0,0,Matches,cc29324e
130,Álvaro Arroyo,es ESP,DF,Getafe,es La Liga,26,1988,12,10,891,9.9,0,0,0,0,0,0.3,0,0,0,0,0,0,Matches,b2fa39c5
131,Mikel Arruabarrena,es ESP,FW,Eibar,es La Liga,31,1983,34,29,2539,28.2,0.32,0.11,0.25,0.07,0.07,0.35,0,0.32,0.11,0.43,0.25,0.35,Matches,ad0c4ebb
132,Tolgay Arslan,de GER,MF,Hamburger SV,de Bundesliga,23,1990,13,8,650,7.2,0,0.14,0,0,0,0.28,0,0,0.14,0.14,0,0.14,Matches,963a328b
133,Mikel Arteta,es ESP,MF,Arsenal,eng Premier League,32,1982,7,6,447,5,0,0.2,0,0,0,0.2,0,0,0.2,0.2,0,0.2,Matches,d934d1e6
134,Kwadwo Asamoah,gh GHA,DFMF,Juventus,it Serie A,25,1988,7,7,620,6.9,0,0,0,0,0,0.29,0,0,0,0,0,0,Matches,089550f5
135,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,25,1989,34,34,3053,33.9,0,0,0,0,0,0.03,0,0,0,0,0,0,Matches,9f0ea33f
136,Iago Aspas,es ESP,FWMF,Sevilla,es La Liga,26,1987,16,4,461,5.1,0.39,0.2,0.39,0,0,0.39,0,0.39,0.2,0.59,0.39,0.59,Matches,7dcf86f6
137,Oussama Assaidi,ma MAR,FWMF,Stoke City,eng Premier League,25,1988,9,1,231,2.6,0,0.38,0,0,0,0.38,0,0,0.39,0.39,0,0.39,Matches,483322fe
138,Davide Astori,it ITA,DF,Roma,it Serie A,27,1987,24,22,2040,22.7,0.04,0,0.04,0,0,0.44,0,0.04,0,0.04,0.04,0.04,Matches,1522dab2
139,Eliran Atar,il ISR,FW,Reims,fr Ligue 1,27,1987,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9deab2db
140,Samuel Atrous,fr FRA,GK,Lens,fr Ligue 1,24,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5ab9ce40
141,Christian Atsu,gh GHA,FWMF,Everton,eng Premier League,22,1992,5,1,113,1.3,0,0.77,0,0,0,0,0,0,0.8,0.8,0,0.8,Matches,8816329f
142,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,25,1989,33,31,2714,30.2,0.53,0.2,0.46,0.07,0.07,0.13,0,0.53,0.2,0.73,0.46,0.66,Matches,d5dd5f1f
143,Fabien Audard,fr FRA,GK,Lorient,fr Ligue 1,36,1978,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9bb204e5
144,Johan Audel,mq MTQ,FWMF,Nantes,fr Ligue 1,30,1983,24,14,1263,14,0.21,0.07,0.21,0,0,0,0,0.21,0.07,0.29,0.21,0.29,Matches,216f70c6
145,Filipe Augusto,br BRA,MF,Valencia,es La Liga,20,1993,6,1,149,1.7,0,0,0,0,0,1.18,0,0,0,0,0,0,Matches,0e34de55
146,Serge Aurier,ci CIV,DFMF,Paris S-G,fr Ligue 1,21,1992,14,12,1136,12.6,0,0.4,0,0,0,0.16,0,0,0.4,0.4,0,0.4,Matches,5c2b4f07
147,Jon Aurtenetxe,es ESP,DF,Athletic Club,es La Liga,22,1992,4,3,287,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,74b0e3ce
148,Charlie Austin,eng ENG,FW,QPR,eng Premier League,25,1989,35,35,3066,34.1,0.53,0.18,0.44,0.09,0.15,0.15,0.03,0.53,0.18,0.7,0.44,0.62,Matches,8d228291
149,Mathias Autret,fr FRA,MF,Lorient,fr Ligue 1,23,1991,7,3,283,3.1,0.32,0.32,0.32,0,0,0,0,0.32,0.32,0.64,0.32,0.64,Matches,7dfbba27
