Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
430,Gary Cahill,eng ENG,DF,Bolton,eng Premier League,25,1985,19,19,1638,18.2,0.11,0,0.11,0,0,0.11,0.05,0.11,0,0.11,0.11,0.11,Matches,7914b9fe
431,Gary Cahill,eng ENG,DF,Chelsea,eng Premier League,25,1985,10,9,856,9.5,0.11,0,0.11,0,0,0.21,0,0.11,0,0.11,0.11,0.11,Matches,7914b9fe
432,Tim Cahill,au AUS,FWMF,Everton,eng Premier League,31,1979,35,27,2346,26.1,0.08,0.08,0.08,0,0,0.19,0,0.08,0.08,0.15,0.08,0.15,Matches,e5a2dfc2
433,Cala,es ESP,DF,Sevilla,es La Liga,21,1989,8,7,613,6.8,0.15,0,0.15,0,0,0.29,0,0.15,0,0.15,0.15,0.15,Matches,fe05804b
434,Emanuele Calaiò,it ITA,FW,Siena,it Serie A,29,1982,25,24,2004,22.3,0.49,0.04,0.31,0.18,0.18,0.22,0,0.49,0.04,0.54,0.31,0.36,Matches,e412488f
435,Luca Calapai,it ITA,DF,Catania,it Serie A,18,1993,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4d755c41
436,Juan Calatayud,es ESP,GK,Mallorca,es La Liga,31,1979,3,1,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f1714283
437,Gary Caldwell,sct SCO,DFMF,Wigan Athletic,eng Premier League,29,1982,36,36,3226,35.8,0.08,0,0.08,0,0,0.25,0.03,0.08,0,0.08,0.08,0.08,Matches,5dc37f4a
438,Hrvoje Čale,hr CRO,DF,Wolfsburg,de Bundesliga,26,1985,1,0,26,0.3,0,0,0,0,0,3.33,0,0,0,0,0,0,Matches,daa35a40
439,Daniel Caligiuri,it ITA,DFMF,Freiburg,de Bundesliga,23,1988,25,18,1691,18.8,0.32,0.21,0.21,0.11,0.11,0.21,0,0.32,0.21,0.53,0.21,0.43,Matches,d1273f09
440,Marco Caligiuri,de GER,DFMF,Mainz 05,de Bundesliga,27,1984,30,23,2152,23.9,0.08,0.04,0.08,0,0,0.04,0,0.08,0.04,0.13,0.08,0.13,Matches,ab417d5f
441,Javier Calleja,es ESP,MF,Osasuna,es La Liga,33,1978,6,1,199,2.2,0,0,0,0,0,0.91,0,0,0,0,0,0,Matches,3c99e7de
442,José Callejón,es ESP,FWMF,Real Madrid,es La Liga,24,1987,25,5,711,7.9,0.63,0,0.63,0,0,0,0,0.63,0,0.63,0.63,0.63,Matches,78841da9
443,Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,26,1984,30,25,2314,25.7,0.16,0,0.08,0.08,0.08,0.27,0,0.16,0,0.16,0.08,0.08,Matches,0999a593
444,Jean Calvé,fr FRA,DF,Nancy,fr Ligue 1,27,1984,8,7,596,6.6,0.15,0.3,0.15,0,0,0.3,0,0.15,0.3,0.45,0.15,0.45,Matches,8111297a
445,Ezequiel Calvente,es ESP,FWMF,Betis,es La Liga,20,1991,4,0,109,1.2,0,0,0,0,0,0.83,0,0,0,0,0,0,Matches,633ea214
446,Ignacio Camacho,es ESP,MF,Málaga,es La Liga,21,1990,13,8,816,9.1,0.11,0,0.11,0,0,0.55,0,0.11,0,0.11,0.11,0.11,Matches,8ed9b33a
447,Abdoul Camara,gn GUI,FWMF,Sochaux,fr Ligue 1,21,1990,21,10,874,9.7,0.1,0,0.1,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,7296190
448,Abdoul Camara,gn GUI,FWMF,Rennes,fr Ligue 1,21,1990,2,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7296190
449,Souleymane Camara,sn SEN,FW,Montpellier,fr Ligue 1,28,1982,33,19,1936,21.5,0.42,0.23,0.42,0,0.05,0.05,0,0.42,0.23,0.65,0.42,0.65,Matches,c58270f8
450,Zoumana Camara,fr FRA,DF,Paris S-G,fr Ligue 1,32,1979,19,17,1618,18,0,0,0,0,0,0.22,0,0,0,0,0,0,Matches,dd8ab3d6
451,Igor de Camargo,be BEL,FWMF,M'Gladbach,de Bundesliga,28,1983,25,11,1234,13.7,0.36,0.07,0.36,0,0,0.15,0,0.36,0.07,0.44,0.36,0.44,Matches,341a40ef
452,Esteban Cambiasso,ar ARG,MF,Inter,it Serie A,30,1980,37,35,3109,34.5,0.12,0.06,0.12,0,0,0.03,0,0.12,0.06,0.17,0.12,0.17,Matches,4d801075
453,Cédric Cambon,fr FRA,DFMF,Evian,fr Ligue 1,24,1986,33,32,2905,32.3,0.09,0,0.09,0,0,0.09,0,0.09,0,0.09,0.09,0.09,Matches,0f4567db
454,Hugo Campagnaro,ar ARG,DF,Napoli,it Serie A,31,1980,31,30,2589,28.8,0.07,0.03,0.07,0,0,0.14,0,0.07,0.03,0.1,0.07,0.1,Matches,2ac01901
455,Andrea Campagnolo,it ITA,GK,Catania,it Serie A,33,1978,4,4,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1e13e03e
456,José Campaña,es ESP,MF,Sevilla,es La Liga,18,1993,15,3,444,4.9,0,0.41,0,0,0,0,0,0,0.41,0.41,0,0.41,Matches,61220da2
457,DJ Campbell,eng ENG,FW,QPR,eng Premier League,29,1981,11,2,328,3.6,0.28,0,0.28,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches,d9129797
458,Fraizer Campbell,eng ENG,FW,Sunderland,eng Premier League,23,1987,12,6,638,7.1,0.14,0.14,0.14,0,0,0.42,0,0.14,0.14,0.28,0.14,0.28,Matches,81d63375
459,Joel Campbell,cr CRC,FWMF,Lorient,fr Ligue 1,19,1992,25,11,1180,13.1,0.23,0.08,0.23,0,0,0.31,0,0.23,0.08,0.31,0.23,0.31,Matches,895ff3ca
460,Michele Camporese,it ITA,DF,Fiorentina,it Serie A,19,1992,7,6,499,5.5,0,0,0,0,0,0.36,0,0,0,0,0,0,Matches,035c1d09
461,David Camps,fr FRA,MF,Auxerre,fr Ligue 1,21,1990,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8a43061c
462,Javier Camuñas,es ESP,FWMF,Villarreal,es La Liga,31,1980,27,10,1185,13.2,0.08,0.15,0.08,0,0,0.15,0,0.08,0.15,0.23,0.08,0.23,Matches,bbc1db07
463,Lorik Cana,al ALB,DFMF,Lazio,it Serie A,28,1983,15,8,787,8.7,0.23,0,0.23,0,0,0.34,0,0.23,0,0.23,0.23,0.23,Matches,01ceeb0f
464,Sergio Canales,es ESP,FWMF,Valencia,es La Liga,20,1991,11,6,571,6.3,0.16,0.32,0.16,0,0,0.16,0,0.16,0.32,0.47,0.16,0.47,Matches,a6de370d
465,José Cañas,es ESP,MF,Betis,es La Liga,24,1987,22,17,1604,17.8,0,0,0,0,0,0.34,0,0,0,0,0,0,Matches,ab77f2d9
466,Antonio Candreva,it ITA,DFFW,Cesena,it Serie A,24,1987,18,15,1357,15.1,0.13,0.13,0.07,0.07,0.13,0.13,0,0.13,0.13,0.27,0.07,0.2,Matches,356c9002
467,Antonio Candreva,it ITA,DFFW,Lazio,it Serie A,24,1987,15,10,1006,11.2,0.27,0,0.27,0,0,0.27,0,0.27,0,0.27,0.27,0.27,Matches,356c9002
468,Roberto Canella,es ESP,DF,Sporting Gijón,es La Liga,23,1988,31,30,2618,29.1,0,0,0,0,0,0.21,0.03,0,0,0,0,0,Matches,18c74b8d
469,Cani,es ESP,MF,Villarreal,es La Liga,29,1981,29,27,1894,21,0,0.14,0,0,0,0.19,0,0,0.14,0.14,0,0.14,Matches,b493db11
470,Michele Canini,it ITA,DF,Cagliari,it Serie A,26,1985,34,34,3033,33.7,0,0,0,0,0,0.18,0.03,0,0,0,0,0,Matches,e171f762
471,Paolo Cannavaro,it ITA,DF,Napoli,it Serie A,30,1981,32,31,2670,29.7,0.07,0,0.07,0,0,0.34,0,0.07,0,0.07,0.07,0.07,Matches,46ed55b6
472,Daniele Capelli,it ITA,DF,Atalanta,it Serie A,25,1986,11,9,880,9.8,0,0,0,0,0,0.31,0,0,0,0,0,0,Matches,ac58c6a7
473,Étienne Capoue,fr FRA,MF,Toulouse,fr Ligue 1,23,1988,33,31,2819,31.3,0.1,0.13,0.1,0,0,0.26,0.03,0.1,0.13,0.22,0.1,0.22,Matches,5acc4a10
474,Lionel Cappone,fr FRA,GK,Brest,fr Ligue 1,32,1979,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c6c0c0d4
475,Gianluca Caprari,it ITA,FWMF,Roma,it Serie A,18,1993,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,54e53b7e
476,Ciro Capuano,it ITA,DF,Catania,it Serie A,30,1981,7,5,464,5.2,0,0,0,0,0,0.19,0,0,0,0,0,0,Matches,43973944
477,Andrea Caracciolo,it ITA,FW,Genoa,it Serie A,29,1981,12,8,579,6.4,0.16,0.16,0.16,0,0,0.16,0,0.16,0.16,0.31,0.16,0.31,Matches,61e267c5
478,Andrea Caracciolo,it ITA,FW,Novara,it Serie A,29,1981,19,17,1450,16.1,0.12,0.12,0.12,0,0,0.06,0.12,0.12,0.12,0.25,0.12,0.25,Matches,61e267c5
479,Carlão,br BRA,DFMF,Sochaux,fr Ligue 1,25,1986,21,19,1415,15.7,0,0,0,0,0,0.06,0.06,0,0,0,0,0,Matches,0d863fdc
480,Carlitos,pt POR,FWMF,Hannover 96,de Bundesliga,28,1982,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1a57850b
481,Carlos Carmona,cl CHI,MF,Atalanta,it Serie A,24,1987,28,24,1989,22.1,0.05,0,0.05,0,0,0.32,0,0.05,0,0.05,0.05,0.05,Matches,12b9753e
482,Jamie Carragher,eng ENG,DFMF,Liverpool,eng Premier League,33,1978,21,19,1728,19.2,0,0,0,0,0,0.05,0,0,0,0,0,0,Matches,d0ebce19
483,Cédric Carrasso,fr FRA,GK,Bordeaux,fr Ligue 1,29,1981,37,37,3315,36.8,0,0,0,0,0,0.03,0.03,0,0,0,0,0,Matches,17f5a888
484,Michael Carrick,eng ENG,MF,Manchester Utd,eng Premier League,30,1981,30,27,2501,27.8,0.07,0.11,0.07,0,0,0.14,0,0.07,0.11,0.18,0.07,0.18,Matches,ab7263c1
485,Andy Carroll,eng ENG,FW,Liverpool,eng Premier League,22,1989,35,21,2074,23,0.17,0.09,0.17,0,0,0.22,0,0.17,0.09,0.26,0.17,0.26,Matches,b581987a
486,Alessandro Carrozza,it ITA,MF,Atalanta,it Serie A,29,1982,12,3,366,4.1,0,0,0,0,0,0.24,0,0,0,0,0,0,Matches,dfd2c8e0
487,Moris Carrozzieri,it ITA,DFFW,Lecce,it Serie A,30,1980,12,12,987,11,0,0,0,0,0,0.82,0.18,0,0,0,0,0,Matches,26decaf0
488,Samir Carruthers,ie IRL,MF,Aston Villa,eng Premier League,18,1993,3,0,22,0.2,0,0,0,0,0,5,0,0,0,0,0,0,Matches,5a853458
489,Ricardo Carvalho,pt POR,DF,Real Madrid,es La Liga,33,1978,8,7,601,6.7,0,0.15,0,0,0,0.75,0,0,0.15,0.15,0,0.15,Matches,57e7081e
490,Roger Carvalho,br BRA,DF,Genoa,it Serie A,24,1986,9,6,634,7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,839aeeb4
491,Víctor Casadesús,es ESP,FW,Mallorca,es La Liga,26,1985,35,30,2673,29.7,0.3,0.13,0.3,0,0,0.13,0.03,0.3,0.13,0.44,0.3,0.44,Matches,73cd0a2a
492,Federico Casarini,it ITA,MF,Bologna,it Serie A,21,1989,11,8,655,7.3,0,0,0,0,0,0.14,0,0,0,0,0,0,Matches,0d72be2a
493,Fabio Caserta,it ITA,MF,Atalanta,it Serie A,32,1978,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,008925bf
494,Nacho Cases,es ESP,MF,Sporting Gijón,es La Liga,23,1987,21,15,1421,15.8,0,0.19,0,0,0,0.44,0,0,0.19,0.19,0,0.19,Matches,1ef6f38d
495,Kiko Casilla,es ESP,GK,Espanyol,es La Liga,24,1986,16,15,1361,15.1,0,0,0,0,0,0.13,0,0,0,0,0,0,Matches,58bc7d18
496,Iker Casillas,es ESP,GK,Real Madrid,es La Liga,30,1981,37,37,3330,37,0,0,0,0,0,0.03,0,0,0,0,0,0,Matches,1ddbb0da
497,Javier Casquero,es ESP,MF,Getafe,es La Liga,35,1976,28,19,1690,18.8,0.05,0,0.05,0,0,0.43,0,0.05,0,0.05,0.05,0.05,Matches,ab6daa16
498,Mattia Cassani,it ITA,DF,Fiorentina,it Serie A,27,1983,26,24,2084,23.2,0.04,0,0.04,0,0,0.26,0,0.04,0,0.04,0.04,0.04,Matches,f3d0d85e
499,Antonio Cassano,it ITA,FW,Milan,it Serie A,29,1982,16,11,1002,11.1,0.27,0.72,0.27,0,0,0.09,0,0.27,0.72,0.99,0.27,0.99,Matches,d0ed4d32
500,Marco Cassetti,it ITA,DFMF,Roma,it Serie A,34,1977,7,3,403,4.5,0,0,0,0,0,0.44,0.22,0,0,0,0,0,Matches,d607e02f
501,Luc Castaignos,nl NED,FW,Inter,it Serie A,18,1992,6,1,184,2,0.5,0,0.5,0,0,0,0,0.49,0,0.49,0.49,0.49,Matches,a19be070
502,Romeo Castelen,nl NED,FWMF,Hamburger SV,de Bundesliga,28,1983,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b64ea98c
503,Gonzalo Castellani,ar ARG,MF,Villarreal,es La Liga,23,1987,10,1,267,3,0,0,0,0,0,0.33,0,0,0,0,0,0,Matches,a089163c
504,Luca Castellazzi,it ITA,GK,Inter,it Serie A,36,1975,7,5,506,5.6,0,0,0,0,0,0.18,0,0,0,0,0,0,Matches,36281ecb
505,Casto,es ESP,GK,Betis,es La Liga,29,1982,22,22,1960,21.8,0,0,0,0,0,0.14,0.05,0,0,0,0,0,Matches,95b4ffb3
506,André Castro,pt POR,MF,Sporting Gijón,es La Liga,23,1988,29,26,2129,23.7,0.08,0.08,0.08,0,0,0.3,0,0.08,0.08,0.17,0.08,0.17,Matches,37d0048f
507,Chory Castro,uy URU,FWMF,Mallorca,es La Liga,26,1984,35,30,2527,28.1,0.21,0.25,0.21,0,0,0.25,0,0.21,0.25,0.46,0.21,0.46,Matches,8cc3d96e
508,Diego Castro,es ESP,FWMF,Getafe,es La Liga,29,1982,31,25,2218,24.6,0.28,0.04,0.24,0.04,0.04,0.24,0,0.28,0.04,0.32,0.24,0.28,Matches,3ddc0a25
509,Gonzalo Castro,de GER,DFMF,Leverkusen,de Bundesliga,24,1987,31,30,2713,30.1,0.07,0.23,0.07,0,0,0.13,0.03,0.07,0.23,0.3,0.07,0.3,Matches,68829001
510,Rubén Castro,es ESP,FWMF,Betis,es La Liga,30,1981,34,33,2950,32.8,0.49,0.15,0.49,0,0,0.15,0,0.49,0.15,0.64,0.49,0.64,Matches,d109f62b
511,José Catalá,es ESP,DF,Villarreal,es La Liga,26,1985,13,13,1128,12.5,0,0.08,0,0,0,0.4,0,0,0.08,0.08,0,0.08,Matches,ac0a9088
512,Andrea Catellani,it ITA,FW,Catania,it Serie A,23,1988,21,4,591,6.6,0.15,0.15,0.15,0,0,0.15,0,0.15,0.15,0.3,0.15,0.3,Matches,5650fb66
513,Lee Cattermole,eng ENG,MF,Sunderland,eng Premier League,23,1988,23,23,1934,21.5,0,0,0,0,0,0.47,0,0,0,0,0,0,Matches,538e77d5
514,Steven Caulker,sl SLE,DF,Swansea City,eng Premier League,19,1991,26,26,2339,26,0,0.04,0,0,0,0.08,0,0,0.04,0.04,0,0.04,Matches,2592d9b5
515,Johan Cavalli,fr FRA,MF,Ajaccio,fr Ligue 1,29,1981,31,29,2260,25.1,0.16,0.2,0.16,0,0.04,0.48,0.04,0.16,0.2,0.36,0.16,0.36,Matches,efa4038e
516,Edinson Cavani,uy URU,FWMF,Napoli,it Serie A,24,1987,35,32,2912,32.4,0.71,0.09,0.62,0.09,0.19,0.12,0,0.71,0.09,0.8,0.62,0.71,Matches,527f063d
517,Santi Cazorla,es ESP,MF,Málaga,es La Liga,26,1984,38,38,3226,35.8,0.25,0.14,0.25,0,0.03,0.06,0,0.25,0.14,0.39,0.25,0.39,Matches,e2e9c250
518,Riccardo Cazzola,it ITA,MF,Atalanta,it Serie A,25,1985,12,5,565,6.3,0,0,0,0,0,0.48,0,0,0,0,0,0,Matches,1960e24a
519,Ceará,br BRA,DF,Paris S-G,fr Ligue 1,31,1980,24,17,1525,16.9,0.06,0,0.06,0,0,0.18,0,0.06,0,0.06,0.06,0.06,Matches,e1d326d9
520,Luca Ceccarelli,it ITA,DFMF,Cesena,it Serie A,28,1983,25,19,1739,19.3,0.05,0.1,0.05,0,0,0.26,0.05,0.05,0.1,0.16,0.05,0.16,Matches,10e858b6
521,Petr Čech,cz CZE,GK,Chelsea,eng Premier League,29,1982,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,Matches,71672fa0
522,Álvaro Cejudo,es ESP,MF,Osasuna,es La Liga,27,1984,34,28,2359,26.2,0.15,0.23,0.15,0,0,0.19,0.04,0.15,0.23,0.38,0.15,0.38,Matches,a39b23eb
523,Stefano Celozzi,de GER,DF,Stuttgart,de Bundesliga,22,1988,2,2,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a3a54f6d
524,Pau Cendrós,es ESP,DF,Mallorca,es La Liga,24,1987,25,20,1878,20.9,0,0,0,0,0,0.43,0,0,0,0,0,0,Matches,9b9c9388
525,Matteo Centurioni,it ITA,DF,Novara,it Serie A,37,1974,22,20,1846,20.5,0,0,0,0,0,0.24,0,0,0,0,0,0,Matches,5f04b66c
526,Pablo Ceppelini,uy URU,MF,Cagliari,it Serie A,19,1991,5,1,117,1.3,0,0,0,0,0,1.54,0,0,0,0,0,0,Matches,3d9c1055
527,Alessio Cerci,it ITA,FWMF,Fiorentina,it Serie A,24,1987,23,18,1510,16.8,0.3,0.06,0.3,0,0,0.24,0.06,0.3,0.06,0.36,0.3,0.36,Matches,5370cba7
528,Radek Černý,cz CZE,GK,QPR,eng Premier League,37,1974,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,190c0bb8
529,Boštjan Cesar,si SVN,DF,Chievo,it Serie A,29,1982,29,24,2230,24.8,0,0,0,0,0,0.28,0,0,0,0,0,0,Matches,c1d18f10
530,Júlio César,br BRA,GK,Inter,it Serie A,31,1979,33,33,2914,32.4,0,0,0,0,0,0.12,0.03,0,0,0,0,0,Matches,f619413f
531,Júlio César,br BRA,GK,Granada,es La Liga,24,1986,16,16,1440,16,0,0,0,0,0,0.19,0,0,0,0,0,0,Matches,f4213f59
532,Mauro Cetto,ar ARG,DF,Lille,fr Ligue 1,29,1982,7,6,577,6.4,0,0,0,0,0,0.16,0.16,0,0,0,0,0,Matches,d530ac16
533,Mauro Cetto,ar ARG,DF,Palermo,it Serie A,29,1982,7,6,492,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d530ac16
534,Kamel Chafni,ma MAR,MF,Auxerre,fr Ligue 1,29,1982,31,26,2261,25.1,0.08,0.16,0.08,0,0,0.32,0.04,0.08,0.16,0.24,0.08,0.24,Matches,8e78de2d
535,Sofian Chahed,tn TUN,DFMF,Hannover 96,de Bundesliga,28,1983,16,12,1123,12.5,0,0,0,0,0,0.08,0,0,0,0,0,0,Matches,2d7531f1
536,Florent Chaigneau,fr FRA,GK,Lorient,fr Ligue 1,27,1984,3,2,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e3a4b82d
537,Matthieu Chalmé,fr FRA,DF,Bordeaux,fr Ligue 1,30,1980,8,8,654,7.3,0,0,0,0,0,0.27,0,0,0,0,0,0,Matches,d6b7a972
538,Marouane Chamakh,ma MAR,FW,Arsenal,eng Premier League,27,1984,11,1,180,2,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches,790ca5f3
539,Timothy Chandler,us USA,DFMF,Nürnberg,de Bundesliga,21,1990,30,29,2512,27.9,0.04,0.07,0.04,0,0,0.18,0.04,0.04,0.07,0.11,0.04,0.11,Matches,b3b7f5a6
540,Clément Chantôme,fr FRA,MF,Paris S-G,fr Ligue 1,23,1987,15,8,839,9.3,0,0.32,0,0,0,0.11,0,0,0.32,0.32,0,0.32,Matches,f1df248c
541,Cristian Chávez,ar ARG,FWMF,Napoli,it Serie A,24,1987,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f385f3c5
542,Chechu,es ESP,DF,Betis,es La Liga,29,1982,33,32,2891,32.1,0.03,0,0.03,0,0,0.16,0.03,0.03,0,0.03,0.03,0.03,Matches,e98f3a6a
543,Aurélien Chedjou,cm CMR,DF,Lille,fr Ligue 1,26,1985,27,27,2344,26,0.19,0,0.19,0,0,0.08,0,0.19,0,0.19,0.19,0.19,Matches,80e4c841
544,Nicolò Cherubin,it ITA,DF,Bologna,it Serie A,24,1986,21,14,1474,16.4,0.06,0,0.06,0,0,0.37,0,0.06,0,0.06,0.06,0.06,Matches,88189b42
545,Steve Cherundolo,us USA,DF,Hannover 96,de Bundesliga,32,1979,22,22,1953,21.7,0,0,0,0,0,0.18,0.05,0,0,0,0,0,Matches,3e32a24a
546,Benoît Cheyrou,fr FRA,MF,Marseille,fr Ligue 1,30,1981,33,27,2497,27.7,0.14,0,0.14,0,0,0.14,0,0.14,0,0.14,0.14,0.14,Matches,683e9dbc
547,Javier Chica,es ESP,DF,Betis,es La Liga,26,1985,15,14,1233,13.7,0,0.15,0,0,0,0.22,0,0,0.15,0.15,0,0.15,Matches,991b2cec
548,Chico,es ESP,DF,Mallorca,es La Liga,24,1987,33,33,2911,32.3,0,0.06,0,0,0,0.43,0,0,0.06,0.06,0,0.06,Matches,95825cf2
549,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,26,1984,34,34,3023,33.6,0.06,0.03,0.06,0,0,0.21,0,0.06,0.03,0.09,0.06,0.09,Matches,e85fb9b8
550,Adil Chihi,ma MAR,FWMF,Köln,de Bundesliga,23,1988,10,10,750,8.3,0.24,0,0.24,0,0,0.24,0,0.24,0,0.24,0.24,0.24,Matches,1891864b
551,Cristian Chivu,ro ROU,DF,Inter,it Serie A,30,1980,14,13,1059,11.8,0,0,0,0,0,0.42,0,0,0,0,0,0,Matches,3bf30a4f
552,Michaël Chrétien,ma MAR,DF,Nancy,fr Ligue 1,27,1984,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,28375a19
553,Chris,br BRA,DFMF,Wolfsburg,de Bundesliga,32,1978,8,7,578,6.4,0.16,0.31,0.16,0,0,0.47,0,0.16,0.31,0.47,0.16,0.47,Matches,5e5ecc12
554,Christian,es ESP,DF,Racing Sant,es La Liga,25,1985,20,14,1362,15.1,0.07,0,0.07,0,0,0.46,0,0.07,0,0.07,0.07,0.07,Matches,1d5a68fe
555,Park Chu-young,kr KOR,FWMF,Arsenal,eng Premier League,26,1985,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d9fa272a
556,Lee Chung-yong,kr KOR,FWMF,Bolton,eng Premier League,23,1988,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,49b05a83
557,Michaël Ciani,fr FRA,DF,Bordeaux,fr Ligue 1,27,1984,31,30,2662,29.6,0.03,0.03,0.03,0,0,0.2,0,0.03,0.03,0.07,0.03,0.07,Matches,2ce3dc98
558,Cicinho,br BRA,DF,Roma,it Serie A,31,1980,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9e4e6402
559,Luca Cigarini,it ITA,MF,Atalanta,it Serie A,25,1986,32,30,2543,28.3,0.04,0.04,0.04,0,0,0.42,0,0.04,0.04,0.07,0.04,0.07,Matches,ae64d449
560,Tolga Ciğerci,tr TUR,MF,M'Gladbach,de Bundesliga,19,1992,2,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6e17c802
561,Per Ciljan Skjelbred,no NOR,MF,Hamburger SV,de Bundesliga,24,1987,8,5,356,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ecab64a0
562,Domingo Cisma,es ESP,DF,Racing Sant,es La Liga,29,1982,26,25,2195,24.4,0,0,0,0,0,0.37,0.04,0,0,0,0,0,Matches,4d85b73c
563,Djibril Cissé,fr FRA,FW,QPR,eng Premier League,29,1981,8,7,535,5.9,1.02,0,1.02,0,0,0,0.34,1.01,0,1.01,1.01,1.01,Matches,7e6917be
564,Djibril Cissé,fr FRA,FW,Lazio,it Serie A,29,1981,18,13,1196,13.3,0.08,0.38,0.08,0,0,0.15,0,0.08,0.38,0.45,0.08,0.45,Matches,7e6917be
565,Édouard Cissé,fr FRA,MF,Auxerre,fr Ligue 1,33,1978,28,27,2393,26.6,0.08,0.04,0.08,0,0,0.38,0,0.08,0.04,0.11,0.08,0.11,Matches,4fe329a7
566,Papiss Cissé,sn SEN,FW,Newcastle Utd,eng Premier League,26,1985,14,13,1106,12.3,1.06,0.08,1.06,0,0,0.08,0,1.06,0.08,1.14,1.06,1.14,Matches,40f3ff51
567,Papiss Cissé,sn SEN,FW,Freiburg,de Bundesliga,26,1985,17,17,1530,17,0.53,0.12,0.47,0.06,0.12,0.12,0,0.53,0.12,0.65,0.47,0.59,Matches,40f3ff51
568,Aly Cissokho,fr FRA,DF,Lyon,fr Ligue 1,23,1987,31,30,2714,30.2,0,0.03,0,0,0,0.17,0,0,0.03,0.03,0,0.03,Matches,83a2bb30
569,Renato Civelli,ar ARG,DF,Nice,fr Ligue 1,27,1983,34,34,3055,33.9,0.12,0.12,0.12,0,0,0.15,0.03,0.12,0.12,0.24,0.12,0.24,Matches,71bc7742
570,Ciaran Clark,ie IRL,DFMF,Aston Villa,eng Premier League,21,1989,15,13,1145,12.7,0.08,0.16,0.08,0,0,0.24,0,0.08,0.16,0.24,0.08,0.24,Matches,2b91cf8e
571,Christian Clemens,de GER,FWMF,Köln,de Bundesliga,19,1991,31,23,2080,23.1,0.22,0.09,0.22,0,0,0.04,0,0.22,0.09,0.3,0.22,0.3,Matches,612cb8d3
572,Jérémy Clément,fr FRA,MF,Saint-Étienne,fr Ligue 1,26,1984,35,35,3104,34.5,0,0,0,0,0,0.23,0,0,0,0,0,0,Matches,06cb3efe
573,François Clerc,fr FRA,DF,Nice,fr Ligue 1,28,1983,32,32,2837,31.5,0.13,0.06,0.13,0,0,0.13,0,0.13,0.06,0.19,0.13,0.19,Matches,6cc7e81b
574,Tom Cleverley,eng ENG,MF,Manchester Utd,eng Premier League,21,1989,10,5,450,5,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches,6cdd8245
575,Gaël Clichy,fr FRA,DF,Manchester City,eng Premier League,26,1985,28,28,2488,27.6,0,0.14,0,0,0,0.07,0.04,0,0.14,0.14,0,0.14,Matches,450ad405
576,Sebastián Coates,uy URU,DF,Liverpool,eng Premier League,20,1990,7,4,487,5.4,0.19,0,0.19,0,0,0.19,0,0.18,0,0.18,0.18,0.18,Matches,1fbbfbde
577,David Cobeño,es ESP,GK,Rayo Vallecano,es La Liga,29,1982,15,14,1297,14.4,0,0,0,0,0,0.07,0,0,0,0,0,0,Matches,df7b0840
578,Andrea Coda,it ITA,DF,Udinese,it Serie A,26,1985,7,6,524,5.8,0,0,0,0,0,0.17,0,0,0,0,0,0,Matches,6e110b50
579,Jordi Codina,es ESP,GK,Getafe,es La Liga,29,1982,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,812088cd
580,Paul Codrea,ro ROU,DFMF,Siena,it Serie A,30,1981,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,771fa9b8
