Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
626,Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,33,30,2685,29.8,0.03,0.03,0.03,0,0,0.2,0,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.03,0.05,0.03,0.03,0.05,0.03,0.05,Matches,96e0490d
627,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,29,24,2234,24.8,0.12,0.2,0.12,0,0,0.16,0.04,0.12,0.2,0.32,0.12,0.32,0.08,0.08,0.15,0.23,0.09,0.15,0.23,0.09,0.23,Matches,d781d855
628,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,26,1993,18,16,1431,15.9,0,0,0,0,0,0.38,0,0,0,0,0,0,0.01,0.01,0.04,0.06,0.01,0.04,0.05,0.01,0.05,Matches,44781702
629,Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,30,23,2027,22.5,0.04,0,0.04,0,0,0.36,0,0.04,0,0.04,0.04,0.04,0.09,0.09,0.01,0.1,0.09,0.01,0.1,0.09,0.1,Matches,9228b07c
630,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,18,4,548,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.31,0.03,0.34,0.31,0.03,0.34,0.31,0.34,Matches,9deaf2c8
631,Paweł Dawidowicz,pl POL,DFMF,Hellas Verona,it Serie A,24,1995,15,7,693,7.7,0.13,0,0.13,0,0,0.52,0.26,0.13,0,0.13,0.13,0.13,0.05,0.05,0,0.05,0.05,0,0.05,0.05,0.05,Matches,16bb656a
632,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,29,26,2361,26.2,0.08,0,0.08,0,0,0.23,0,0.08,0,0.08,0.08,0.08,0.09,0.09,0.01,0.1,0.09,0.01,0.1,0.09,0.1,Matches,3e9e06cb
633,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,35,32,2791,31,0.42,0.65,0.35,0.06,0.06,0.1,0,0.42,0.64,1.06,0.35,1,0.25,0.2,0.59,0.79,0.25,0.59,0.84,0.2,0.79,Matches,e46012d4
634,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,21,17,1500,16.7,0,0,0,0,0,0.06,0,0,0,0,0,0,0.05,0.05,0,0.05,0.05,0,0.05,0.05,0.05,Matches,952a03fe
635,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,34,33,2822,31.4,0.22,0.19,0.22,0,0,0.16,0.03,0.22,0.19,0.41,0.22,0.41,0.17,0.17,0.22,0.39,0.17,0.22,0.4,0.17,0.4,Matches,162efffd
636,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,9,6,471,5.2,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.02,0.02,0.01,0.01,0.02,0.01,0.02,Matches,ae4e2852
637,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,29,28,2243,24.9,0,0,0,0,0,0.08,0,0,0,0,0,0,0.08,0.08,0.06,0.14,0.08,0.06,0.14,0.08,0.14,Matches,e74f0e59
638,Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,17,15,1335,14.8,0.14,0.07,0.14,0,0,0.14,0,0.13,0.07,0.2,0.13,0.2,0.09,0.09,0.05,0.15,0.09,0.06,0.15,0.09,0.15,Matches,44f8c299
639,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,21,20,1769,19.7,0.05,0.05,0.05,0,0,0.1,0,0.05,0.05,0.1,0.05,0.1,0.05,0.05,0.06,0.1,0.04,0.06,0.1,0.04,0.1,Matches,92232aad
640,Troy Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,27,26,2225,24.7,0.4,0.08,0.2,0.2,0.24,0.12,0,0.4,0.08,0.49,0.2,0.28,0.4,0.21,0.15,0.36,0.4,0.14,0.54,0.21,0.36,Matches,82e34b69
641,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,28,1991,17,9,980,10.9,0.28,0.28,0.18,0.09,0.09,0.09,0,0.28,0.28,0.55,0.18,0.46,0.3,0.23,0.13,0.36,0.3,0.13,0.43,0.23,0.36,Matches,854ee61a
642,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7f267d66
643,Alessandro Deiola,it ITA,MF,Lecce,it Serie A,23,1995,10,8,717,8,0.13,0.13,0.13,0,0,0.38,0,0.13,0.13,0.25,0.13,0.25,0.05,0.05,0.04,0.09,0.05,0.03,0.09,0.05,0.09,Matches,7f267d66
644,Romain Del Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,23,1996,21,14,1242,13.8,0.14,0.36,0.07,0.07,0.07,0.14,0,0.14,0.36,0.51,0.07,0.43,0.17,0.12,0.21,0.32,0.17,0.21,0.38,0.11,0.32,Matches,0be95d34
645,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,16,14,1254,13.9,0,0,0,0,0,0.29,0,0,0,0,0,0,0.02,0.02,0.03,0.05,0.02,0.03,0.05,0.02,0.05,Matches,8332db56
646,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,11,11,830,9.2,0,0,0,0,0,0.43,0,0,0,0,0,0,0.05,0.05,0,0.05,0.05,0,0.06,0.05,0.06,Matches,fe641c1a
647,Paul Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,2,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2ee1b96b
648,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,14,11,1007,11.2,0,0.09,0,0,0,0.18,0.09,0,0.09,0.09,0,0.09,0,0,0.04,0.04,0,0.04,0.04,0,0.04,Matches,b0243215
649,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,26,26,2280,25.3,0.36,0.12,0.36,0,0.08,0.2,0,0.36,0.12,0.47,0.36,0.47,0.43,0.37,0.16,0.53,0.43,0.16,0.59,0.37,0.53,Matches,d33c706e
650,Fabian Delph,eng ENG,MF,Everton,eng Premier League,29,1989,16,13,1190,13.2,0,0,0,0,0,0.38,0.08,0,0,0,0,0,0.01,0.01,0.02,0.03,0,0.02,0.03,0,0.03,Matches,111c3236
651,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,23,1996,27,24,2188,24.3,0.66,0.08,0.49,0.16,0.21,0.12,0,0.66,0.08,0.74,0.49,0.58,0.48,0.32,0.07,0.4,0.48,0.07,0.55,0.32,0.4,Matches,e7986081
652,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,22,1997,5,3,357,4,0.25,0,0.25,0,0,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.15,0.4,0.25,0.15,0.4,0.25,0.4,Matches,b19db005
653,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,6,5,418,4.6,0.22,0.22,0.22,0,0,0.22,0,0.22,0.22,0.43,0.22,0.43,0.09,0.09,0.07,0.15,0.09,0.06,0.14,0.09,0.14,Matches,e3cceee6
654,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,25,18,1573,17.5,0.06,0.29,0.06,0,0,0.23,0.06,0.06,0.29,0.34,0.06,0.34,0.16,0.16,0.22,0.38,0.16,0.22,0.38,0.16,0.38,Matches,54b4dc4e
655,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,17,14,1211,13.5,0,0,0,0,0,0.22,0,0,0,0,0,0,0.03,0.03,0.08,0.11,0.03,0.08,0.11,0.03,0.11,Matches,dc3fa3b5
656,Diego Demme,de GER,MF,Napoli,it Serie A,27,1991,15,10,902,10,0.1,0,0.1,0,0,0.6,0,0.1,0,0.1,0.1,0.1,0.03,0.03,0.04,0.07,0.03,0.04,0.07,0.03,0.07,Matches,dc3fa3b5
657,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,25,24,2131,23.7,0,0.04,0,0,0,0,0,0,0.04,0.04,0,0.04,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.04,Matches,47af88b8
658,Leander Dendoncker,be BEL,MFDF,Wolves,eng Premier League,24,1995,38,32,2795,31.1,0.13,0,0.13,0,0,0.16,0,0.13,0,0.13,0.13,0.13,0.05,0.05,0.02,0.07,0.05,0.02,0.07,0.05,0.07,Matches,5a7301ae
659,Kevin Denkey,tg TOG,FWMF,Nîmes,fr Ligue 1,18,2000,17,6,603,6.7,0.45,0.15,0.45,0,0,0.15,0,0.45,0.15,0.6,0.45,0.6,0.24,0.24,0.06,0.3,0.24,0.06,0.3,0.24,0.3,Matches,0d3585b5
660,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,26,25,2240,24.9,0,0.04,0,0,0,0.28,0.04,0,0.04,0.04,0,0.04,0.04,0.04,0.02,0.06,0.04,0.02,0.06,0.04,0.06,Matches,5832ebfe
661,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,22,1997,29,21,1854,20.6,0,0.05,0,0,0,0.34,0,0,0.05,0.05,0,0.05,0.07,0.07,0.11,0.18,0.07,0.11,0.18,0.07,0.18,Matches,d97f2e8d
662,Memphis Depay,nl NED,FWMF,Lyon,fr Ligue 1,25,1994,13,12,1018,11.3,0.8,0.18,0.71,0.09,0.09,0,0,0.8,0.18,0.97,0.71,0.88,0.44,0.37,0.26,0.63,0.44,0.26,0.7,0.37,0.63,Matches,8f696594
663,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,16,10,1026,11.4,0,0,0,0,0,0.18,0,0,0,0,0,0,0.07,0.07,0,0.07,0.07,0,0.07,0.07,0.07,Matches,2990c466
664,Daniele Dessena,it ITA,MF,Brescia,it Serie A,32,1987,24,22,1869,20.8,0.1,0,0.1,0,0,0.34,0.05,0.1,0,0.1,0.1,0.1,0.06,0.06,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches,02b2937c
665,Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,5,2,185,2.1,0,0,0,0,0,0.95,0,0,0,0,0,0,0.19,0.19,0.43,0.62,0.21,0.43,0.65,0.21,0.65,Matches,d7d32194
666,Mattia Destro,it ITA,FWMF,Genoa,it Serie A,28,1991,8,1,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0,0.24,0.27,0,0.27,0.27,0.27,Matches,d7d32194
667,Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,28,25,2098,23.3,0.17,0.21,0.13,0.04,0.04,0.13,0,0.17,0.21,0.39,0.13,0.34,0.22,0.19,0.2,0.39,0.22,0.2,0.42,0.19,0.39,Matches,39583cfd
668,Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,5,3,204,2.3,0,0.43,0,0,0,0.87,0,0,0.44,0.44,0,0.44,0.26,0.26,0.26,0.48,0.25,0.24,0.5,0.25,0.5,Matches,2e5e846d
669,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,30,1988,22,17,1293,14.4,0.56,0,0.49,0.07,0.14,0.21,0,0.56,0,0.56,0.49,0.49,0.44,0.33,0.04,0.38,0.44,0.04,0.48,0.33,0.38,Matches,ef94dc2f
670,Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,1994,20,13,1082,12,0.17,0,0.17,0,0,0.33,0,0.17,0,0.17,0.17,0.17,0.2,0.2,0.08,0.28,0.2,0.08,0.28,0.2,0.28,Matches,1fca9171
671,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33,33,2970,33,0.09,0.09,0.09,0,0,0.15,0,0.09,0.09,0.18,0.09,0.18,0.09,0.09,0.08,0.18,0.09,0.09,0.18,0.09,0.18,Matches,230a2fac
672,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,31,1988,26,23,2000,22.2,0.36,0.63,0.32,0.05,0.09,0.09,0,0.36,0.63,0.99,0.32,0.95,0.41,0.34,0.63,0.97,0.41,0.63,1.04,0.34,0.97,Matches,19cda00b
673,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,24,21,1812,20.1,0.35,0.05,0.3,0.05,0.05,0,0,0.35,0.05,0.4,0.3,0.35,0.27,0.23,0.11,0.35,0.27,0.11,0.38,0.23,0.35,Matches,244bc2c8
674,Fousseni Diabaté,ml MLI,FWMF,Amiens,fr Ligue 1,23,1995,20,15,1190,13.2,0.08,0.23,0.08,0,0,0.23,0,0.08,0.23,0.3,0.08,0.3,0.06,0.06,0.14,0.2,0.06,0.13,0.19,0.06,0.19,Matches,d07e3b41
675,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,20,1999,28,18,1771,19.7,0.25,0.25,0.25,0,0,0.15,0,0.25,0.25,0.51,0.25,0.51,0.24,0.24,0.24,0.48,0.24,0.24,0.48,0.24,0.48,Matches,aeed5c06
676,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,22,1996,21,15,1444,16,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0.01,Matches,d2110326
677,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,16,16,1366,15.2,0.13,0,0.13,0,0,0.07,0.07,0.13,0,0.13,0.13,0.13,0.11,0.11,0,0.11,0.11,0,0.11,0.11,0.11,Matches,1bfb6fef
678,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,1996,16,14,1201,13.3,0,0.08,0,0,0,0.3,0,0,0.07,0.07,0,0.07,0.06,0.06,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches,fc62f087
679,Amad Diallo,ci CIV,FW,Atalanta,it Serie A,17,2002,3,0,27,0.3,3.33,0,3.33,0,0,0,0,3.33,0,3.33,3.33,3.33,0.33,0.33,0.33,0.67,0.36,0.17,0.53,0.36,0.53,Matches,9dc96f10
680,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,26,26,2196,24.4,0.49,0.12,0.45,0.04,0.12,0.08,0.04,0.49,0.12,0.61,0.45,0.57,0.43,0.33,0.1,0.43,0.43,0.1,0.53,0.33,0.43,Matches,6605d143
681,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,19,18,1561,17.3,0,0.06,0,0,0,0.12,0,0,0.06,0.06,0,0.06,0.01,0.01,0.04,0.05,0.01,0.04,0.05,0.01,0.05,Matches,11ff3d56
682,Moussa Diarra,fr FRA,DF,Toulouse,fr Ligue 1,18,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,698f11e3
683,Raphael Dias Belloli,br BRA,MFFW,Rennes,fr Ligue 1,22,1996,22,20,1690,18.8,0.27,0.16,0.21,0.05,0.05,0.21,0,0.27,0.16,0.43,0.21,0.37,0.34,0.27,0.29,0.56,0.34,0.29,0.63,0.27,0.56,Matches,3423f250
684,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,4,3,317,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d83f8f69
685,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,22,19,1518,16.9,0.06,0.06,0,0.06,0.06,0.24,0,0.06,0.06,0.12,0,0.06,0.06,0.02,0.03,0.04,0.06,0.03,0.09,0.01,0.04,Matches,bf309d24
686,Brahim Díaz,es ESP,FWMF,Real Madrid,es La Liga,19,1999,6,0,65,0.7,0,0,0,0,0,1.43,0,0,0,0,0,0,0.57,0.57,0,0.57,0.61,0,0.61,0.61,0.61,Matches,407feb71
687,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,36,33,2884,32,0.03,0.16,0.03,0,0,0.13,0,0.03,0.16,0.19,0.03,0.19,0.02,0.02,0.09,0.12,0.02,0.09,0.11,0.02,0.11,Matches,3624ce4c
688,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,22,22,1868,20.8,0.1,0,0.1,0,0,0.24,0.05,0.1,0,0.1,0.1,0.1,0.04,0.04,0,0.05,0.04,0,0.05,0.04,0.05,Matches,247accfd
689,Eric Dier,eng ENG,DFMF,Tottenham,eng Premier League,25,1994,19,15,1344,14.9,0,0.13,0,0,0,0.34,0,0,0.13,0.13,0,0.13,0.07,0.07,0.01,0.07,0.07,0.01,0.07,0.07,0.07,Matches,ac861941
690,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,35,35,3030,33.7,0,0.21,0,0,0,0.18,0,0,0.21,0.21,0,0.21,0.04,0.04,0.18,0.22,0.04,0.18,0.22,0.04,0.22,Matches,1b84dbe1
691,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38,38,3420,38,0.13,0.03,0.13,0,0,0.03,0,0.13,0.03,0.16,0.13,0.16,0.08,0.08,0.03,0.11,0.08,0.03,0.11,0.08,0.11,Matches,e06683ca
692,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,13,12,1006,11.2,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0.07,0.07,0,0.07,0.07,0,0.07,Matches,0a3065c8
693,Javairô Dilrosun,nl NED,MFFW,Hertha BSC,de Bundesliga,21,1998,23,16,1309,14.5,0.28,0.14,0.28,0,0,0.14,0,0.28,0.14,0.41,0.28,0.41,0.14,0.14,0.08,0.22,0.13,0.08,0.22,0.13,0.22,Matches,34a0f5ff
694,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,13,5,521,5.8,0,0.52,0,0,0,0.17,0,0,0.52,0.52,0,0.52,0.12,0.12,0.34,0.47,0.12,0.35,0.46,0.12,0.46,Matches,970b8574
695,Federico Dimarco,it ITA,DFMF,Inter,it Serie A,21,1997,3,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches,970b8574
696,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,15,12,892,9.9,0,0.1,0,0,0,0.1,0,0,0.1,0.1,0,0.1,0.04,0.04,0.1,0.14,0.04,0.1,0.14,0.04,0.14,Matches,92b56413
697,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,12,8,666,7.4,0.27,0,0.27,0,0,0.14,0,0.27,0,0.27,0.27,0.27,0.19,0.19,0.03,0.22,0.19,0.03,0.22,0.19,0.22,Matches,4be0b467
698,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,32,31,2766,30.7,0.1,0.03,0.1,0,0,0.26,0,0.1,0.03,0.13,0.1,0.13,0.05,0.05,0.03,0.08,0.05,0.03,0.08,0.05,0.08,Matches,a712ca2b
699,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,30,25,2253,25,0.04,0,0.04,0,0,0.28,0,0.04,0,0.04,0.04,0.04,0.04,0.04,0.02,0.06,0.05,0.02,0.06,0.05,0.06,Matches,7329018e
700,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,4,1,120,1.3,0,0,0,0,0,0.77,0,0,0,0,0,0,0.08,0.08,0.08,0.08,0.04,0.06,0.1,0.04,0.1,Matches,7f622eef
701,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,27,2430,27,0.04,0,0.04,0,0,0.11,0,0.04,0,0.04,0.04,0.04,0.08,0.08,0.02,0.1,0.08,0.02,0.1,0.08,0.1,Matches,ad82197c
702,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,8,8,661,7.3,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b2336681
703,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34,34,3060,34,0,0,0,0,0,0.15,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,Matches,a4971d84
704,Moussa Djenepo,ml MLI,MFDF,Southampton,eng Premier League,21,1998,18,10,928,10.3,0.19,0.19,0.19,0,0,0.39,0.1,0.19,0.19,0.39,0.19,0.39,0.26,0.26,0.13,0.4,0.26,0.13,0.39,0.26,0.39,Matches,254147d4
705,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,17,9,851,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,Matches,933d3b51
706,Alexander Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,24,1994,25,23,2064,22.9,0.04,0.04,0.04,0,0,0.26,0,0.04,0.04,0.09,0.04,0.09,0.1,0.1,0.02,0.12,0.1,0.02,0.12,0.1,0.12,Matches,43e7a164
707,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,34,32,2783,30.9,0.06,0.03,0.06,0,0,0.16,0,0.06,0.03,0.1,0.06,0.1,0.06,0.06,0.02,0.07,0.06,0.02,0.07,0.06,0.07,Matches,6eee05f1
708,Naïs Djouahra,fr FRA,FWDF,Real Sociedad,es La Liga,19,1999,2,0,29,0.3,0,3.33,0,0,0,0,0,0,3.1,3.1,0,3.1,0.33,0.33,0.67,1,0.25,0.56,0.8,0.25,0.8,Matches,3594a357
709,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35,35,3150,35,0,0,0,0,0,0.09,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,Matches,ac295d9e
710,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,36,32,2839,31.5,0.13,0.1,0.13,0,0,0.03,0,0.13,0.1,0.22,0.13,0.22,0.17,0.17,0.06,0.22,0.16,0.06,0.22,0.16,0.22,Matches,d557d734
711,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,23,22,1888,21,0.52,0.14,0.52,0,0,0.1,0,0.52,0.14,0.67,0.52,0.67,0.34,0.34,0.06,0.4,0.34,0.06,0.4,0.34,0.4,Matches,cc83b74d
712,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,6,1,148,1.6,0,0,0,0,0,0.63,0,0,0,0,0,0,0.06,0.06,0.06,0.13,0.06,0.07,0.12,0.06,0.12,Matches,ccb1c3af
713,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,15,14,1324,14.7,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c9cb972b
714,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,16,7,699,7.8,0,0.13,0,0,0,0.13,0,0,0.13,0.13,0,0.13,0.06,0.06,0.12,0.18,0.06,0.11,0.18,0.06,0.18,Matches,20b3a502
715,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,20,20,1760,19.6,0.05,0,0.05,0,0,0.2,0,0.05,0,0.05,0.05,0.05,0.03,0.03,0.09,0.11,0.03,0.09,0.11,0.03,0.11,Matches,22051fbe
716,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,4,1,102,1.1,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7d841904
717,Anastasios Donis,gr GRE,FWMF,Reims,fr Ligue 1,22,1996,15,6,609,6.8,0,0,0,0,0,0.15,0,0,0,0,0,0,0.16,0.16,0.04,0.19,0.16,0.04,0.2,0.16,0.2,Matches,0f26fd24
718,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,31,20,1684,18.7,0.37,0.11,0.27,0.11,0.11,0.05,0,0.37,0.11,0.48,0.27,0.37,0.35,0.27,0.05,0.33,0.35,0.06,0.41,0.27,0.33,Matches,5592007b
719,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,36,36,3201,35.6,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,08f5afaa
720,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,24,23,2087,23.2,0.04,0,0.04,0,0,0.13,0,0.04,0,0.04,0.04,0.04,0.04,0.04,0,0.04,0.04,0,0.04,0.04,0.04,Matches,67ac5bb8
721,Mathieu Dossevi,tg TOG,MFFW,Toulouse,fr Ligue 1,31,1988,26,20,1751,19.5,0.05,0.1,0.05,0,0,0,0,0.05,0.1,0.15,0.05,0.15,0.09,0.09,0.24,0.32,0.09,0.23,0.32,0.09,0.32,Matches,6421dd73
722,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,24,16,1475,16.4,0.49,0.12,0.49,0,0,0.12,0,0.49,0.12,0.61,0.49,0.61,0.41,0.41,0.09,0.49,0.41,0.09,0.5,0.41,0.5,Matches,dc90cfbe
723,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,26,1993,37,36,3156,35.1,0.11,0.06,0.11,0,0,0.26,0,0.11,0.06,0.17,0.11,0.17,0.15,0.15,0.07,0.23,0.15,0.08,0.23,0.15,0.23,Matches,02b29014
724,Mamadou Doucouré,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7bd5b8fd
725,Moussa Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,24,1994,26,22,1718,19.1,0.1,0.05,0.05,0.05,0.05,0.42,0.05,0.1,0.05,0.16,0.05,0.1,0.15,0.11,0.1,0.21,0.15,0.1,0.25,0.11,0.21,Matches,6481421d
726,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.06,0.06,0,0.06,Matches,9daeac61
727,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,5,450,5,0,0.2,0,0,0,0.2,0,0,0.2,0.2,0,0.2,0,0,0.06,0.06,0,0.06,0.06,0,0.06,Matches,9daeac61
728,Thomas Doyle,eng ENG,MF,Manchester City,eng Premier League,17,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.42,0,0.42,0.42,0.42,Matches,5526deb1
729,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,18,16,1455,16.2,0.06,0.19,0.06,0,0,0.12,0,0.06,0.19,0.25,0.06,0.25,0.07,0.07,0.05,0.12,0.08,0.05,0.12,0.08,0.12,Matches,8954fddc
730,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,15,10,1029,11.4,0,0,0,0,0,0.61,0.09,0,0,0,0,0,0.04,0.04,0.01,0.05,0.04,0.01,0.05,0.04,0.05,Matches,6fd8a334
731,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,31,2790,31,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,085e71a7
732,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,11,7,686,7.6,0,0.53,0,0,0,0.66,0,0,0.52,0.52,0,0.52,0.2,0.2,0.25,0.45,0.2,0.25,0.44,0.2,0.44,Matches,1a992676
733,Dominick Drexler,de GER,MFFW,Köln,de Bundesliga,29,1990,27,18,1587,17.6,0.17,0.23,0.17,0,0,0.28,0,0.17,0.23,0.4,0.17,0.4,0.14,0.14,0.19,0.34,0.14,0.19,0.33,0.14,0.33,Matches,809940aa
