Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
1466,Eduard Löwen,de GER,MFFW,Augsburg,de Bundesliga,22,1997,16,7,671,7.5,0.27,0.13,0.27,0,0,0,0,0.27,0.13,0.4,0.27,0.4,0.09,0.09,0.11,0.2,0.1,0.1,0.2,0.1,0.2,Matches,70678132
1467,Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,7,2,314,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06,0.05,0,0.05,0.05,0.05,Matches,70678132
1468,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17,17,1530,17,0,0.06,0,0,0,0.12,0,0,0.06,0.06,0,0.06,0,0,0.06,0.06,0,0.06,0.06,0,0.06,Matches,9a9c05db
1469,Hirving Lozano,mx MEX,FWMF,Napoli,it Serie A,24,1995,26,10,1025,11.4,0.35,0.09,0.35,0,0,0.26,0,0.35,0.09,0.44,0.35,0.44,0.36,0.36,0.18,0.54,0.36,0.18,0.54,0.36,0.54,Matches,a69e4806
1470,Pol Lozano,es ESP,MFFW,Espanyol,es La Liga,19,1999,5,2,173,1.9,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ea610f00
1471,Jan Luca Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.09,0,0.09,0.09,0.09,Matches,3588d4fe
1472,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,11,1,200,2.2,0.45,0,0.45,0,0,1.36,0,0.45,0,0.45,0.45,0.45,0.14,0.14,0.18,0.32,0.15,0.19,0.34,0.15,0.34,Matches,a99138af
1473,Fabio Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,36,36,3132,34.8,0.09,0,0.09,0,0,0.23,0.03,0.09,0,0.09,0.09,0.09,0.05,0.05,0,0.05,0.05,0,0.05,0.05,0.05,Matches,8efa621b
1474,José Luis Gayà,es ESP,DF,Valencia,es La Liga,24,1995,24,23,1988,22.1,0,0.05,0,0,0,0.23,0,0,0.05,0.05,0,0.05,0.02,0.02,0.08,0.1,0.02,0.08,0.1,0.02,0.1,Matches,b05e2dbd
1475,José Luis Morales,es ESP,FWMF,Levante,es La Liga,32,1987,38,29,2519,28,0.14,0.07,0.14,0,0,0.11,0,0.14,0.07,0.21,0.14,0.21,0.17,0.17,0.15,0.31,0.17,0.15,0.31,0.17,0.31,Matches,4a478107
1476,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,30,28,2480,27.6,0.07,0.04,0.07,0,0,0.18,0,0.07,0.04,0.11,0.07,0.11,0.09,0.09,0.04,0.13,0.09,0.04,0.13,0.09,0.13,Matches,921f6058
1477,José Luis Rodríguez,pa PAN,FW,Alavés,es La Liga,21,1998,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,b333b014
1478,David Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,33,32,2809,31.2,0.06,0.03,0.06,0,0,0.16,0.06,0.06,0.03,0.1,0.06,0.1,0.06,0.06,0.03,0.09,0.06,0.03,0.09,0.06,0.09,Matches,c0e27d1a
1479,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,36,28,2612,29,0.1,0.07,0.1,0,0,0.28,0,0.1,0.07,0.17,0.1,0.17,0.08,0.08,0.05,0.13,0.08,0.05,0.13,0.08,0.13,Matches,6f7d826d
1480,Jordan Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,13,1,396,4.4,0,0.45,0,0,0,0.45,0,0,0.45,0.45,0,0.45,0.02,0.02,0.18,0.2,0.02,0.18,0.2,0.02,0.2,Matches,0cd0e21b
1481,Romelu Lukaku,be BEL,FW,Inter,it Serie A,26,1993,36,33,2979,33.1,0.69,0.06,0.51,0.18,0.18,0.06,0,0.69,0.06,0.76,0.51,0.57,0.61,0.47,0.16,0.63,0.61,0.16,0.77,0.47,0.63,Matches,5eae500a
1482,Dodi Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,21,1997,30,24,2031,22.6,0.31,0.27,0.31,0,0,0.09,0,0.31,0.27,0.58,0.31,0.58,0.27,0.27,0.22,0.49,0.27,0.22,0.49,0.27,0.49,Matches,0c61c77c
1483,Saša Lukić,rs SRB,MF,Torino,it Serie A,22,1996,30,20,1861,20.7,0.05,0.05,0.05,0,0,0.24,0.05,0.05,0.05,0.1,0.05,0.1,0.04,0.04,0.03,0.07,0.04,0.03,0.07,0.04,0.07,Matches,c6e8cf1f
1484,Senad Lulić,ba BIH,DF,Lazio,it Serie A,33,1986,20,20,1573,17.5,0,0.11,0,0,0,0.34,0,0,0.11,0.11,0,0.11,0.06,0.06,0.14,0.2,0.06,0.14,0.2,0.06,0.2,Matches,7fd58fe3
1485,John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,34,26,2458,27.3,0.18,0.11,0.18,0,0,0.18,0,0.18,0.11,0.29,0.18,0.29,0.19,0.19,0.08,0.27,0.19,0.08,0.27,0.19,0.27,Matches,0df2b165
1486,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,22,1996,9,5,529,5.9,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0.01,0,0.01,Matches,997fff07
1487,Arnaud Lusamba,fr FRA,MFFW,Nice,fr Ligue 1,22,1997,15,11,982,10.9,0.09,0.18,0.09,0,0,0.09,0,0.09,0.18,0.27,0.09,0.27,0.06,0.06,0.17,0.22,0.05,0.17,0.22,0.05,0.22,Matches,54131505
1488,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7fe12375
1489,Lyanco,br BRA,DF,Torino,it Serie A,22,1997,17,15,1176,13.1,0,0,0,0,0,0.38,0,0,0,0,0,0,0.01,0.01,0.02,0.04,0.01,0.02,0.04,0.01,0.04,Matches,b5bf1770
1490,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,20,14,1338,14.9,0,0.07,0,0,0,0.27,0,0,0.07,0.07,0,0.07,0.03,0.03,0.09,0.13,0.03,0.09,0.13,0.03,0.13,Matches,5efc5389
1491,Yann M'Vila,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1990,23,21,1942,21.6,0,0.09,0,0,0,0.05,0,0,0.09,0.09,0,0.09,0.02,0.02,0.04,0.06,0.02,0.04,0.06,0.02,0.06,Matches,d4133fa1
1492,Alexis Mac Allister,ar ARG,MFFW,Brighton,eng Premier League,20,1998,9,4,352,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.08,0.15,0.09,0.07,0.16,0.09,0.16,Matches,83d074ff
1493,Darwin Machís,ve VEN,FWMF,Granada,es La Liga,26,1993,36,20,2129,23.7,0.3,0.21,0.25,0.04,0.04,0.21,0,0.3,0.21,0.51,0.25,0.47,0.25,0.22,0.15,0.38,0.25,0.15,0.41,0.22,0.37,Matches,ed6ea4d9
1494,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,1998,2,2,95,1.1,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,0bb6e193
1495,James Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,31,29,2624,29.2,0.21,0.1,0.21,0,0,0.14,0,0.21,0.1,0.31,0.21,0.31,0.17,0.17,0.25,0.42,0.17,0.25,0.42,0.17,0.42,Matches,ee38d9c5
1496,Lisandro Magallán,ar ARG,DF,Alavés,es La Liga,25,1993,17,13,1197,13.3,0.08,0.08,0.08,0,0,0.3,0,0.08,0.08,0.15,0.08,0.15,0.05,0.05,0.05,0.1,0.05,0.05,0.1,0.05,0.1,Matches,01a49bd2
1497,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,22,15,1397,15.5,0,0,0,0,0,0.32,0,0,0,0,0,0,0.03,0.03,0.02,0.05,0.03,0.02,0.05,0.03,0.05,Matches,07767f42
1498,Giangiacomo Magnani,it ITA,DFMF,Brescia,it Serie A,23,1995,2,1,115,1.3,0,0,0,0,0,1.54,0,0,0,0,0,0,0.08,0.08,0,0.08,0.1,0,0.1,0.1,0.1,Matches,cce9f582
1499,Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,8,1,145,1.6,0.63,0,0.63,0,0,0.63,0,0.62,0,0.62,0.62,0.62,0.63,0.63,0.06,0.69,0.63,0.08,0.71,0.63,0.71,Matches,cce9f582
1500,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,8,2,236,2.6,0,0,0,0,0,0.38,0,0,0,0,0,0,0.08,0.08,0.08,0.12,0.06,0.07,0.13,0.06,0.13,Matches,d4d35152
1501,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38,38,3420,38,0.03,0.03,0.03,0,0,0.16,0,0.03,0.03,0.05,0.03,0.05,0.05,0.05,0.02,0.07,0.05,0.01,0.07,0.05,0.07,Matches,d8931174
1502,Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,3,1,152,1.7,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ab99e4a0
1503,Riyad Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,28,1991,33,21,1944,21.6,0.51,0.42,0.46,0.05,0.05,0,0,0.51,0.42,0.93,0.46,0.88,0.33,0.3,0.41,0.7,0.33,0.41,0.74,0.3,0.71,Matches,892d5bb1
1504,Thiago Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,3,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.1,0.1,0,0.1,Matches,91e58f66
1505,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,14,5,535,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.1,0.14,0.04,0.1,0.14,0.04,0.14,Matches,ab700320
1506,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,23,1996,26,26,2266,25.2,0.04,0.08,0.04,0,0,0.28,0,0.04,0.08,0.12,0.04,0.12,0.06,0.06,0.03,0.1,0.07,0.03,0.1,0.07,0.1,Matches,e768de1f
1507,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,24,1995,28,28,2520,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fcb38f57
1508,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,20,15,1386,15.4,0,0.13,0,0,0,0.39,0.06,0,0.13,0.13,0,0.13,0.02,0.02,0.1,0.12,0.02,0.1,0.12,0.02,0.12,Matches,e3a5814e
1509,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,21,6,735,8.2,0.73,0.24,0.73,0,0,0,0,0.73,0.24,0.98,0.73,0.98,0.45,0.45,0.15,0.6,0.45,0.15,0.6,0.45,0.6,Matches,bc0bfc64
1510,Abdul Majeed Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,7,4,371,4.1,0.49,0.24,0.49,0,0,0.24,0,0.49,0.24,0.73,0.49,0.73,0.44,0.44,0.17,0.61,0.44,0.17,0.61,0.44,0.61,Matches,46907171
1511,Žan Majer,si SVN,MF,Lecce,it Serie A,27,1992,27,19,1664,18.5,0.05,0.05,0.05,0,0,0.38,0,0.05,0.05,0.11,0.05,0.11,0.12,0.12,0.08,0.19,0.12,0.07,0.2,0.12,0.2,Matches,bf13975c
1512,Jean-Victor Makengo,fr FRA,MFFW,Toulouse,fr Ligue 1,21,1998,19,12,988,11,0.18,0,0.18,0,0,0.09,0,0.18,0,0.18,0.18,0.18,0.06,0.06,0.11,0.18,0.07,0.11,0.18,0.07,0.18,Matches,22bfb57e
1513,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,24,1995,35,33,2895,32.2,0.06,0,0.06,0,0,0.16,0,0.06,0,0.06,0.06,0.06,0.1,0.1,0.03,0.12,0.1,0.03,0.12,0.1,0.12,Matches,00b28772
1514,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,27,1991,22,20,1799,20,0.05,0.05,0.05,0,0,0.15,0.05,0.05,0.05,0.1,0.05,0.1,0.03,0.03,0.03,0.07,0.04,0.03,0.07,0.04,0.07,Matches,16b9d5cf
1515,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,4,3,256,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.11,0.01,0.09,0.1,0.01,0.1,Matches,d6a889ea
1516,Daniel Maldini,it ITA,FWMF,Milan,it Serie A,17,2001,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,801831fe
1517,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,26,1993,34,12,1535,17.1,0.47,0.18,0.47,0,0.06,0.41,0.06,0.47,0.18,0.64,0.47,0.64,0.27,0.23,0.29,0.52,0.28,0.29,0.57,0.23,0.52,Matches,48d5bd33
1518,Yunus Mallı,tr TUR,FWMF,Union Berlin,de Bundesliga,27,1992,13,9,673,7.5,0,0.13,0,0,0,0.13,0,0,0.13,0.13,0,0.13,0.09,0.09,0.09,0.2,0.1,0.1,0.2,0.1,0.2,Matches,f3722c97
1519,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,27,22,1965,21.8,0,0.05,0,0,0,0.32,0,0,0.05,0.05,0,0.05,0.01,0.01,0.09,0.09,0.01,0.08,0.09,0.01,0.09,Matches,cb574619
1520,Streli Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,24,18,1521,16.9,0.3,0.12,0.3,0,0,0.3,0,0.3,0.12,0.41,0.3,0.41,0.27,0.27,0.08,0.35,0.27,0.08,0.35,0.27,0.35,Matches,625e41b1
1521,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,2,1,141,1.6,0.63,0,0.63,0,0,0,0,0.64,0,0.64,0.64,0.64,0.06,0.06,0.06,0.13,0.09,0.06,0.16,0.09,0.16,Matches,0f86995c
1522,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22,22,1980,22,0,0,0,0,0,0.05,0,0,0,0,0,0,0.01,0.01,0.05,0.05,0.01,0.05,0.06,0.01,0.06,Matches,c26a3918
1523,Gianluca Mancini,it ITA,DFMF,Roma,it Serie A,23,1996,32,31,2740,30.4,0.03,0,0.03,0,0,0.53,0.03,0.03,0,0.03,0.03,0.03,0.09,0.09,0.02,0.11,0.08,0.02,0.11,0.08,0.11,Matches,5aa53281
1524,Marco Mancosu,it ITA,MFFW,Lecce,it Serie A,30,1988,33,28,2440,27.1,0.52,0.07,0.18,0.33,0.41,0.11,0,0.52,0.07,0.59,0.18,0.26,0.56,0.25,0.15,0.4,0.56,0.15,0.71,0.25,0.4,Matches,2c3a6c21
1525,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,27,27,2370,26.3,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1d2d5cc8
1526,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,16,12,1110,12.3,0,0,0,0,0,0.33,0,0,0,0,0,0,0.01,0.01,0.03,0.04,0,0.03,0.04,0,0.04,Matches,c20bdcd7
1527,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,27,1991,29,29,2576,28.6,0,0,0,0,0,0.31,0,0,0,0,0,0,0.04,0.04,0.03,0.07,0.04,0.03,0.07,0.04,0.07,Matches,fbd6378b
1528,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,26,24,2050,22.8,0,0.09,0,0,0,0.09,0,0,0.09,0.09,0,0.09,0.17,0.17,0.13,0.29,0.17,0.13,0.29,0.17,0.29,Matches,c7259b83
1529,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,27,1992,35,31,2747,30.5,0.59,0.23,0.59,0,0,0.1,0,0.59,0.23,0.82,0.59,0.82,0.45,0.45,0.24,0.69,0.45,0.24,0.69,0.45,0.69,Matches,c691bfe2
1530,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,8,8,673,7.5,0,0,0,0,0,0.4,0.13,0,0,0,0,0,0.03,0.03,0,0.03,0.02,0,0.02,0.02,0.02,Matches,f520049f
1531,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,24,21,1871,20.8,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.19,0.1,0.19,0.09,0.09,0.17,0.26,0.09,0.17,0.26,0.09,0.26,Matches,c801616a
1532,Massimiliano Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,13,11,972,10.8,0,0,0,0,0,0.19,0,0,0,0,0,0,0.02,0.02,0.01,0.03,0.02,0.01,0.02,0.02,0.02,Matches,33914f14
1533,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,26,25,2176,24.2,0.17,0,0.17,0,0,0.08,0,0.17,0,0.17,0.17,0.17,0.07,0.07,0,0.07,0.07,0,0.07,0.07,0.07,Matches,c707411f
1534,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,21,18,1599,17.8,0,0.06,0,0,0,0.28,0,0,0.06,0.06,0,0.06,0.01,0.01,0.02,0.02,0,0.02,0.02,0,0.02,Matches,758dd7f0
1535,Giacomo Manzari,it ITA,FWMF,Sassuolo,it Serie A,18,2000,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d8dfae8a
1536,Myziane Maolida,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,18,7,675,7.5,0.13,0.27,0.13,0,0,0,0,0.13,0.27,0.4,0.13,0.4,0.27,0.27,0.24,0.51,0.27,0.24,0.51,0.27,0.51,Matches,706a60e1
1537,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,23,23,1803,20,0.15,0.05,0.15,0,0,0.15,0,0.15,0.05,0.2,0.15,0.2,0.03,0.03,0.05,0.07,0.02,0.05,0.07,0.02,0.07,Matches,e54a9890
1538,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,30,1989,11,11,829,9.2,0,0.11,0,0,0,0.11,0.22,0,0.11,0.11,0,0.11,0.01,0.01,0.14,0.16,0.01,0.15,0.16,0.01,0.16,Matches,9ae9eaea
1539,Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,15,15,1296,14.4,0.07,0.14,0.07,0,0,0.14,0,0.07,0.14,0.21,0.07,0.21,0.03,0.03,0.15,0.17,0.03,0.14,0.17,0.03,0.17,Matches,603116a7
1540,Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,17,17,1503,16.7,0,0,0,0,0,0.24,0,0,0,0,0,0,0.03,0.03,0,0.04,0.03,0,0.03,0.03,0.03,Matches,e3d0b0c4
1541,Solly March,eng ENG,DFFW,Brighton,eng Premier League,25,1994,19,11,1143,12.7,0,0.08,0,0,0,0.16,0,0,0.08,0.08,0,0.08,0.11,0.11,0.06,0.17,0.11,0.06,0.17,0.11,0.17,Matches,bb5fbd2b
1542,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,23,21,1897,21.1,0,0.05,0,0,0,0.24,0,0,0.05,0.05,0,0.05,0.08,0.08,0.04,0.12,0.08,0.04,0.12,0.08,0.12,Matches,8650af85
1543,Óscar de Marcos,es ESP,DFFW,Athletic Club,es La Liga,30,1989,13,6,541,6,0,0.17,0,0,0,0.17,0,0,0.17,0.17,0,0.17,0.02,0.02,0.17,0.17,0.01,0.16,0.17,0.01,0.17,Matches,9f323c71
1544,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5d93ccee
1545,Miguel Marí,es ESP,MF,Eibar,es La Liga,22,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d70a3661
1546,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25,1993,2,2,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,aa54ec6f
1547,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,21,19,1755,19.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0.03,0.03,0,0.03,0.03,0,0.03,0.03,0.03,Matches,f0da930c
1548,Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,5,0,45,0.5,2,0,2,0,0,2,0,2,0,2,2,2,1,1,0,1,1,0.07,1.07,1,1.07,Matches,5c4dc0ff
1549,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,20,15,1513,16.8,0,0,0,0,0,0.36,0.06,0,0,0,0,0,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.04,Matches,8aa5f52c
1550,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,27,1991,8,1,201,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0.01,0.17,0.18,0.01,0.18,Matches,0d2158d5
1551,Federico Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches,66a9470c
1552,Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,12,9,852,9.5,0,0,0,0,0,0.11,0,0,0,0,0,0,0.06,0.06,0.03,0.09,0.06,0.03,0.09,0.06,0.09,Matches,b7f2edff
1553,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d9764034
1554,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,20,20,1753,19.5,0.1,0,0.1,0,0,0.1,0,0.1,0,0.1,0.1,0.1,0.08,0.08,0,0.08,0.08,0,0.08,0.08,0.08,Matches,d9764034
1555,Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,23,21,1818,20.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0.04,0.04,0.03,0.08,0.05,0.03,0.08,0.05,0.08,Matches,cdf65d12
1556,Omar Marmoush,eg EGY,MFFW,Wolfsburg,de Bundesliga,20,1999,5,0,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0.11,0.09,0,0.09,0.09,0.09,Matches,0e0102eb
1557,Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,5,1,181,2,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0.55,0.15,0.3,0.45,0.55,0.29,0.84,0.17,0.46,Matches,e01ca8f4
1558,Marquinhos,br BRA,MFDF,Paris S-G,fr Ligue 1,25,1994,19,15,1476,16.4,0.18,0.06,0.18,0,0,0.06,0,0.18,0.06,0.24,0.18,0.24,0.11,0.11,0.03,0.14,0.11,0.03,0.14,0.11,0.14,Matches,d5f2f82b
1559,Bruno Martella,it ITA,DFMF,Brescia,it Serie A,26,1992,24,13,1270,14.1,0,0,0,0,0,0.21,0,0,0,0,0,0,0.02,0.02,0.09,0.11,0.02,0.09,0.11,0.02,0.11,Matches,1e12c53b
1560,Roger Martí,es ESP,FW,Levante,es La Liga,28,1991,36,26,2267,25.2,0.44,0.04,0.28,0.16,0.16,0.24,0.04,0.44,0.04,0.48,0.28,0.32,0.41,0.29,0.11,0.4,0.41,0.11,0.52,0.29,0.4,Matches,0ae4e09a
1561,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,32,31,2624,29.2,0.58,0.21,0.58,0,0.03,0.03,0,0.58,0.21,0.79,0.58,0.79,0.37,0.35,0.14,0.49,0.37,0.14,0.51,0.35,0.49,Matches,8b788c01
1562,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,22,1997,22,21,1792,19.9,0,0,0,0,0,0.1,0,0,0,0,0,0,0.01,0.01,0.17,0.18,0.01,0.17,0.18,0.01,0.18,Matches,2f3e911a
1563,Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,6,5,531,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.01,0.01,0,0.01,Matches,4df0dff8
1564,David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,5,4,436,4.8,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,07666c20
1565,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,3,1,113,1.3,0,0,0,0,0,0.77,0,0,0,0,0,0,0.08,0.08,0.15,0.15,0.06,0.14,0.2,0.06,0.2,Matches,468fdbad
1566,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,3,3,247,2.7,0,0,0,0,0.37,0,0,0,0,0,0,0,0.3,0,0.11,0.11,0.28,0.09,0.37,0,0.09,Matches,468fdbad
1567,Josh Martin,eng ENG,FWMF,Norwich City,eng Premier League,17,2001,5,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0.75,0.75,0,0.75,0.75,0.75,Matches,3f072a68
1568,Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,14,6,663,7.4,0.41,0,0.41,0,0,0.14,0,0.41,0,0.41,0.41,0.41,0.31,0.31,0.04,0.34,0.31,0.04,0.34,0.31,0.34,Matches,48a5a5d6
1569,Álex Martínez,es ESP,DF,Granada,es La Liga,28,1990,1,0,15,0.2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches,e1c805cf
1570,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,9,8,771,8.6,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7956236f
1571,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,28,1991,33,33,2970,33,0.03,0.03,0.03,0,0,0.3,0,0.03,0.03,0.06,0.03,0.06,0.05,0.05,0.03,0.08,0.05,0.03,0.08,0.05,0.08,Matches,3fc45c73
1572,Javi Martínez,es ESP,MF,Osasuna,es La Liga,19,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3672b352
1573,Javi Martínez,es ESP,DFMF,Bayern Munich,de Bundesliga,30,1988,16,6,675,7.5,0,0,0,0,0,0.67,0.13,0,0,0,0,0,0.03,0.03,0,0.03,0.02,0.01,0.03,0.02,0.03,Matches,7f97771d
1574,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,21,1997,35,29,2452,27.2,0.51,0.11,0.44,0.07,0.11,0.29,0.04,0.51,0.11,0.62,0.44,0.55,0.58,0.5,0.1,0.6,0.58,0.1,0.68,0.5,0.6,Matches,f7036e1c
1575,Pablo Martínez,es ESP,MFFW,Levante,es La Liga,21,1998,5,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.19,0.33,0.51,0.19,0.51,Matches,ecc77652
