Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
35,Michael Agazzi,it ITA,GK,Cagliari,it Serie A,28,1984,35,35,3099,34.4,0,0,0,0,0,0.06,0.03,0,0,0,0,0,Matches,0eda0ab8
36,Gabby Agbonlahor,eng ENG,FWMF,Aston Villa,eng Premier League,25,1986,28,24,2187,24.3,0.37,0.12,0.37,0,0,0.16,0,0.37,0.12,0.49,0.37,0.49,Matches,db80f5f1
37,Daniel Agger,dk DEN,DF,Liverpool,eng Premier League,27,1984,35,35,3098,34.4,0.09,0,0.09,0,0,0.09,0.03,0.09,0,0.09,0.09,0.09,Matches,f1ea4af0
38,Imanol Agirretxe,es ESP,FW,Real Sociedad,es La Liga,25,1987,34,22,2060,22.9,0.57,0.26,0.57,0,0,0.09,0,0.57,0.26,0.83,0.57,0.83,Matches,c84c1afc
39,Federico Agliardi,it ITA,GK,Bologna,it Serie A,29,1983,22,20,1898,21.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,18b0ad94
40,Salvador Agra,pt POR,FWMF,Siena,it Serie A,20,1991,8,3,309,3.4,0,0.59,0,0,0,0,0,0,0.58,0.58,0,0.58,Matches,a130741a
41,Salvador Agra,pt POR,FWMF,Betis,es La Liga,20,1991,10,7,506,5.6,0.18,0,0.18,0,0,0.54,0,0.18,0,0.18,0.18,0.18,Matches,a130741a
42,Tarsicio Aguado,es ESP,MF,Zaragoza,es La Liga,17,1994,1,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,345ebb78
43,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,24,1988,30,22,1941,21.6,0.56,0.09,0.46,0.09,0.09,0.09,0,0.56,0.09,0.65,0.46,0.56,Matches,4d034881
44,Abel Aguilar,co COL,MF,La Coruña,es La Liga,27,1985,28,27,2411,26.8,0.11,0.11,0.11,0,0,0.49,0.04,0.11,0.11,0.22,0.11,0.22,Matches,6936b41b
45,Kemy Agustien,cw CUW,DFMF,Swansea City,eng Premier League,25,1986,18,4,578,6.4,0,0.16,0,0,0,0.31,0,0,0.16,0.16,0,0.16,Matches,027a5151
46,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,21,1990,25,14,1535,17.1,0,0.06,0,0,0,0.12,0,0,0.06,0.06,0,0.06,Matches,fe0b8f0e
47,Ali Ahamada,km COM,GK,Toulouse,fr Ligue 1,20,1991,36,35,3154,35,0.03,0,0.03,0,0,0.03,0.03,0.03,0,0.03,0.03,0.03,Matches,0b64b1e6
48,Karim El Ahmadi,ma MAR,MF,Aston Villa,eng Premier League,27,1985,20,12,1176,13.1,0.08,0,0.08,0,0,0.38,0,0.08,0,0.08,0.08,0.08,Matches,0ff9eabc
49,Said Ahmed Said,it ITA,FW,Genoa,it Serie A,19,1993,5,0,126,1.4,0.71,0.71,0.71,0,0,0,0,0.71,0.71,1.43,0.71,1.43,Matches,99cc6628
50,Stefan Aigner,de GER,FWMF,Eint Frankfurt,de Bundesliga,24,1987,34,34,2810,31.2,0.29,0.22,0.29,0,0,0.1,0,0.29,0.22,0.51,0.29,0.51,Matches,17cc3f63
51,Karim Aït-Fana,ma MAR,FWMF,Montpellier,fr Ligue 1,23,1989,8,3,283,3.1,0,0.65,0,0,0,0,0,0,0.64,0.64,0,0.64,Matches,e4f090b8
52,Nathan Aké,nl NED,DFMF,Chelsea,eng Premier League,17,1995,3,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,eaeca114
53,Jean-Daniel Akpa-Akpro,ci CIV,DFMF,Toulouse,fr Ligue 1,19,1992,19,13,1300,14.4,0.07,0,0.07,0,0,0.28,0,0.07,0,0.07,0.07,0.07,Matches,fdf4b948
54,Joseph Akpala,ng NGA,FW,Werder Bremen,de Bundesliga,25,1986,21,3,464,5.2,0.19,0.19,0.19,0,0,0.19,0,0.19,0.19,0.39,0.19,0.39,Matches,a1737fe0
55,Hope Akpan,ng NGA,MF,Reading,eng Premier League,20,1991,9,6,471,5.2,0,0.58,0,0,0,0,0,0,0.57,0.57,0,0.57,Matches,1ccbca79
56,David Alaba,at AUT,DFMF,Bayern Munich,de Bundesliga,20,1992,23,22,1993,22.1,0.14,0.14,0.05,0.09,0.14,0,0,0.14,0.14,0.27,0.05,0.18,Matches,05439de2
57,Javi Álamo,es ESP,FWMF,Zaragoza,es La Liga,23,1988,7,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ffd69308
58,Jordi Alba,es ESP,DFMF,Barcelona,es La Liga,23,1989,29,27,2497,27.7,0.07,0.18,0.07,0,0,0.11,0,0.07,0.18,0.25,0.07,0.25,Matches,4.60E+197
59,David Albelda,es ESP,DFMF,Valencia,es La Liga,34,1977,18,16,1188,13.2,0,0,0,0,0,0.83,0,0,0,0,0,0,Matches,def14f68
60,Raúl Albiol,es ESP,DF,Real Madrid,es La Liga,26,1985,18,14,1380,15.3,0.07,0,0.07,0,0,0.39,0,0.07,0,0.07,0.07,0.07,Matches,4bd414c1
61,Marc Albrighton,eng ENG,DFFW,Aston Villa,eng Premier League,22,1989,9,4,429,4.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b827d5b3
62,Tim Albutat,de GER,MF,Freiburg,de Bundesliga,19,1992,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d1dcf180
63,Paco Alcácer,es ESP,FW,Getafe,es La Liga,18,1993,20,6,694,7.7,0.39,0,0.39,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches,a7a9d95a
64,Thiago Alcántara,es ESP,MF,Barcelona,es La Liga,21,1991,27,15,1415,15.7,0.13,0.25,0.13,0,0,0.25,0,0.13,0.25,0.38,0.13,0.38,Matches,77e84962
65,Antolín Alcaraz,py PAR,DF,Wigan Athletic,eng Premier League,30,1982,10,8,691,7.7,0,0,0,0,0,0.26,0,0,0,0,0,0,Matches,cee38e27
66,Pablo Alcolea,es ESP,GK,Zaragoza,es La Liga,23,1989,2,1,103,1.1,0,0,0,0,0,0.91,0,0,0,0,0,0,Matches,7d093d18
67,Danijel Aleksić,rs SRB,FWMF,Saint-Étienne,fr Ligue 1,21,1991,2,0,45,0.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches,d68cb24c
68,Romain Alessandrini,fr FRA,FWMF,Rennes,fr Ligue 1,23,1989,22,20,1565,17.4,0.57,0.34,0.57,0,0,0.11,0,0.58,0.35,0.92,0.58,0.92,Matches,7a7610d2
69,Alex,br BRA,DF,Paris S-G,fr Ligue 1,30,1982,24,22,2060,22.9,0.09,0,0.09,0,0,0.09,0,0.09,0,0.09,0.09,0.09,Matches,58721835
70,Alexis,es ESP,DF,Getafe,es La Liga,26,1985,26,25,2246,25,0.12,0,0.12,0,0,0.44,0.08,0.12,0,0.12,0.12,0.12,Matches,db0cd1ae
71,Alejandro Alfaro,es ESP,FWMF,Mallorca,es La Liga,25,1986,27,13,1302,14.5,0.41,0.07,0.41,0,0,0.07,0,0.41,0.07,0.48,0.41,0.48,Matches,7c293728
72,Christian Alfonso,es ESP,MF,Espanyol,es La Liga,23,1989,13,2,313,3.5,0,0,0,0,0,0.29,0,0,0,0,0,0,Matches,ecfe11fd
73,Jérémie Aliadière,fr FRA,FWMF,Lorient,fr Ligue 1,29,1983,31,31,2647,29.4,0.51,0.27,0.44,0.07,0.07,0.14,0,0.51,0.27,0.78,0.44,0.71,Matches,68ef3d96
74,Felipe Aliste Lopes,br BRA,DF,Stuttgart,de Bundesliga,24,1987,3,3,270,3,0,0,0,0,0,0.33,0,0,0,0,0,0,Matches,ffc33b67
75,Felipe Aliste Lopes,br BRA,DF,Wolfsburg,de Bundesliga,24,1987,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ffc33b67
76,Allan,br BRA,DFMF,Udinese,it Serie A,21,1991,36,33,3039,33.8,0,0.18,0,0,0,0.18,0,0,0.18,0.18,0,0.18,Matches,cc700722
77,Joe Allen,wls WAL,MF,Liverpool,eng Premier League,22,1990,27,21,1920,21.3,0,0,0,0,0,0.09,0,0,0,0,0,0,Matches,9feb8f24
78,Robert Almer,at AUT,GK,Düsseldorf,de Bundesliga,28,1984,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6dcb6839
79,Sergio Almirón,ar ARG,MF,Catania,it Serie A,31,1980,30,26,1947,21.6,0.19,0,0.19,0,0,0.23,0,0.18,0,0.18,0.18,0.18,Matches,ce05fadf
80,Paul Alo'o,cm CMR,FW,Nancy,fr Ligue 1,28,1983,23,13,1232,13.7,0.22,0,0.22,0,0.07,0.07,0,0.22,0,0.22,0.22,0.22,Matches,5b37963b
81,Alejandro Alonso,ar ARG,MF,Saint-Étienne,fr Ligue 1,30,1982,10,1,198,2.2,0,0.45,0,0,0,0.45,0.45,0,0.45,0.45,0,0.45,Matches,52c2dde2
82,Xabi Alonso,es ESP,MF,Real Madrid,es La Liga,30,1981,28,22,2149,23.9,0,0.21,0,0,0.04,0.46,0,0,0.21,0.21,0,0.21,Matches,dc001a06
83,Cristian Álvarez,ar ARG,GK,Espanyol,es La Liga,26,1985,18,18,1597,17.7,0,0,0,0,0,0.34,0,0,0,0,0,0,Matches,87e89eb4
84,Pablo Álvarez,ar ARG,DF,Catania,it Serie A,28,1984,27,26,2194,24.4,0,0,0,0,0,0.29,0.04,0,0,0,0,0,Matches,1226cc4f
85,Ricky Álvarez,ar ARG,MF,Inter,it Serie A,24,1988,23,12,1182,13.1,0.38,0.08,0.31,0.08,0.15,0,0,0.38,0.08,0.46,0.3,0.38,Matches,92a5ac34
86,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,25,1986,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8875b8c9
87,Víctor Álvarez,es ESP,DFMF,Espanyol,es La Liga,19,1993,18,13,1146,12.7,0,0.16,0,0,0,0.16,0.08,0,0.16,0.16,0,0.16,Matches,563f3469
88,Dani Alves,br BRA,DFMF,Barcelona,es La Liga,29,1983,30,26,2265,25.2,0,0.24,0,0,0,0.08,0,0,0.24,0.24,0,0.24,Matches,c9e99e49
89,Diego Alves,br BRA,GK,Valencia,es La Liga,27,1985,24,24,2160,24,0,0,0,0,0,0,0,0,0,0,0,0,Matches,12421a7c
90,Ibrahim Amadou,fr FRA,DFMF,Nancy,fr Ligue 1,19,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9260926b
91,Morgan Amalfitano,fr FRA,MF,Marseille,fr Ligue 1,27,1985,26,20,1638,18.2,0.05,0.16,0.05,0,0,0.22,0,0.05,0.16,0.22,0.05,0.22,Matches,ab914649
92,Jordi Amat,es ESP,DF,Rayo Vallecano,es La Liga,20,1992,27,26,2193,24.4,0.04,0,0.04,0,0,0.49,0,0.04,0,0.04,0.04,0.04,Matches,d70a2141
93,Amauri,it ITA,FW,Parma,it Serie A,32,1980,33,26,2263,25.1,0.4,0.16,0.36,0.04,0.04,0.12,0,0.4,0.16,0.56,0.36,0.52,Matches,b6d4bf9d
94,Antonio Amaya,es ESP,DF,Betis,es La Liga,29,1983,28,26,2353,26.1,0,0,0,0,0,0.27,0.08,0,0,0,0,0,Matches,cfe5ba41
95,Massimo Ambrosini,it ITA,MF,Milan,it Serie A,35,1977,20,16,1237,13.7,0,0.07,0,0,0,0.73,0.07,0,0.07,0.07,0,0.07,Matches,26b20735
96,Marco Amelia,it ITA,GK,Milan,it Serie A,30,1982,11,10,976,10.8,0,0,0,0,0,0.19,0,0,0,0,0,0,Matches,54da8e59
97,Sammy Ameobi,eng ENG,FWMF,Newcastle Utd,eng Premier League,20,1992,8,1,236,2.6,0,0.38,0,0,0,0.38,0,0,0.38,0.38,0,0.38,Matches,acd61628
98,Shola Ameobi,ng NGA,FW,Newcastle Utd,eng Premier League,30,1981,23,4,686,7.6,0.13,0.13,0.13,0,0,0.66,0,0.13,0.13,0.26,0.13,0.26,Matches,e79a368b
99,Fernando Amorebieta,ve VEN,DF,Athletic Club,es La Liga,27,1985,11,10,886,9.8,0,0,0,0,0,0.51,0.1,0,0,0,0,0,Matches,b2bbc0ec
100,Álvaro Ampuero,pe PER,DFMF,Parma,it Serie A,19,1992,5,4,298,3.3,0,0,0,0,0,0.3,0,0,0,0,0,0,Matches,7b485136
101,Mohamed Amsif,ma MAR,GK,Augsburg,de Bundesliga,23,1989,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5c3f2927
102,Stephan Andersen,dk DEN,GK,Evian,fr Ligue 1,30,1981,9,8,797,8.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches,314c2af0
103,Anderson,br BRA,MF,Manchester Utd,eng Premier League,24,1988,17,9,824,9.2,0.11,0.11,0.11,0,0,0.11,0,0.11,0.11,0.22,0.11,0.22,Matches,ffcbeb74
104,Benjamin André,fr FRA,DFMF,Ajaccio,fr Ligue 1,21,1990,27,19,1698,18.9,0,0.11,0,0,0,0.26,0.05,0,0.11,0.11,0,0.11,Matches,ef9c1c95
105,Leon Andreasen,dk DEN,DFMF,Hannover 96,de Bundesliga,29,1983,5,4,260,2.9,0.69,0,0.69,0,0,0.34,0,0.69,0,0.69,0.69,0.69,Matches,8a000de5
106,Marco Andreolli,it ITA,DF,Chievo,it Serie A,26,1986,28,28,2492,27.7,0.07,0,0.07,0,0,0.18,0.04,0.07,0,0.07,0.07,0.07,Matches,13d820de
107,Mariano Andújar,ar ARG,GK,Catania,it Serie A,29,1983,34,34,3060,34,0,0,0,0,0,0,0.03,0,0,0,0,0,Matches,609cd867
108,Nicolas Anelka,fr FRA,FW,Juventus,it Serie A,33,1979,2,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,931ed5e9
109,Juan Ángel Albín,uy URU,FWMF,Espanyol,es La Liga,26,1986,7,2,225,2.5,0.4,0,0.4,0,0,0.8,0.4,0.4,0,0.4,0.4,0.4,Matches,6be43cc9
110,Miguel Ángel Moyá,es ESP,GK,Getafe,es La Liga,28,1984,32,32,2801,31.1,0,0,0,0,0,0.03,0.03,0,0,0,0,0,Matches,011d8c56
111,José Ángel,es ESP,DF,Real Sociedad,es La Liga,22,1989,11,2,248,2.8,0,0,0,0,0,0.71,0,0,0,0,0,0,Matches,3024e383
112,Gabriele Angella,it ITA,DF,Udinese,it Serie A,23,1989,14,11,1073,11.9,0.34,0,0.34,0,0,0.34,0,0.34,0,0.34,0.34,0.34,Matches,0c971997
113,Ângelo,br BRA,DFMF,Siena,it Serie A,31,1981,28,27,2189,24.3,0.04,0.12,0.04,0,0,0.16,0,0.04,0.12,0.16,0.04,0.16,Matches,376fa7e6
114,Benjamin Angoua,ci CIV,DF,Valenciennes,fr Ligue 1,25,1986,24,23,2109,23.4,0,0,0,0,0,0.38,0.04,0,0,0,0,0,Matches,de715534
115,Aldo Angoula,fr FRA,DF,Evian,fr Ligue 1,31,1981,22,18,1686,18.7,0.05,0,0.05,0,0,0.32,0,0.05,0,0.05,0.05,0.05,Matches,301a013a
116,Gaël Angoula,fr FRA,DFMF,Bastia,fr Ligue 1,30,1982,18,15,1307,14.5,0,0.07,0,0,0,0.41,0.07,0,0.07,0.07,0,0.07,Matches,504d4bb0
117,Brayan Angulo,co COL,DFMF,Granada,es La Liga,22,1989,15,4,582,6.5,0.15,0,0.15,0,0,0.15,0,0.15,0,0.15,0.15,0.15,Matches,af31b77b
118,Victor Anichebe,ng NGA,FW,Everton,eng Premier League,24,1988,26,19,1712,19,0.32,0.21,0.32,0,0,0.11,0,0.32,0.21,0.53,0.32,0.53,Matches,4aed5c19
119,Kévin Anin,fr FRA,MF,Nice,fr Ligue 1,26,1986,13,10,911,10.1,0.1,0,0.1,0,0,0.3,0,0.1,0,0.1,0.1,0.1,Matches,9b040de4
120,Vurnon Anita,cw CUW,DFMF,Newcastle Utd,eng Premier League,23,1989,25,17,1733,19.3,0,0.05,0,0,0,0.16,0,0,0.05,0.05,0,0.05,Matches,2d368fd5
121,Anthony Annan,gh GHA,MF,Osasuna,es La Liga,26,1986,6,5,382,4.2,0,0,0,0,0,0.24,0,0,0,0,0,0,Matches,1c524d4a
122,Ion Ansotegi,es ESP,DF,Real Sociedad,es La Liga,30,1982,7,4,371,4.1,0,0.24,0,0,0,0.98,0,0,0.24,0.24,0,0.24,Matches,72b26e8e
123,Mirco Antenucci,it ITA,FW,Catania,it Serie A,27,1984,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,43a2e16c
124,Luca Antonelli,it ITA,DFMF,Genoa,it Serie A,25,1987,33,32,2812,31.2,0.03,0.16,0.03,0,0,0.22,0,0.03,0.16,0.19,0.03,0.19,Matches,40f0ed6c
125,Luca Antonini,it ITA,DFMF,Milan,it Serie A,29,1982,6,5,422,4.7,0,0,0,0,0,0.21,0,0,0,0,0,0,Matches,09952eb7
126,José Antonio Reyes,es ESP,MF,Sevilla,es La Liga,28,1983,26,20,1646,18.3,0.22,0.33,0.22,0,0,0.11,0.05,0.22,0.33,0.55,0.22,0.55,Matches,19058f02
127,Juan Antonio,ar ARG,FWMF,Sampdoria,it Serie A,24,1988,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fca7c577
128,Marcos Antônio,br BRA,DF,Nürnberg,de Bundesliga,29,1983,1,1,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,043ad077
129,Mikael Antonsson,se SWE,DF,Bologna,it Serie A,31,1981,31,31,2731,30.3,0,0,0,0,0,0.23,0,0,0,0,0,0,Matches,f2d791b6
130,Vitorino Antunes,pt POR,DF,Málaga,es La Liga,25,1987,11,10,945,10.5,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.19,0.1,0.19,Matches,3e4f735d
131,Dennis Aogo,de GER,DFMF,Hamburger SV,de Bundesliga,25,1987,27,22,1956,21.7,0.09,0.18,0.09,0,0,0.09,0,0.09,0.18,0.28,0.09,0.28,Matches,c311243f
132,Dudu Aouate,il ISR,GK,Mallorca,es La Liga,34,1977,35,35,3121,34.7,0,0,0,0,0,0.06,0,0,0,0,0,0,Matches,4d1b3701
133,Onyekachi Apam,ng NGA,DF,Rennes,fr Ligue 1,25,1986,11,8,748,8.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,40965cd3
134,Apoño,es ESP,MF,Zaragoza,es La Liga,28,1984,32,29,2553,28.4,0.32,0.11,0.07,0.25,0.25,0.35,0,0.32,0.11,0.42,0.07,0.18,Matches,02503ca3
135,Fabrice Apruzesse,fr FRA,FW,Marseille,fr Ligue 1,27,1985,1,0,18,0.2,0,0,0,0,0,5,0,0,0,0,0,0,Matches,741f3653
136,Alberto Aquilani,it ITA,MF,Fiorentina,it Serie A,28,1984,25,20,1662,18.5,0.38,0.32,0.38,0,0.05,0.32,0.05,0.38,0.32,0.7,0.38,0.7,Matches,ad340e17
137,Dani Aquino,es ESP,FWMF,Atlético Madrid,es La Liga,22,1990,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,060a66fb
138,Youssef El-Arabi,ma MAR,FW,Granada,es La Liga,25,1987,31,23,1982,22,0.36,0.05,0.32,0.05,0.05,0.18,0,0.36,0.05,0.41,0.32,0.36,Matches,c63f6e46
139,Manuel Arana,es ESP,MF,Rayo Vallecano,es La Liga,27,1984,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,81fac4d9
140,Carlos Aranda,es ESP,FW,Granada,es La Liga,32,1980,17,9,869,9.7,0.1,0.1,0.1,0,0,0.41,0,0.1,0.1,0.21,0.1,0.21,Matches,2b60c45d
141,Carlos Aranda,es ESP,FW,Zaragoza,es La Liga,32,1980,11,2,422,4.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2b60c45d
142,Juan Arango,ve VEN,MF,M'Gladbach,de Bundesliga,32,1980,31,31,2720,30.2,0.17,0.17,0.17,0,0,0.07,0,0.17,0.17,0.33,0.17,0.33,Matches,49c057c9
143,Daniel Aranzubia,es ESP,GK,La Coruña,es La Liga,32,1979,35,35,3084,34.3,0,0,0,0,0,0.12,0.03,0,0,0,0,0,Matches,0e9ce3e0
144,Álvaro Arbeloa,es ESP,DF,Real Madrid,es La Liga,29,1983,26,25,2070,23,0,0.09,0,0,0,0.3,0,0,0.09,0.09,0,0.09,Matches,6dc73abd
145,Anaitz Arbilla,es ESP,DF,Rayo Vallecano,es La Liga,25,1987,11,8,788,8.8,0,0,0,0,0,0.11,0,0,0,0,0,0,Matches,850c0a0d
146,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,19,1993,2,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2f965a72
147,Egidio Arévalo,uy URU,MF,Palermo,it Serie A,30,1982,27,22,2018,22.4,0.09,0.09,0.09,0,0,0.04,0,0.09,0.09,0.18,0.09,0.18,Matches,eb65c8f9
148,Lorenzo Ariaudo,it ITA,DF,Cagliari,it Serie A,23,1989,17,15,1416,15.7,0,0,0,0,0,0.19,0,0,0,0,0,0,Matches,68b78c2a
149,Javier Arizmendi,es ESP,FWMF,Mallorca,es La Liga,28,1984,21,5,810,9,0.22,0.11,0.22,0,0,0.56,0,0.22,0.11,0.33,0.22,0.33,Matches,14a6c075
