Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
753,Fousseni Diawara,ml MLI,DF,Ajaccio,fr Ligue 1,31,1980,21,18,1621,18,0.11,0,0.11,0,0,0.06,0.06,0.11,0,0.11,0.11,0.11,Matches,e6d582ed
754,Souleymane Diawara,sn SEN,DF,Marseille,fr Ligue 1,33,1978,11,8,757,8.4,0.12,0,0.12,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches,c1de9074
755,Ayoze Díaz Díaz,es ESP,DFMF,La Coruña,es La Liga,30,1982,14,11,1003,11.1,0,0,0,0,0,0.36,0,0,0,0,0,0,Matches,b7209bcc
756,Cata Díaz,ar ARG,DF,Atlético Madrid,es La Liga,33,1979,9,7,720,8,0,0,0,0,0,0.25,0,0,0,0,0,0,Matches,c9112443
757,Júnior Díaz,cr CRC,DFMF,Mainz 05,de Bundesliga,28,1983,18,15,1308,14.5,0.07,0.21,0.07,0,0,0.21,0,0.07,0.21,0.28,0.07,0.28,Matches,a83f301d
758,Kévin Diaz,fr FRA,MF,Nice,fr Ligue 1,23,1988,8,5,410,4.6,0,0,0,0,0,0.22,0,0,0,0,0,0,Matches,847658ef
759,Daniel Didavi,de GER,FWMF,Stuttgart,de Bundesliga,22,1990,3,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d3096421
760,Étienne Didot,fr FRA,MF,Toulouse,fr Ligue 1,29,1983,36,33,2901,32.2,0.06,0.22,0.06,0,0,0.16,0,0.06,0.22,0.28,0.06,0.28,Matches,d2aa8ac0
761,Diego,br BRA,DFMF,Reims,fr Ligue 1,24,1988,29,27,2277,25.3,0.16,0.04,0.12,0.04,0.08,0.08,0,0.16,0.04,0.2,0.12,0.16,Matches,cd09e9a1
762,Diego,br BRA,MF,Wolfsburg,de Bundesliga,27,1985,32,32,2879,32,0.31,0.22,0.22,0.09,0.09,0.22,0,0.31,0.22,0.53,0.22,0.44,Matches,255a478a
763,Dennis Diekmeier,de GER,DFMF,Hamburger SV,de Bundesliga,22,1989,32,31,2841,31.6,0,0.13,0,0,0,0.19,0,0,0.13,0.13,0,0.13,Matches,6873f3bc
764,Timothée Dieng,fr FRA,DFMF,Brest,fr Ligue 1,20,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fabed0b8
765,Didier Digard,fr FRA,MF,Nice,fr Ligue 1,26,1986,36,36,3097,34.4,0.06,0.09,0.06,0,0,0.09,0,0.06,0.09,0.15,0.06,0.15,Matches,557f1466
766,Lucas Digne,fr FRA,DFMF,Lille,fr Ligue 1,19,1993,33,31,2805,31.2,0.06,0,0.03,0.03,0.03,0.1,0.03,0.06,0,0.06,0.03,0.03,Matches,1b84dbe1
767,Ismaël Diomandé,ci CIV,MF,Saint-Étienne,fr Ligue 1,19,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,10650926
768,Abou Diop,sn SEN,FW,Torino,it Serie A,18,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,668602a5
769,Papakouli Diop,sn SEN,MF,Levante,es La Liga,26,1986,32,32,2491,27.7,0,0,0,0,0,0.36,0.04,0,0,0,0,0,Matches,7329018e
770,Sylvain Distin,fr FRA,DF,Everton,eng Premier League,34,1977,34,31,2838,31.5,0,0.03,0,0,0,0.06,0,0,0.03,0.03,0,0.03,Matches,002d06bb
771,Brice Dja Djédjé,ci CIV,DFMF,Evian,fr Ligue 1,21,1990,27,27,2329,25.9,0.04,0.04,0.04,0,0,0.15,0,0.04,0.04,0.08,0.04,0.08,Matches,d8593687
772,Franck Dja Djédjé,ci CIV,FWMF,Nice,fr Ligue 1,26,1986,3,3,197,2.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,59feef54
773,Constant Djakpa,ci CIV,DF,Eint Frankfurt,de Bundesliga,25,1986,5,1,182,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b3ed818e
774,Yannick Djaló,pt POR,FWMF,Toulouse,fr Ligue 1,26,1986,17,11,854,9.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5c1ac072
775,Baye Djiby Fall,sn SEN,FW,Greuther Fürth,de Bundesliga,27,1985,2,2,125,1.4,0,0,0,0,0,0.71,0,0,0,0,0,0,Matches,15409862
776,N'Diaye Djiby,sn SEN,MF,Chievo,it Serie A,18,1994,1,1,90,1,0,,0,0,,0,0,0,,,0,,Matches,5c00bcbd
777,Johan Djourou,ch SUI,DF,Hannover 96,de Bundesliga,25,1987,14,14,1203,13.4,0,0,0,0,0,0.3,0,0,0,0,0,0,Matches,b8673e18
778,Dodô,br BRA,DF,Roma,it Serie A,20,1992,11,7,631,7,0,0,0,0,0,0.14,0,0,0,0,0,0,Matches,99931185
779,Álvaro Domínguez,es ESP,DF,M'Gladbach,de Bundesliga,23,1989,30,30,2700,30,0.07,0,0.07,0,0,0.27,0,0.07,0,0.07,0.07,0.07,Matches,cd0a9411
780,Chori Domínguez,ar ARG,FWMF,Rayo Vallecano,es La Liga,31,1981,33,32,2695,29.9,0.17,0.13,0.1,0.07,0.07,0.4,0,0.17,0.13,0.3,0.1,0.23,Matches,bbb66f34
781,Juan Domínguez,es ESP,MF,La Coruña,es La Liga,22,1990,24,21,1864,20.7,0.05,0,0.05,0,0,0.19,0,0.05,0,0.05,0.05,0.05,Matches,b85adf53
782,Maurizio Domizzi,it ITA,DF,Udinese,it Serie A,32,1980,30,29,2557,28.4,0.07,0.07,0.07,0,0,0.42,0,0.07,0.07,0.14,0.07,0.14,Matches,822aad0c
783,Marco Donadel,it ITA,MF,Napoli,it Serie A,29,1983,4,1,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3169af41
784,Massimo Donati,it ITA,MF,Palermo,it Serie A,31,1981,28,26,2166,24.1,0,0.04,0,0,0,0.33,0,0,0.04,0.04,0,0.04,Matches,568d84b2
785,Ji Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,21,1991,17,17,1490,16.6,0.3,0,0.3,0,0,0.12,0,0.3,0,0.3,0.3,0.3,Matches,7d841904
786,Antonio Donnarumma,it ITA,GK,Genoa,it Serie A,22,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a4bd9edd
787,Graham Dorrans,sct SCO,FWMF,West Brom,eng Premier League,25,1987,26,21,1749,19.4,0.05,0.15,0,0.05,0.05,0.15,0,0.05,0.15,0.21,0,0.15,Matches,eeb032db
788,Eduardo dos Santos,br BRA,FW,Ajaccio,fr Ligue 1,31,1980,15,15,1245,13.8,0.22,0.14,0.22,0,0,0.07,0,0.22,0.14,0.36,0.22,0.36,Matches,4411f23b
789,Giovani dos Santos,mx MEX,FWMF,Mallorca,es La Liga,23,1989,29,27,2386,26.5,0.23,0.23,0.23,0,0,0.15,0,0.23,0.23,0.45,0.23,0.45,Matches,7dba6233
790,Jonathan dos Santos,mx MEX,MF,Barcelona,es La Liga,22,1990,3,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,91872dec
791,Andrea Dossena,it ITA,DFMF,Palermo,it Serie A,30,1981,11,10,799,8.9,0,0.22,0,0,0,0.45,0,0,0.23,0.23,0,0.23,Matches,3ae59b9c
792,Andrea Dossena,it ITA,DFMF,Napoli,it Serie A,30,1981,7,3,289,3.2,0,0,0,0,0,0.31,0,0,0,0,0,0,Matches,3ae59b9c
793,Mathieu Dossevi,tg TOG,FWMF,Valenciennes,fr Ligue 1,24,1988,36,30,2563,28.5,0.11,0.14,0.11,0,0.04,0,0,0.11,0.14,0.25,0.11,0.25,Matches,6421dd73
794,Bas Dost,nl NED,FW,Wolfsburg,de Bundesliga,23,1989,28,20,1991,22.1,0.36,0.09,0.36,0,0,0.05,0,0.36,0.09,0.45,0.36,0.45,Matches,dc90cfbe
795,Thierry Doubai,ci CIV,MF,Sochaux,fr Ligue 1,24,1988,13,12,940,10.4,0.29,0.1,0.29,0,0,0,0,0.29,0.1,0.38,0.29,0.38,Matches,186b5cfc
796,Nicolas Douchez,fr FRA,GK,Paris S-G,fr Ligue 1,32,1980,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,65df6f31
797,Abdoulaye Doucouré,ml MLI,MF,Rennes,fr Ligue 1,19,1993,4,4,315,3.5,0.29,0,0.29,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches,02b29014
798,Souleymane Doukara,mr MTN,FWMF,Catania,it Serie A,20,1991,12,1,275,3.1,0,0,0,0,0,0.32,0,0,0,0,0,0,Matches,c48cd71d
799,Stewart Downing,eng ENG,FWMF,Liverpool,eng Premier League,28,1984,29,25,2191,24.3,0.12,0.21,0.12,0,0,0,0,0.12,0.21,0.33,0.12,0.33,Matches,b13c4620
800,Boukary Dramé,sn SEN,DFMF,Chievo,it Serie A,27,1985,22,21,1767,19.6,0.05,0.1,0.05,0,0,0.2,0,0.05,0.1,0.15,0.05,0.15,Matches,a5cd894b
801,Julian Draxler,de GER,FWMF,Schalke 04,de Bundesliga,18,1993,30,24,2131,23.7,0.42,0.13,0.42,0,0.04,0.21,0,0.42,0.13,0.55,0.42,0.55,Matches,1a992676
802,Jaroslav Drobný,cz CZE,GK,Hamburger SV,de Bundesliga,32,1979,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e4a30d8c
803,Cha Du-ri,kr KOR,DFMF,Düsseldorf,de Bundesliga,32,1980,10,1,296,3.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,50baf9b9
804,David Ducourtioux,fr FRA,DFMF,Valenciennes,fr Ligue 1,34,1978,30,23,2037,22.6,0,0,0,0,0,0.22,0,0,0,0,0,0,Matches,0a1f8ddf
805,Duda,pt POR,DFFW,Málaga,es La Liga,32,1980,17,3,545,6.1,0,0.16,0,0,0,0.98,0,0,0.17,0.17,0,0.17,Matches,13d41642
806,Dariusz Dudka,pl POL,DFMF,Levante,es La Liga,28,1983,3,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,afe5aff7
807,Damien Duff,ie IRL,FWMF,Fulham,eng Premier League,33,1979,31,27,2332,25.9,0.12,0.27,0.12,0,0,0,0,0.12,0.27,0.39,0.12,0.39,Matches,057a6936
808,Shane Duffy,ie IRL,DFMF,Everton,eng Premier League,20,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7314bba4
809,Alfred Duncan,gh GHA,MF,Inter,it Serie A,19,1993,3,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,528492ea
810,Johann Durand,fr FRA,GK,Evian,fr Ligue 1,31,1981,2,1,122,1.4,0,0,0,0,0,0.71,0,0,0,0,0,0,Matches,b1662e24
811,Paulo Dybala,ar ARG,FWMF,Palermo,it Serie A,18,1993,27,11,1261,14,0.21,0,0.21,0,0,0.14,0,0.21,0,0.21,0.21,0.21,Matches,e0921a4f
812,Kieron Dyer,eng ENG,MF,QPR,eng Premier League,33,1978,4,1,198,2.2,0,0.45,0,0,0,0.45,0,0,0.45,0.45,0,0.45,Matches,90b5a2f2
813,Nathan Dyer,eng ENG,FWMF,Swansea City,eng Premier League,24,1987,37,25,2309,25.7,0.12,0.16,0.12,0,0,0.16,0.04,0.12,0.16,0.27,0.12,0.27,Matches,6dfd5af0
814,Edin Džeko,ba BIH,FW,Manchester City,eng Premier League,26,1986,32,16,1822,20.2,0.69,0.15,0.69,0,0.05,0.2,0,0.69,0.15,0.84,0.69,0.84,Matches,3bb7f478
815,Blerim Džemaili,ch SUI,MF,Napoli,it Serie A,26,1986,34,19,1965,21.8,0.32,0.09,0.32,0,0,0.32,0,0.32,0.09,0.41,0.32,0.41,Matches,756959aa
816,Patrick Ebert,de GER,FWMF,Valladolid,es La Liga,25,1987,23,22,1791,19.9,0.3,0.4,0.3,0,0,0.2,0,0.3,0.4,0.7,0.3,0.7,Matches,92d24319
817,Ion Echaide,es ESP,DF,Osasuna,es La Liga,24,1988,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2ad367bb
818,Bruno Ecuele Manga,ga GAB,DF,Lorient,fr Ligue 1,24,1988,17,17,1485,16.5,0,0,0,0,0,0.18,0,0,0,0,0,0,Matches,72a0fb65
819,Chinedu Ede,de GER,FWMF,Mainz 05,de Bundesliga,25,1987,9,1,196,2.2,0.45,0,0.45,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches,aeeea901
820,Éder,it ITA,FW,Sampdoria,it Serie A,25,1986,30,24,2045,22.7,0.31,0.18,0.18,0.13,0.13,0.22,0,0.31,0.18,0.48,0.18,0.35,Matches,5a325298
821,Ederson,br BRA,MF,Lazio,it Serie A,26,1986,15,4,468,5.2,0.19,0,0.19,0,0,0.19,0,0.19,0,0.19,0.19,0.19,Matches,14bf51f0
822,Edu,br BRA,FW,Greuther Fürth,de Bundesliga,30,1981,10,7,624,6.9,0.14,0,0.14,0,0,0.14,0,0.14,0,0.14,0.14,0.14,Matches,97e543df
823,Edu,br BRA,FW,Schalke 04,de Bundesliga,30,1981,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,97e543df
824,Maurice Edu,us USA,DFMF,Stoke City,eng Premier League,26,1986,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,748dbb80
825,Zé Eduardo,br BRA,FW,Siena,it Serie A,24,1987,8,6,469,5.2,0.19,0,0,0.19,0.19,0.58,0,0.19,0,0.19,0,0,Matches,ac87c70e
826,Vegar Eggen Hedenstad,no NOR,DFMF,Freiburg,de Bundesliga,21,1991,16,9,796,8.8,0,0.11,0,0,0,0.11,0,0,0.11,0.11,0,0.11,Matches,a0313275
827,Mario Eggimann,ch SUI,DF,Hannover 96,de Bundesliga,31,1981,22,21,1800,20,0.05,0.05,0.05,0,0,0.1,0,0.05,0.05,0.1,0.05,0.1,Matches,505fad72
828,Fabrice Ehret,fr FRA,DFMF,Evian,fr Ligue 1,32,1979,15,9,849,9.4,0.11,0.11,0.11,0,0,0.11,0,0.11,0.11,0.21,0.11,0.21,Matches,f143b126
829,Albin Ekdal,se SWE,MF,Cagliari,it Serie A,23,1989,31,27,2342,26,0.04,0.04,0.04,0,0,0.31,0,0.04,0.04,0.08,0.04,0.08,Matches,f503ea63
830,Mehmet Ekici,tr TUR,MF,Werder Bremen,de Bundesliga,22,1990,9,6,462,5.1,0.39,0,0.39,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches,2bdde229
831,Borja Ekiza,es ESP,DF,Athletic Club,es La Liga,24,1988,24,23,2060,22.9,0,0,0,0,0,0.13,0,0,0,0,0,0,Matches,6465e1c9
832,Steeve Elana,gn GUI,GK,Lille,fr Ligue 1,32,1980,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,0,0,Matches,57c09a1b
833,Eljero Elia,nl NED,FWMF,Werder Bremen,de Bundesliga,25,1987,24,22,1723,19.1,0,0.16,0,0,0,0,0,0,0.16,0.16,0,0.16,Matches,05cb19c5
834,Eliseu,pt POR,DFMF,Málaga,es La Liga,28,1983,28,25,2116,23.5,0.04,0.13,0,0.04,0.04,0.09,0.04,0.04,0.13,0.17,0,0.13,Matches,981869fc
835,Rob Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,26,1986,10,9,835,9.3,0,0.11,0,0,0,0.11,0.11,0,0.11,0.11,0,0.11,Matches,b1b25949
836,Ahmed Elmohamady,eg EGY,DFMF,Sunderland,eng Premier League,24,1987,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,615ef733
837,Gorka Elustondo,es ESP,DFMF,Real Sociedad,es La Liga,25,1987,8,5,443,4.9,0.2,0.2,0.2,0,0,0.41,0,0.2,0.2,0.41,0.2,0.41,Matches,7b309e55
838,Urby Emanuelson,nl NED,DFFW,Fulham,eng Premier League,26,1986,13,5,649,7.2,0.14,0,0.14,0,0,0.14,0,0.14,0,0.14,0.14,0.14,Matches,66e83563
839,Urby Emanuelson,nl NED,DFFW,Milan,it Serie A,26,1986,12,8,738,8.2,0.12,0.37,0.12,0,0,0.12,0,0.12,0.37,0.49,0.12,0.49,Matches,66e83563
840,Innocent Emeghara,ch SUI,FW,Lorient,fr Ligue 1,23,1989,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches,692a8d3b
841,Innocent Emeghara,ch SUI,FW,Siena,it Serie A,23,1989,17,16,1371,15.2,0.46,0,0.46,0,0,0.2,0,0.46,0,0.46,0.46,0.46,Matches,692a8d3b
842,Eyong Enoh,cm CMR,MF,Fulham,eng Premier League,26,1986,9,8,693,7.7,0,0,0,0,0,0.39,0,0,0,0,0,0,Matches,d3dcab48
843,José Enrique,es ESP,DF,Liverpool,eng Premier League,26,1986,29,25,2257,25.1,0.08,0.16,0.08,0,0,0.04,0,0.08,0.16,0.24,0.08,0.24,Matches,d56364d5
844,Eloge Enza Yamissi,cf CTA,DFMF,Troyes,fr Ligue 1,29,1983,21,13,1182,13.1,0,0.23,0,0,0,0.08,0,0,0.23,0.23,0,0.23,Matches,65dfd8d6
845,Mevlüt Erdinç,tr TUR,FW,Rennes,fr Ligue 1,25,1987,32,28,2315,25.7,0.39,0.16,0.39,0,0,0.04,0.04,0.39,0.16,0.54,0.39,0.54,Matches,3b99b9e1
846,Sebastian Eriksson,se SWE,DFMF,Cagliari,it Serie A,23,1989,8,1,166,1.8,0,0,0,0,0,0.56,0,0,0,0,0,0,Matches,35d76360
847,Sergio Escudero,es ESP,DFMF,Getafe,es La Liga,22,1989,9,9,784,8.7,0.11,0,0.11,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches,b0616e3d
848,Roger Espinoza,hn HON,DFMF,Wigan Athletic,eng Premier League,25,1986,12,6,611,6.8,0.15,0.29,0.15,0,0,0.15,0,0.15,0.29,0.44,0.15,0.44,Matches,60b7c195
849,Michael Essien,gh GHA,DFMF,Real Madrid,es La Liga,29,1982,21,19,1691,18.8,0.11,0,0.11,0,0,0.21,0,0.11,0,0.11,0.11,0.11,Matches,d6577282
850,Alexander Esswein,de GER,FWMF,Nürnberg,de Bundesliga,22,1990,27,19,1671,18.6,0.11,0.05,0.11,0,0,0.05,0,0.11,0.05,0.16,0.11,0.16,Matches,b48215cd
851,Marcelo Estigarribia,py PAR,DFMF,Sampdoria,it Serie A,24,1987,34,29,2420,26.9,0.07,0.11,0.07,0,0,0.07,0,0.07,0.11,0.19,0.07,0.19,Matches,188a2362
852,Dani Estrada,es ESP,DFMF,Real Sociedad,es La Liga,25,1987,19,10,982,10.9,0,0,0,0,0,0.37,0.09,0,0,0,0,0,Matches,519412fd
853,Marco Estrada,cl CHI,DFMF,Montpellier,fr Ligue 1,29,1983,24,21,1865,20.7,0.19,0.05,0.19,0,0,0.19,0,0.19,0.05,0.24,0.19,0.24,Matches,ac6d2ffd
854,Matthew Etherington,eng ENG,MF,Stoke City,eng Premier League,30,1981,31,21,1720,19.1,0,0,0,0,0,0.1,0,0,0,0,0,0,Matches,ef616df9
855,Beñat Etxebarria,es ESP,MF,Betis,es La Liga,25,1987,34,33,2843,31.6,0.13,0.28,0.13,0,0,0.51,0,0.13,0.28,0.41,0.13,0.41,Matches,b037bd4f
856,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,24,1988,23,21,1902,21.1,0.14,0.05,0.14,0,0,0.09,0,0.14,0.05,0.19,0.14,0.19,Matches,f8fcd2a5
857,Patrice Evra,fr FRA,DF,Manchester Utd,eng Premier League,31,1981,34,34,3060,34,0.12,0.15,0.12,0,0,0.09,0,0.12,0.15,0.26,0.12,0.26,Matches,51a3caf1
858,Valentin Eysseric,fr FRA,FWMF,Nice,fr Ligue 1,20,1992,24,21,1894,21,0.24,0.05,0.19,0.05,0.05,0.1,0.05,0.24,0.05,0.29,0.19,0.24,Matches,ae82fa48
859,Diego Fabbrini,it ITA,FWMF,Palermo,it Serie A,22,1990,8,5,423,4.7,0.21,0,0.21,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches,762cf8e4
860,Diego Fabbrini,it ITA,FWMF,Udinese,it Serie A,22,1990,7,4,278,3.1,0,0.32,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches,762cf8e4
861,Evaldo Fabiano,br BRA,DF,La Coruña,es La Liga,30,1982,15,14,1208,13.4,0,0.07,0,0,0,0.37,0.07,0,0.07,0.07,0,0.07,Matches,74ea03bb
862,Łukasz Fabiański,pl POL,GK,Arsenal,eng Premier League,27,1985,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9328b835
863,Fabinho,br BRA,DFMF,Real Madrid,es La Liga,18,1993,1,0,16,0.2,0,5,0,0,0,0,0,0,5.63,5.63,0,5.63,Matches,7f3b388c
864,Fábio,br BRA,DF,QPR,eng Premier League,22,1990,21,13,1137,12.6,0,0,0,0,0,0.24,0,0,0,0,0,0,Matches,bc7b4580
865,Cesc Fàbregas,es ESP,FWMF,Barcelona,es La Liga,25,1987,32,30,2296,25.5,0.43,0.47,0.43,0,0,0.27,0,0.43,0.47,0.9,0.43,0.9,Matches,33508c78
866,Fabricio,es ESP,GK,Betis,es La Liga,24,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,af245161
867,Fagner,br BRA,DF,Wolfsburg,de Bundesliga,23,1989,26,24,2074,23,0,0.04,0,0,0,0.22,0,0,0.04,0.04,0,0.04,Matches,a9cc58fe
868,Radamel Falcao,co COL,FW,Atlético Madrid,es La Liga,26,1986,34,34,2895,32.2,0.87,0,0.62,0.25,0.25,0.22,0,0.87,0,0.87,0.62,0.62,Matches,66116290
869,Iago Falque,es ESP,FWMF,Tottenham,eng Premier League,22,1990,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,440c84ed
870,Rod Fanni,fr FRA,DF,Marseille,fr Ligue 1,30,1981,33,33,2926,32.5,0.06,0.09,0.06,0,0,0.06,0.03,0.06,0.09,0.15,0.06,0.15,Matches,28c4631c
871,Cheick Fantamady Diarra,ml MLI,FWMF,Rennes,fr Ligue 1,20,1992,17,6,592,6.6,0.15,0,0.15,0,0,0,0.15,0.15,0,0.15,0.15,0.15,Matches,9220120b
872,Davide Faraoni,it ITA,DFMF,Udinese,it Serie A,20,1991,11,6,526,5.8,0,0,0,0,0,0.17,0,0,0,0,0,0,Matches,aae9d04a
873,Jefferson Farfán,pe PER,FWMF,Schalke 04,de Bundesliga,27,1984,27,25,2168,24.1,0.25,0.25,0.21,0.04,0.04,0.04,0,0.25,0.25,0.5,0.21,0.46,Matches,c886b062
874,Pavol Farkaš,sk SVK,DF,Chievo,it Serie A,27,1985,4,2,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6ad89d26
875,Jacques Faty,sn SEN,DF,Bastia,fr Ligue 1,28,1984,12,10,899,10,0,0,0,0,0,0.1,0,0,0,0,0,0,Matches,c0ff01ff
876,Ricardo Faty,sn SEN,MF,Ajaccio,fr Ligue 1,25,1986,25,22,1904,21.2,0.09,0,0.09,0,0,0.28,0,0.09,0,0.09,0.09,0.09,Matches,ab19c82c
877,Julien Faubert,fr FRA,DFFW,Bordeaux,fr Ligue 1,28,1983,13,10,908,10.1,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,Matches,5.26E+05
878,Alejandro Faurlín,ar ARG,MF,QPR,eng Premier League,25,1986,11,10,777,8.6,0,0.23,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches,594d286e
879,Alejandro Faurlín,ar ARG,MF,Palermo,it Serie A,25,1986,6,3,307,3.4,0,0,0,0,0,0.59,0,0,0,0,0,0,Matches,594d286e
880,Julien Faussurier,fr FRA,DFMF,Troyes,fr Ligue 1,25,1987,28,28,2476,27.5,0.11,0.11,0.11,0,0,0,0.04,0.11,0.11,0.22,0.11,0.22,Matches,7.67E+11
881,Nicolas Fauvergue,fr FRA,FW,Reims,fr Ligue 1,27,1984,23,12,1054,11.7,0.17,0,0.17,0,0,0.43,0,0.17,0,0.17,0.17,0.17,Matches,c2798627
882,Federico Fazio,ar ARG,DF,Sevilla,es La Liga,25,1987,26,25,2113,23.5,0.13,0,0.13,0,0,0.21,0.09,0.13,0,0.13,0.13,0.13,Matches,4e358a2d
883,Adam Federici,au AUS,GK,Reading,eng Premier League,27,1985,21,21,1890,21,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e5ea8be7
884,Sofiane Feghouli,dz ALG,FWMF,Valencia,es La Liga,22,1989,27,23,2102,23.4,0.13,0.26,0.13,0,0,0.34,0.04,0.13,0.26,0.39,0.13,0.39,Matches,691f64f5
885,Felipe,br BRA,DF,Hannover 96,de Bundesliga,25,1987,4,3,237,2.6,0.38,0,0.38,0,0,0.77,0,0.38,0,0.38,0.38,0.38,Matches,de164de6
886,Marouane Fellaini,be BEL,MF,Everton,eng Premier League,24,1987,31,31,2783,30.9,0.36,0.16,0.36,0,0,0.29,0,0.36,0.16,0.52,0.36,0.52,Matches,87575fd9
887,Anton Ferdinand,eng ENG,DF,QPR,eng Premier League,27,1985,13,10,915,10.2,0,0,0,0,0,0.2,0,0,0,0,0,0,Matches,d1891093
888,Rio Ferdinand,eng ENG,DF,Manchester Utd,eng Premier League,33,1978,28,26,2321,25.8,0.04,0.04,0.04,0,0,0.08,0,0.04,0.04,0.08,0.04,0.08,Matches,52465662
889,Julien Féret,fr FRA,MF,Rennes,fr Ligue 1,30,1982,37,33,2790,31,0.35,0.19,0.29,0.06,0.06,0,0,0.35,0.19,0.55,0.29,0.48,Matches,ac62861c
890,Shane Ferguson,nir NIR,DFMF,Newcastle Utd,eng Premier League,21,1991,9,4,346,3.8,0,0.26,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches,a0f6ddc3
891,Junior Fernándes,cl CHI,FWMF,Leverkusen,de Bundesliga,24,1988,6,0,63,0.7,0,1.43,0,0,0,0,0,0,1.43,1.43,0,1.43,Matches,ecc47fdc
892,Andrés Fernández,es ESP,GK,Osasuna,es La Liga,25,1986,37,37,3330,37,0,0,0,0,0,0.05,0,0,0,0,0,0,Matches,307fcd26
893,Augusto Fernández,ar ARG,MF,Celta Vigo,es La Liga,26,1986,36,36,2855,31.7,0.19,0.16,0.19,0,0,0.28,0.03,0.19,0.16,0.35,0.19,0.35,Matches,78c40e94
894,Borja Fernández,es ESP,MF,Getafe,es La Liga,31,1981,16,14,1086,12.1,0.08,0.08,0.08,0,0,0.74,0.08,0.08,0.08,0.17,0.08,0.17,Matches,9127f9ce
895,Federico Fernández,ar ARG,DF,Napoli,it Serie A,23,1989,2,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f25b010f
896,Federico Fernández,ar ARG,DF,Getafe,es La Liga,23,1989,14,13,1175,13.1,0.08,0.08,0.08,0,0,0.38,0.08,0.08,0.08,0.15,0.08,0.15,Matches,f25b010f
897,Marc Fernández,es ESP,FWMF,Mallorca,es La Liga,22,1990,6,0,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9c3ef867
898,Matías Fernández,cl CHI,MF,Fiorentina,it Serie A,26,1986,22,9,997,11.1,0.09,0.18,0.09,0,0.09,0.09,0,0.09,0.18,0.27,0.09,0.27,Matches,8a250399
899,Raúl Fernández,es ESP,GK,Athletic Club,es La Liga,24,1988,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6fb59070
900,Seba Fernández,uy URU,FW,Málaga,es La Liga,27,1985,17,5,498,5.5,0,0,0,0,0,0.36,0,0,0,0,0,0,Matches,8ea14d54
901,Brahim Ferradj,dz ALG,DFMF,Brest,fr Ligue 1,24,1987,9,8,723,8,0,0,0,0,0,0.13,0,0,0,0,0,0,Matches,f340adaf
