Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1272,Dominik Kaiser,de GER,MF,RB Leipzig,de Bundesliga,27,1988,25,7,961,10.7,0.09,0,0.09,0,0,0.19,0,0.09,0,0.09,0.09,0.09,Matches,733fecf1
1273,Gaël Kakuta,cd COD,MF,La Coruña,es La Liga,25,1991,10,8,538,6,0.33,0.17,0.33,0,0,0,0,0.33,0.17,0.5,0.33,0.5,Matches,5b1bf5e3
1274,Nikola Kalinić,hr CRO,FW,Fiorentina,it Serie A,28,1988,32,26,2485,27.6,0.54,0.07,0.51,0.04,0.07,0.18,0.04,0.54,0.07,0.62,0.51,0.58,Matches,d4931a5a
1275,Salomon Kalou,ci CIV,MF,Hertha BSC,de Bundesliga,30,1985,26,25,1982,22,0.32,0.18,0.27,0.05,0.05,0.05,0,0.32,0.18,0.5,0.27,0.45,Matches,2042d931
1276,Aldo Kalulu,fr FRA,FW,Lyon,fr Ligue 1,20,1996,4,1,78,0.9,1.11,0,1.11,0,0,0,0,1.15,0,1.15,1.15,1.15,Matches,d75098c2
1277,Aldo Kalulu,fr FRA,FWMF,Rennes,fr Ligue 1,20,1996,10,5,420,4.7,0,0.21,0,0,0,0.21,0,0,0.21,0.21,0,0.21,Matches,d75098c2
1278,François Kamano,gn GUI,FW,Bordeaux,fr Ligue 1,20,1996,30,17,1695,18.8,0.32,0.27,0.32,0,0,0.21,0,0.32,0.27,0.58,0.32,0.58,Matches,81d3318f
1279,Wilson Kamavuaka,cd COD,MF,Darmstadt 98,de Bundesliga,26,1990,8,6,502,5.6,0,0,0,0,0,0.36,0,0,0,0,0,0,Matches,5ee5ef41
1280,Carlos Kameni,cm CMR,GK,Málaga,es La Liga,32,1984,35,35,3150,35,0,0,0,0,0,0.06,0,0,0,0,0,0,Matches,867c7fb3
1281,Kevin Kampl,si SVN,MF,Leverkusen,de Bundesliga,25,1990,30,28,2540,28.2,0.04,0.07,0.04,0,0,0.14,0,0.04,0.07,0.11,0.04,0.11,Matches,b825a650
1282,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,23,1993,30,29,2521,28,1.04,0.18,0.86,0.18,0.21,0.11,0,1.04,0.18,1.21,0.86,1.04,Matches,21a66f6a
1283,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,25,1991,35,35,3138,34.9,0.03,0.03,0.03,0,0,0.26,0,0.03,0.03,0.06,0.03,0.06,Matches,b9fbae28
1284,Abdelhamid El Kaoutari,ma MAR,DF,Bastia,fr Ligue 1,26,1990,18,16,1352,15,0,0,0,0,0,0.07,0.13,0,0,0,0,0,Matches,494a3a41
1285,Yann Karamoh,fr FRA,MFFW,Caen,fr Ligue 1,18,1998,35,25,2201,24.5,0.2,0.16,0.2,0,0,0.08,0,0.2,0.16,0.37,0.2,0.37,Matches,8b66d9cc
1286,Benjamin Karamoko,ml MLI,DF,Saint-Étienne,fr Ligue 1,21,1995,1,1,60,0.7,0,0,0,0,0,1.43,0,0,0,0,0,0,Matches,acb9db1b
1287,Loris Karius,de GER,GK,Liverpool,eng Premier League,23,1993,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,Matches,32e7ce92
1288,Orestis Karnezis,gr GRE,GK,Udinese,it Serie A,31,1985,33,33,2958,32.9,0,0,0,0,0,0.09,0,0,0,0,0,0,Matches,85b011bb
1289,Grigoris Kastanos,cy CYP,MFFW,Pescara,it Serie A,18,1998,8,3,280,3.1,0,0,0,0,0,0.32,0,0,0,0,0,0,Matches,2a82aa85
1290,Aleksandar Katai,rs SRB,MFFW,Alavés,es La Liga,25,1991,20,8,775,8.6,0.35,0.35,0.35,0,0,0.35,0.12,0.35,0.35,0.7,0.35,0.7,Matches,d5127c3f
1291,Eiji Kawashima,jp JPN,GK,Metz,fr Ligue 1,33,1983,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a4527d33
1292,Moise Kean,it ITA,FW,Juventus,it Serie A,16,2000,3,0,21,0.2,5,0,5,0,0,0,0,4.29,0,4.29,4.29,4.29,Matches,3d50bcdb
1293,Michael Keane,eng ENG,DF,Burnley,eng Premier League,23,1993,35,35,3150,35,0.06,0.03,0.06,0,0,0.11,0,0.06,0.03,0.09,0.06,0.09,Matches,c5b7c315
1294,Will Keane,ie IRL,FW,Hull City,eng Premier League,23,1993,5,4,280,3.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fc7f8f87
1295,Thilo Kehrer,de GER,DF,Schalke 04,de Bundesliga,19,1996,16,12,1080,12,0.08,0.08,0.08,0,0,0.25,0.08,0.08,0.08,0.17,0.08,0.17,Matches,51dbeea9
1296,Abdoulaye Keita,ml MLI,DFMF,Bastia,fr Ligue 1,22,1994,21,14,1471,16.3,0,0,0,0,0,0.12,0,0,0,0,0,0,Matches,ae77ece0
1297,Naby Keïta,gn GUI,MF,RB Leipzig,de Bundesliga,21,1995,31,29,2409,26.8,0.3,0.22,0.3,0,0,0.3,0,0.3,0.22,0.52,0.3,0.52,Matches,f25c8e3a
1298,Keko,es ESP,MF,Málaga,es La Liga,24,1991,22,13,1051,11.7,0,0.26,0,0,0,0.51,0,0,0.26,0.26,0,0.26,Matches,1512328c
1299,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,26,1990,29,25,2123,23.6,0,0.08,0,0,0,0.17,0,0,0.08,0.08,0,0.08,Matches,d7492450
1300,Olivier Kemen,fr FRA,MF,Lyon,fr Ligue 1,20,1996,2,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,22f1de6c
1301,Marc-Oliver Kempf,de GER,DF,Freiburg,de Bundesliga,21,1995,13,12,1147,12.7,0,0,0,0,0,0.16,0,0,0,0,0,0,Matches,815c314f
1302,Kenedy,br BRA,MF,Chelsea,eng Premier League,20,1996,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5eebbfdf
1303,Kenedy,br BRA,FWMF,Watford,eng Premier League,20,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5eebbfdf
1304,Jonjoe Kenny,eng ENG,DFFW,Everton,eng Premier League,19,1997,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,099e666f
1305,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,29,1986,35,35,3134,34.8,0,0.06,0,0,0,0.11,0,0,0.06,0.06,0,0.06,Matches,0515a4cb
1306,Franck Kessié,ci CIV,MF,Atalanta,it Serie A,19,1996,30,25,2220,24.7,0.24,0.12,0.16,0.08,0.08,0.24,0.12,0.24,0.12,0.36,0.16,0.28,Matches,05e19d6a
1307,Thomas Kessler,de GER,GK,Köln,de Bundesliga,30,1986,13,13,1170,13,0,0,0,0,0,0.08,0,0,0,0,0,0,Matches,3967d651
1308,Billy Ketkeophomphone,la LAO,FWMF,Angers,fr Ligue 1,26,1990,5,4,292,3.2,0.31,0,0.31,0,0,0.63,0.63,0.31,0,0.31,0.31,0.31,Matches,06f46837
1309,Hamidou Keyta,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,21,1994,4,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4a396ae9
1310,Saîf-Eddine Khaoui,tn TUN,MF,Marseille,fr Ligue 1,21,1995,9,1,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,796b1c41
1311,Wahbi Khazri,tn TUN,MFFW,Sunderland,eng Premier League,25,1991,21,7,849,9.4,0.11,0,0.11,0,0,0.64,0,0.11,0,0.11,0.11,0.11,Matches,2677a1de
1312,Rani Khedira,de GER,MF,RB Leipzig,de Bundesliga,22,1994,10,1,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,59e4b92e
1313,Sami Khedira,de GER,MF,Juventus,it Serie A,29,1987,31,31,2539,28.2,0.18,0.11,0.18,0,0,0.07,0,0.18,0.11,0.28,0.18,0.28,Matches,38ac43d3
1314,Isaac Kiese Thelin,se SWE,FW,Bordeaux,fr Ligue 1,24,1992,7,2,238,2.6,0.77,0,0.38,0.38,0.38,0.38,0,0.76,0,0.76,0.38,0.38,Matches,b956af7d
1315,Stefan Kießling,de GER,FW,Leverkusen,de Bundesliga,32,1984,20,6,756,8.4,0.48,0.12,0.36,0.12,0.12,0,0,0.48,0.12,0.6,0.36,0.48,Matches,c419e035
1316,Michael Kightly,eng ENG,MF,Burnley,eng Premier League,30,1986,5,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,26e5c484
1317,Kike,es ESP,FW,Eibar,es La Liga,26,1989,24,18,1531,17,0.41,0.06,0.41,0,0,0.47,0,0.41,0.06,0.47,0.41,0.47,Matches,e897d8ba
1318,Joshua Kimmich,de GER,MFDF,Bayern Munich,de Bundesliga,21,1995,27,15,1547,17.2,0.35,0.06,0.35,0,0,0.06,0,0.35,0.06,0.41,0.35,0.41,Matches,49296448
1319,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,20,1995,19,19,1710,19,0,0,0,0,0,0.37,0,0,0,0,0,0,Matches,aef6e670
1320,Andy King,wls WAL,MF,Leicester City,eng Premier League,27,1988,23,15,1446,16.1,0.06,0,0.06,0,0,0.25,0,0.06,0,0.06,0.06,0.06,Matches,d790907f
1321,Joshua King,no NOR,MFFW,Bournemouth,eng Premier League,24,1992,36,31,2713,30.1,0.53,0.07,0.47,0.07,0.1,0.03,0,0.53,0.07,0.6,0.46,0.53,Matches,43458538
1322,Stephen Kingsley,sct SCO,DF,Swansea City,eng Premier League,22,1994,13,12,1036,11.5,0,0.09,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches,488cc9c7
1323,Jan Kirchhoff,de GER,MF,Sunderland,eng Premier League,25,1990,7,5,433,4.8,0,0,0,0,0,0.21,0,0,0,0,0,0,Matches,a14d04e3
1324,Ricardo Kishna,nl NED,MFFW,Lille,fr Ligue 1,21,1995,11,5,504,5.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,84e947d6
1325,Ricardo Kishna,nl NED,FW,Lazio,it Serie A,21,1995,5,2,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,84e947d6
1326,Sonny Kittel,de GER,MFFW,Ingolstadt 04,de Bundesliga,23,1993,20,7,794,8.8,0.23,0.11,0.23,0,0,0.23,0,0.23,0.11,0.34,0.23,0.34,Matches,92904961
1327,Sofian Kiyine,ma MAR,MF,Chievo,it Serie A,18,1997,7,0,73,0.8,0,0,0,0,0,1.25,0,0,0,0,0,0,Matches,ce1806be
1328,Hiroshi Kiyotake,jp JPN,MFFW,Sevilla,es La Liga,26,1989,4,3,285,3.2,0.31,0.63,0.31,0,0,0,0,0.32,0.63,0.95,0.32,0.95,Matches,0dba1f3e
1329,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,30,1985,20,15,1410,15.7,0,0,0,0,0,0.19,0,0,0,0,0,0,Matches,008a6e6d
1330,László Kleinheisler,hu HUN,MF,Darmstadt 98,de Bundesliga,22,1994,12,10,776,8.6,0.12,0,0.12,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches,af8e4246
1331,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,20,1996,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches,ca8033cb
1332,Lukas Klünter,de GER,DF,Köln,de Bundesliga,20,1996,8,8,720,8,0.13,0.13,0.13,0,0,0.5,0,0.12,0.12,0.25,0.12,0.25,Matches,92948149
1333,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,24,1992,23,21,1870,20.8,0.05,0.05,0.05,0,0,0.1,0,0.05,0.05,0.1,0.05,0.1,Matches,6bd5cd5d
1334,Kenan Kodro,ba BIH,FW,Osasuna,es La Liga,22,1993,28,17,1469,16.3,0.43,0.06,0.43,0,0,0.25,0,0.43,0.06,0.49,0.43,0.49,Matches,e82d2807
1335,Erwin Koffi,fr FRA,DF,Lorient,fr Ligue 1,21,1995,12,11,997,11.1,0,0.09,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches,b4d4fc0d
1336,Dominik Kohr,de GER,MF,Augsburg,de Bundesliga,22,1994,26,21,1964,21.8,0.09,0,0.09,0,0,0.6,0.09,0.09,0,0.09,0.09,0.09,Matches,0fbecd11
1337,Koke,es ESP,MF,Atlético Madrid,es La Liga,24,1992,36,36,3168,35.2,0.11,0.23,0.11,0,0,0.2,0.03,0.11,0.23,0.34,0.11,0.34,Matches,55126f3b
1338,Aleksandar Kolarov,rs SRB,DF,Manchester City,eng Premier League,30,1985,29,27,2535,28.2,0.04,0.07,0.04,0,0,0.21,0,0.04,0.07,0.11,0.04,0.11,Matches,eda40760
1339,Sead Kolašinac,ba BIH,MFDF,Schalke 04,de Bundesliga,23,1993,25,24,2065,22.9,0.13,0.22,0.13,0,0,0.22,0,0.13,0.22,0.35,0.13,0.35,Matches,3935e52e
1340,Timothée Kolodziejczak,fr FRA,DF,M'Gladbach,de Bundesliga,24,1991,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ab096c6f
1341,Timothée Kolodziejczak,fr FRA,DF,Sevilla,es La Liga,24,1991,5,3,330,3.7,0,0,0,0,0,0.27,0,0,0,0,0,0,Matches,ab096c6f
1342,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,30,1986,11,10,820,9.1,0.33,0,0.33,0,0,0.55,0,0.33,0,0.33,0.33,0.33,Matches,d2bff301
1343,Geoffrey Kondogbia,cf CTA,MF,Inter,it Serie A,23,1993,24,20,1711,19,0.05,0.11,0.05,0,0,0.26,0.05,0.05,0.11,0.16,0.05,0.16,Matches,cce181df
1344,Arouna Koné,ci CIV,FW,Everton,eng Premier League,32,1983,5,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f9a72ca4
1345,Bakary Koné,bf BFA,DF,Málaga,es La Liga,28,1988,7,7,601,6.7,0,0,0,0,0,0.3,0.15,0,0,0,0,0,Matches,1f713024
1346,Lamine Koné,ci CIV,DF,Sunderland,eng Premier League,27,1989,30,29,2545,28.3,0.04,0,0.04,0,0,0.14,0,0.04,0,0.04,0.04,0.04,Matches,a46472d0
1347,Mamadou Koné,ci CIV,FW,Leganés,es La Liga,24,1991,5,1,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches,85b9dca0
1348,Panagiotis Kone,gr GRE,MF,Udinese,it Serie A,29,1987,5,3,301,3.3,0,0,0,0,0,0.3,0,0,0,0,0,0,Matches,27d34558
1349,Panagiotis Kone,gr GRE,MF,Granada,es La Liga,29,1987,2,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,27d34558
1350,Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,21,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e6eadfb8
1351,Abdoulay Konko,fr FRA,MFDF,Atalanta,it Serie A,32,1984,10,7,617,6.9,0,0,0,0,0,0.29,0,0,0,0,0,0,Matches,43857861
1352,Yevhen Konoplyanka,ua UKR,FWMF,Schalke 04,de Bundesliga,26,1989,17,5,609,6.8,0.15,0.15,0.15,0,0,0.15,0,0.15,0.15,0.3,0.15,0.3,Matches,d9a5d930
1353,Julian Korb,de GER,DFMF,M'Gladbach,de Bundesliga,24,1992,12,7,758,8.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3dffff26
1354,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,30,1985,33,33,2822,31.4,0.06,0,0.06,0,0,0.13,0.03,0.06,0,0.06,0.06,0.06,Matches,f5efb153
1355,Filip Kostić,rs SRB,MF,Hamburger SV,de Bundesliga,23,1992,31,29,2518,28,0.14,0.11,0.14,0,0,0.21,0,0.14,0.11,0.25,0.14,0.25,Matches,b1cd37e6
1356,Andrej Kotnik,si SVN,MF,Crotone,it Serie A,20,1995,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a87b3b43
1357,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,25,1991,28,28,2471,27.5,0.07,0,0.07,0,0,0.22,0,0.07,0,0.07,0.07,0.07,Matches,da974c7b
1358,Anthony Koura,bf BFA,FWMF,Nancy,fr Ligue 1,23,1993,15,8,766,8.5,0.12,0,0.12,0,0,0.12,0,0.12,0,0.12,0.12,0.12,Matches,b7618cc9
1359,Cheikhou Kouyaté,sn SEN,MFDF,West Ham,eng Premier League,26,1989,31,31,2722,30.2,0.03,0,0.03,0,0,0.1,0,0.03,0,0.03,0.03,0.03,Matches,8d3c902d
1360,Mateo Kovačić,hr CRO,MF,Real Madrid,es La Liga,22,1994,28,20,1778,19.8,0.05,0.15,0.05,0,0,0.1,0,0.05,0.15,0.2,0.05,0.2,Matches,79c0821a
1361,Vincent Koziello,fr FRA,MF,Nice,fr Ligue 1,20,1995,27,19,1669,18.5,0.05,0.05,0.05,0,0,0.22,0,0.05,0.05,0.11,0.05,0.11,Matches,9a493fb7
1362,Emil Krafth,se SWE,DF,Bologna,it Serie A,21,1994,26,16,1656,18.4,0,0,0,0,0,0.05,0.11,0,0,0,0,0,Matches,77cf6852
1363,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,25,1991,34,28,2364,26.3,0.57,0.3,0.38,0.19,0.19,0.04,0,0.57,0.3,0.88,0.38,0.69,Matches,603cb947
1364,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,25,1991,24,23,1962,21.8,0,0,0,0,0,0.28,0.09,0,0,0,0,0,Matches,496aeede
1365,Matías Kranevitter,ar ARG,MF,Sevilla,es La Liga,23,1993,21,14,1285,14.3,0,0,0,0,0,0.42,0,0,0,0,0,0,Matches,314bdac5
1366,Artem Kravets,ua UKR,FW,Granada,es La Liga,27,1989,26,16,1376,15.3,0.33,0.13,0.33,0,0,0.13,0,0.33,0.13,0.46,0.33,0.46,Matches,0b5b8057
1367,Ladislav Krejčí,cz CZE,FWMF,Bologna,it Serie A,24,1992,37,33,2772,30.8,0.03,0.26,0,0.03,0.03,0.06,0,0.03,0.26,0.29,0,0.26,Matches,58027adc
1368,Rene Krhin,si SVN,MF,Granada,es La Liga,26,1990,12,11,934,10.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9a506145
1369,Bojan Krkić,es ESP,MFFW,Stoke City,eng Premier League,25,1990,9,5,475,5.3,0.57,0,0.19,0.38,0.57,0.19,0,0.57,0,0.57,0.19,0.19,Matches,9fa0a0b8
1370,Bojan Krkić,es ESP,MFFW,Mainz 05,de Bundesliga,25,1990,11,8,628,7,0.14,0,0.14,0,0,0.14,0,0.14,0,0.14,0.14,0.14,Matches,9fa0a0b8
1371,Michael Krohn-Dehli,dk DEN,MFFW,Sevilla,es La Liga,33,1983,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1c8dc17d
1372,Toni Kroos,de GER,MF,Real Madrid,es La Liga,26,1990,29,28,2497,27.7,0.11,0.4,0.11,0,0,0.22,0,0.11,0.4,0.5,0.11,0.5,Matches,6ce1f46f
1373,Nenad Krstičić,rs SRB,MF,Alavés,es La Liga,26,1990,14,9,745,8.3,0.24,0,0.24,0,0,0.36,0,0.24,0,0.24,0.24,0.24,Matches,5631b735
1374,Rade Krunić,ba BIH,MF,Empoli,it Serie A,22,1993,32,29,2431,27,0.07,0.04,0.07,0,0,0.37,0,0.07,0.04,0.11,0.07,0.11,Matches,817c6964
1375,Max Kruse,de GER,FW,Werder Bremen,de Bundesliga,28,1988,23,23,2043,22.7,0.66,0.31,0.48,0.18,0.18,0.04,0,0.66,0.31,0.97,0.48,0.79,Matches,f9446dcd
1376,Grzegorz Krychowiak,pl POL,MF,Paris S-G,fr Ligue 1,26,1990,11,7,659,7.3,0,0,0,0,0,0.27,0,0,0,0,0,0,Matches,580d52dd
1377,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,23,1992,16,14,1153,12.8,0,0,0,0,0,0.08,0,0,0,0,0,0,Matches,2a29eb9b
1378,Juraj Kucka,sk SVK,MF,Milan,it Serie A,29,1987,30,23,2082,23.1,0.13,0.04,0.13,0,0,0.43,0.22,0.13,0.04,0.17,0.13,0.17,Matches,5aaef9ef
1379,Sven Kums,be BEL,MF,Udinese,it Serie A,28,1988,29,20,1828,20.3,0,0.05,0,0,0,0.15,0,0,0.05,0.05,0,0.05,Matches,83534f30
1380,Sinan Kurt,tr TUR,FWMF,Hertha BSC,de Bundesliga,20,1996,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,af731e9a
1381,Jasmin Kurtić,si SVN,MFFW,Atalanta,it Serie A,27,1989,37,35,2739,30.4,0.2,0.1,0.2,0,0,0.23,0,0.2,0.1,0.3,0.2,0.3,Matches,144607cc
1382,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,23,1992,18,18,1527,17,0.12,0.12,0.12,0,0,0.18,0,0.12,0.12,0.24,0.12,0.24,Matches,41e7ef1c
1383,Zdravko Kuzmanović,rs SRB,MF,Málaga,es La Liga,28,1987,4,3,214,2.4,0,0,0,0,0,0.42,0,0,0,0,0,0,Matches,6df0dc74
1384,Han Kwang-song,kp PRK,FW,Cagliari,it Serie A,17,1998,5,0,64,0.7,1.43,0,1.43,0,0,0,0,1.41,0,1.41,1.41,1.41,Matches,87243064
1385,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,19,1997,7,4,430,4.8,0,0,0,0,0,0.42,0,0,0,0,0,0,Matches,4bf69118
1386,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,22,1994,36,21,2033,22.6,0.27,0.22,0.27,0,0,0.13,0,0.27,0.22,0.49,0.27,0.49,Matches,7cdda3bf
1387,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,25,1991,30,28,2405,26.7,1.05,0.11,0.67,0.37,0.45,0.11,0,1.05,0.11,1.16,0.67,0.79,Matches,9dbb75ca
1388,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,24,1992,20,18,1681,18.7,0,0,0,0,0,0.32,0,0,0,0,0,0,Matches,5984e9f9
1389,Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,17,1999,36,36,3240,36,0,0,0,0,0,0.14,0,0,0,0,0,0,Matches,4e7db402
1390,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,26,1989,26,24,2149,23.9,0.08,0.04,0.08,0,0,0.25,0,0.08,0.04,0.13,0.08,0.13,Matches,b7c99b9b
1391,Philipp Lahm,de GER,DF,Bayern Munich,de Bundesliga,32,1983,26,24,2085,23.2,0.04,0.09,0.04,0,0,0.04,0,0.04,0.09,0.13,0.04,0.13,Matches,de491a33
1392,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,28,1988,31,27,2348,26.1,0.31,0.23,0.31,0,0,0.11,0,0.31,0.23,0.54,0.31,0.54,Matches,99813635
1393,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,26,1989,21,20,1883,20.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches,349601c3
1394,Rickie Lambert,eng ENG,FW,West Brom,eng Premier League,34,1982,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,495de82c
1395,Érik Lamela,ar ARG,MF,Tottenham,eng Premier League,24,1992,9,6,594,6.6,0.15,0.45,0.15,0,0.15,0.15,0,0.15,0.45,0.61,0.15,0.61,Matches,abe66106
1396,Ádám Lang,hu HUN,DF,Dijon,fr Ligue 1,23,1993,19,18,1625,18.1,0,0,0,0,0,0.22,0,0,0,0,0,0,Matches,8614496d
1397,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,28,1988,27,26,2310,25.7,0,0,0,0,0,0.19,0,0,0,0,0,0,Matches,74d70fb5
1398,Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,23,1993,35,31,2706,30.1,0.27,0.07,0.2,0.07,0.07,0.3,0,0.27,0.07,0.33,0.2,0.27,Matches,26f6dca8
1399,Gianluca Lapadula,pe PER,FW,Milan,it Serie A,26,1990,27,12,1262,14,0.57,0.21,0.43,0.14,0.14,0.21,0,0.57,0.21,0.78,0.43,0.64,Matches,2ead2809
1400,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,22,1994,33,33,2864,31.8,0.06,0,0.06,0,0,0.31,0,0.06,0,0.06,0.06,0.06,Matches,119b9a8e
1401,Danilo Larangeira,br BRA,DF,Udinese,it Serie A,32,1984,36,36,3203,35.6,0.06,0.03,0.06,0,0,0.25,0.03,0.06,0.03,0.08,0.06,0.08,Matches,fed5f993
1402,Seb Larsson,se SWE,MF,Sunderland,eng Premier League,31,1985,21,17,1469,16.3,0,0.06,0,0,0,0.25,0.06,0,0.06,0.06,0,0.06,Matches,b26efc36
1403,Miguel de las Cuevas,es ESP,MF,Osasuna,es La Liga,30,1986,28,20,1796,20,0,0.05,0,0,0,0.15,0,0,0.05,0.05,0,0.05,Matches,2e1cf3d2
1404,Paul Lasne,fr FRA,MF,Montpellier,fr Ligue 1,27,1989,24,16,1485,16.5,0.18,0.12,0.18,0,0,0.06,0,0.18,0.12,0.3,0.18,0.3,Matches,542cc80f
1405,Pierre-Michel Lasogga,de GER,FW,Hamburger SV,de Bundesliga,24,1991,20,5,549,6.1,0.16,0,0.16,0,0,0.33,0,0.16,0,0.16,0.16,0.16,Matches,130444f9
1406,Toni Lato,es ESP,DF,Valencia,es La Liga,18,1997,8,4,483,5.4,0,0.19,0,0,0,0.37,0,0,0.19,0.19,0,0.19,Matches,8e088e04
1407,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,26,1989,21,18,1576,17.5,0.23,0.06,0.23,0,0,0.34,0,0.23,0.06,0.29,0.23,0.29,Matches,33b554b7
1408,Laure,es ESP,DF,La Coruña,es La Liga,31,1985,7,4,427,4.7,0,0,0,0,0,0,0.21,0,0,0,0,0,Matches,256f3aa9
1409,Vincent Laurini,fr FRA,DF,Empoli,it Serie A,27,1989,24,24,1910,21.2,0,0,0,0,0,0.09,0.05,0,0,0,0,0,Matches,3535098b
1410,Wesley Lautoa,nc NCL,MFDF,Lorient,fr Ligue 1,28,1987,21,18,1507,16.7,0.06,0,0.06,0,0,0.36,0,0.06,0,0.06,0.06,0.06,Matches,6e5b5a45
1411,Diego Laxalt,uy URU,MF,Genoa,it Serie A,23,1993,36,36,3135,34.8,0.03,0.11,0.03,0,0,0.14,0,0.03,0.11,0.14,0.03,0.14,Matches,f26e3c59
1412,Darko Lazović,rs SRB,MFFW,Genoa,it Serie A,25,1990,33,30,2450,27.2,0.07,0.15,0.07,0,0,0.15,0.07,0.07,0.15,0.22,0.07,0.22,Matches,5128bde4
1413,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,26,1990,10,2,306,3.4,0.88,0,0.88,0,0,0,0,0.88,0,0.88,0.88,0.88,Matches,d512db65
1414,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,26,1989,38,37,3336,37.1,0.03,0,0.03,0,0,0.13,0,0.03,0,0.03,0.03,0.03,Matches,2321ea6e
1415,Maxime Le Marchand,fr FRA,DF,Nice,fr Ligue 1,26,1989,10,8,707,7.9,0,0,0,0,0,0.13,0,0,0,0,0,0,Matches,321a71a7
1416,James Lea Siliki,cm CMR,FWMF,Rennes,fr Ligue 1,20,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7cf431a5
1417,Grant Leadbitter,eng ENG,MF,Middlesbrough,eng Premier League,30,1986,13,7,710,7.9,0.13,0,0.13,0,0,0.13,0,0.13,0,0.13,0.13,0.13,Matches,516f7fc1
