Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
628,Pietro De Giorgio,it ITA,MF,Crotone,it Serie A,33,1983,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d33514e6
629,Sebastien De Maio,fr FRA,DF,Fiorentina,it Serie A,29,1987,6,6,540,6,0,0,0,0,0,0.17,0,0,0,0,0,0,Matches,952a03fe
630,Rodrigo De Paul,ar ARG,FWMF,Udinese,it Serie A,22,1994,34,32,2337,26,0.15,0.04,0.15,0,0,0.27,0.04,0.15,0.04,0.19,0.15,0.19,Matches,162efffd
631,Nill De Pauw,cd COD,FWMF,Guingamp,fr Ligue 1,26,1990,28,3,761,8.5,0.47,0.24,0.47,0,0,0.12,0,0.47,0.24,0.71,0.47,0.71,Matches,518738b4
632,Daniele De Rossi,it ITA,MF,Roma,it Serie A,33,1983,31,27,2341,26,0.15,0.15,0.08,0.08,0.08,0.35,0,0.15,0.15,0.31,0.08,0.23,Matches,532d2690
633,Morgan De Sanctis,it ITA,GK,Monaco,fr Ligue 1,39,1977,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,83228343
634,Mattia De Sciglio,it ITA,DF,Milan,it Serie A,23,1992,25,23,2091,23.2,0,0.09,0,0,0,0.17,0,0,0.09,0.09,0,0.09,Matches,ae4e2852
635,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,28,1988,16,15,1254,13.9,0.07,0.22,0.07,0,0,0.07,0,0.07,0.22,0.29,0.07,0.29,Matches,e74f0e59
636,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,27,1988,38,35,3075,34.2,0.06,0.15,0.06,0,0,0.12,0,0.06,0.15,0.2,0.06,0.2,Matches,44f8c299
637,Mathieu Debuchy,fr FRA,DF,Arsenal,eng Premier League,31,1985,1,1,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,92232aad
638,Troy Deeney,eng ENG,FW,Watford,eng Premier League,28,1988,37,31,2944,32.7,0.31,0.12,0.21,0.09,0.09,0.21,0,0.31,0.12,0.43,0.21,0.34,Matches,82e34b69
639,Jermain Defoe,eng ENG,FW,Sunderland,eng Premier League,33,1982,37,37,3321,36.9,0.41,0.05,0.27,0.14,0.14,0.03,0,0.41,0.05,0.46,0.27,0.33,Matches,f1e8372d
640,Steven Defour,be BEL,MF,Burnley,eng Premier League,28,1988,21,16,1068,11.9,0.08,0.25,0.08,0,0,0.08,0,0.08,0.25,0.34,0.08,0.34,Matches,73489527
641,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,25,1991,29,23,1954,21.7,0.55,0.09,0.51,0.05,0.05,0.05,0,0.55,0.09,0.64,0.51,0.6,Matches,854ee61a
642,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,20,1995,5,3,244,2.7,0,0,0,0,0,0.74,0,0,0,0,0,0,Matches,7f267d66
643,Damien Delaney,ie IRL,DF,Crystal Palace,eng Premier League,35,1981,30,21,2014,22.4,0,0.09,0,0,0,0.36,0,0,0.09,0.09,0,0.09,Matches,210d9ecb
644,Thomas Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,24,1991,13,11,916,10.2,0.39,0.1,0.39,0,0,0.29,0,0.39,0.1,0.49,0.39,0.49,Matches,fe641c1a
645,Jonathan Delaplace,fr FRA,MF,Caen,fr Ligue 1,30,1986,33,31,2637,29.3,0,0.14,0,0,0,0.1,0,0,0.14,0.14,0,0.14,Matches,79685569
646,Paul Delecroix,fr FRA,GK,Lorient,fr Ligue 1,27,1988,7,7,630,7,0,0,0,0,0,0.14,0,0,0,0,0,0,Matches,2ee1b96b
647,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,22,1994,9,9,775,8.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b0243215
648,Andy Delort,dz ALG,FW,Toulouse,fr Ligue 1,24,1991,15,15,1218,13.5,0.37,0.07,0.3,0.07,0.15,0,0,0.37,0.07,0.44,0.3,0.37,Matches,d33c706e
649,Fabian Delph,eng ENG,MF,Manchester City,eng Premier League,26,1989,7,2,224,2.5,0.4,0,0.4,0,0,0.4,0,0.4,0,0.4,0.4,0.4,Matches,111c3236
650,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,29,1987,30,24,2056,22.8,0.04,0.04,0.04,0,0,0.22,0,0.04,0.04,0.09,0.04,0.09,Matches,f7ee69fb
651,Ousmane Dembélé,fr FRA,MFFW,Dortmund,de Bundesliga,19,1997,32,22,2036,22.6,0.27,0.49,0.27,0,0,0.31,0,0.27,0.49,0.75,0.27,0.75,Matches,b19db005
652,Martín Demichelis,ar ARG,DF,Málaga,es La Liga,35,1980,10,7,678,7.5,0,0,0,0,0,0.4,0,0,0,0,0,0,Matches,e9c7102a
653,Martín Demichelis,ar ARG,DF,Espanyol,es La Liga,35,1980,2,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e9c7102a
654,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,23,1993,28,27,2169,24.1,0.25,0.33,0.25,0,0,0.17,0,0.25,0.33,0.58,0.25,0.58,Matches,54b4dc4e
655,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,24,1991,32,32,2870,31.9,0.03,0.09,0.03,0,0,0.13,0,0.03,0.09,0.13,0.03,0.13,Matches,dc3fa3b5
656,Jason Denayer,be BEL,MFDF,Sunderland,eng Premier League,21,1995,24,22,1877,20.9,0,0,0,0,0,0.1,0,0,0,0,0,0,Matches,47af88b8
657,Fabio Depaoli,it ITA,MFDF,Chievo,it Serie A,19,1997,6,5,446,5,0,0,0,0,0,0.4,0.4,0,0,0,0,0,Matches,d97f2e8d
658,Memphis Depay,nl NED,FWMF,Manchester Utd,eng Premier League,22,1994,4,0,24,0.3,0,0,0,0,0,3.33,0,0,0,0,0,0,Matches,8f696594
659,Memphis Depay,nl NED,MFFW,Lyon,fr Ligue 1,22,1994,17,13,1188,13.2,0.38,0.45,0.38,0,0,0.08,0,0.38,0.45,0.83,0.38,0.83,Matches,8f696594
660,Quentin Depehi,fr FRA,FW,Toulouse,fr Ligue 1,19,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,840c5765
661,Mathieu Deplagne,fr FRA,DF,Montpellier,fr Ligue 1,24,1991,19,14,1125,12.5,0,0.08,0,0,0,0.4,0,0,0.08,0.08,0,0.08,Matches,ff16ecad
662,Mike van der Hoorn,nl NED,DF,Swansea City,eng Premier League,23,1992,8,7,662,7.4,0.14,0,0.14,0,0,0.14,0,0.14,0,0.14,0.14,0.14,Matches,25f50295
663,Daniele Dessena,it ITA,MF,Cagliari,it Serie A,29,1987,18,16,1185,13.2,0.15,0,0.15,0,0,0.3,0.08,0.15,0,0.15,0.15,0.15,Matches,02b2937c
664,Mattia Destro,it ITA,FW,Bologna,it Serie A,25,1991,30,28,2467,27.4,0.4,0,0.4,0,0.04,0.15,0,0.4,0,0.4,0.4,0.4,Matches,d7d32194
665,Gerard Deulofeu,es ESP,FWMF,Everton,eng Premier League,22,1994,11,4,460,5.1,0,0,0,0,0,0.2,0,0,0,0,0,0,Matches,39583cfd
666,Gerard Deulofeu,es ESP,FWMF,Milan,it Serie A,22,1994,17,16,1459,16.2,0.25,0.19,0.25,0,0,0.25,0,0.25,0.19,0.43,0.25,0.43,Matches,39583cfd
667,Deyverson,br BRA,FW,Alavés,es La Liga,25,1991,32,29,2580,28.7,0.24,0.03,0.24,0,0,0.49,0,0.24,0.03,0.28,0.24,0.28,Matches,2e5e846d
668,Federico Di Francesco,it ITA,FWMF,Bologna,it Serie A,22,1994,24,11,1088,12.1,0.33,0.25,0.33,0,0,0.25,0.08,0.33,0.25,0.58,0.33,0.58,Matches,1fca9171
669,Davide Di Gennaro,it ITA,MFFW,Cagliari,it Serie A,28,1988,20,17,1434,15.9,0.13,0.31,0.13,0,0,0.31,0.13,0.13,0.31,0.44,0.13,0.44,Matches,951a4ee4
670,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,28,1988,29,24,2036,22.6,0.27,0.31,0.27,0,0,0.04,0.04,0.27,0.31,0.57,0.27,0.57,Matches,19cda00b
671,Nunzio Di Roberto,it ITA,FW,Crotone,it Serie A,30,1985,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,97b1ac7a
672,Franco Di Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,27,1989,12,3,323,3.6,0,0.56,0,0,0,0.56,0,0,0.56,0.56,0,0.56,Matches,549c6ba7
673,Issiar Dia,sn SEN,FW,Nancy,fr Ligue 1,29,1987,31,22,2000,22.2,0.36,0.14,0.32,0.05,0.05,0.14,0,0.36,0.14,0.5,0.32,0.45,Matches,32d787c2
674,Cheick Diabaté,ml MLI,FW,Metz,fr Ligue 1,28,1988,14,12,1055,11.7,0.68,0.09,0.43,0.26,0.26,0.17,0,0.68,0.09,0.77,0.43,0.51,Matches,95cfe655
675,Abou Diaby,fr FRA,MF,Marseille,fr Ligue 1,30,1986,2,2,128,1.4,0,0,0,0,0,0.71,0,0,0,0,0,0,Matches,8c8b5071
676,Fallou Diagne,sn SEN,MF,Metz,fr Ligue 1,26,1989,12,12,999,11.1,0,0,0,0,0,0.27,0.09,0,0,0,0,0,Matches,cd387ff4
677,Fallou Diagne,sn SEN,DF,Werder Bremen,de Bundesliga,26,1989,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cd387ff4
678,Modou Diagne,sn SEN,DF,Nancy,fr Ligue 1,22,1994,22,21,1846,20.5,0.05,0,0.05,0,0,0.05,0.05,0.05,0,0.05,0.05,0.05,Matches,faf5b61a
679,Adama Diakhaby,fr FRA,MF,Rennes,fr Ligue 1,20,1996,25,3,728,8.1,0.49,0,0.37,0.12,0.12,0.25,0,0.49,0,0.49,0.37,0.37,Matches,65585e3a
680,Mouctar Diakhaby,gn GUI,DF,Lyon,fr Ligue 1,19,1996,22,22,1929,21.4,0.05,0,0.05,0,0,0.23,0,0.05,0,0.05,0.05,0.05,Matches,d2110326
681,Abdou Diallo,sn SEN,DF,Monaco,fr Ligue 1,20,1996,5,4,388,4.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fc62f087
682,Habib Diallo,sn SEN,FWMF,Metz,fr Ligue 1,21,1995,19,7,832,9.2,0.11,0.11,0.11,0,0,0,0,0.11,0.11,0.22,0.11,0.22,Matches,6605d143
683,Mustapha Diallo,sn SEN,MF,Guingamp,fr Ligue 1,30,1986,26,22,1744,19.4,0.26,0.05,0.26,0,0,0.41,0.1,0.26,0.05,0.31,0.26,0.31,Matches,6c6ecdd4
684,Sadio Diallo,gn GUI,MFFW,Bastia,fr Ligue 1,25,1990,28,20,1417,15.7,0.19,0.19,0.19,0,0,0.19,0,0.19,0.19,0.38,0.19,0.38,Matches,abfe37a2
685,Alessandro Diamanti,it ITA,FWMF,Palermo,it Serie A,33,1983,31,18,1698,18.9,0.05,0.26,0.05,0,0,0.42,0.05,0.05,0.27,0.32,0.05,0.32,Matches,cb5af1af
686,Alou Diarra,fr FRA,MF,Nancy,fr Ligue 1,35,1981,18,16,1291,14.3,0.14,0,0.14,0,0,0.49,0,0.14,0,0.14,0.14,0.14,Matches,9b74ce00
687,Lassana Diarra,fr FRA,MF,Marseille,fr Ligue 1,31,1985,11,8,729,8.1,0,0,0,0,0,0.25,0,0,0,0,0,0,Matches,79584585
688,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,19,1997,18,10,1046,11.6,0,0,0,0,0,0.09,0,0,0,0,0,0,Matches,bf309d24
689,Marcelo Díaz,cl CHI,MF,Celta Vigo,es La Liga,29,1986,26,17,1648,18.3,0.05,0.11,0.05,0,0,0.27,0,0.05,0.11,0.16,0.05,0.16,Matches,955b2e8a
690,Víctor Díaz,es ESP,DF,Leganés,es La Liga,28,1988,23,20,1810,20.1,0.05,0.05,0.05,0,0,0.3,0,0.05,0.05,0.1,0.05,0.1,Matches,3624ce4c
691,Daniel Didavi,de GER,MF,Wolfsburg,de Bundesliga,26,1990,18,11,986,11,0.36,0.18,0.36,0,0,0,0,0.37,0.18,0.55,0.37,0.55,Matches,d3096421
692,Thomas Didillon,fr FRA,GK,Metz,fr Ligue 1,20,1995,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a3d524cb
693,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,33,1983,28,26,2139,23.8,0.04,0.04,0.04,0,0,0.25,0,0.04,0.04,0.08,0.04,0.08,Matches,d2aa8ac0
694,Famara Diedhiou,sn SEN,FW,Angers,fr Ligue 1,23,1992,31,28,2270,25.2,0.32,0.04,0.28,0.04,0.08,0.24,0,0.32,0.04,0.36,0.28,0.32,Matches,e447352c
695,Dennis Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,26,1989,24,21,1780,19.8,0,0.05,0,0,0,0.3,0.1,0,0.05,0.05,0,0.05,Matches,6873f3bc
696,Eric Dier,eng ENG,DFMF,Tottenham,eng Premier League,22,1994,36,34,3043,33.8,0.06,0.03,0.06,0,0,0.18,0,0.06,0.03,0.09,0.06,0.09,Matches,ac861941
697,Didier Digard,fr FRA,MF,Osasuna,es La Liga,30,1986,3,3,192,2.1,0,0,0,0,0,0.48,0,0,0,0,0,0,Matches,557f1466
698,Lucas Digne,fr FRA,DF,Barcelona,es La Liga,23,1993,17,14,1171,13,0,0,0,0,0,0.23,0,0,0,0,0,0,Matches,1b84dbe1
699,Virgil van Dijk,nl NED,DF,Southampton,eng Premier League,25,1991,21,21,1853,20.6,0.05,0,0.05,0,0,0.19,0.1,0.05,0,0.05,0.05,0.05,Matches,e06683ca
700,Kevin Diks,nl NED,DF,Fiorentina,it Serie A,19,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f179ee11
701,Federico Dimarco,it ITA,DF,Empoli,it Serie A,18,1997,12,6,649,7.2,0,0.14,0,0,0,0.28,0,0,0.14,0.14,0,0.14,Matches,970b8574
702,Adama Diomande,no NOR,FWMF,Hull City,eng Premier League,26,1990,22,13,1171,13,0.15,0,0.15,0,0,0.08,0,0.15,0,0.15,0.15,0.15,Matches,336dbcb2
703,Ismaël Diomandé,ci CIV,MFDF,Caen,fr Ligue 1,23,1992,12,7,792,8.8,0,0,0,0,0,0.34,0,0,0,0,0,0,Matches,10650926
704,Lois Diony,fr FRA,FW,Dijon,fr Ligue 1,23,1992,35,31,2807,31.2,0.35,0.22,0.35,0,0,0.06,0.03,0.35,0.22,0.58,0.35,0.58,Matches,4be0b467
705,Issa Diop,fr FRA,DF,Toulouse,fr Ligue 1,19,1997,30,30,2700,30,0.07,0.03,0.07,0,0,0.3,0,0.07,0.03,0.1,0.07,0.1,Matches,a712ca2b
706,Papakouli Diop,sn SEN,MF,Espanyol,es La Liga,30,1986,18,9,906,10.1,0,0,0,0,0,0.59,0,0,0,0,0,0,Matches,7329018e
707,Assane Dioussé,sn SEN,MF,Empoli,it Serie A,18,1997,33,26,2408,26.8,0,0,0,0,0,0.49,0,0,0,0,0,0,Matches,7f622eef
708,Nabil Dirar,ma MAR,MFDF,Monaco,fr Ligue 1,30,1986,18,8,876,9.7,0.1,0.31,0.1,0,0,0.21,0,0.1,0.31,0.41,0.1,0.41,Matches,a2b0d521
709,Koffi Djidji,ci CIV,DFMF,Nantes,fr Ligue 1,23,1992,28,28,2491,27.7,0,0,0,0,0,0.25,0,0,0,0,0,0,Matches,933d3b51
710,Alexander Djiku,gh GHA,DF,Bastia,fr Ligue 1,21,1994,23,21,1850,20.6,0.05,0,0.05,0,0,0.1,0.1,0.05,0,0.05,0.05,0.05,Matches,43e7a164
711,Papy Djilobodji,sn SEN,DF,Sunderland,eng Premier League,27,1988,18,17,1578,17.5,0,0,0,0,0,0.29,0.11,0,0,0,0,0,Matches,8.35E+09
712,Johan Djourou,ch SUI,DF,Hamburger SV,de Bundesliga,29,1987,14,12,1144,12.7,0,0,0,0,0.08,0.47,0,0,0,0,0,0,Matches,b8673e18
713,Dodô,br BRA,DF,Sampdoria,it Serie A,24,1992,7,4,409,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,99931185
714,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,23,1993,12,5,448,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ccb1c3af
715,Jaume Doménech,es ESP,GK,Valencia,es La Liga,25,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c9cb972b
716,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,26,1990,32,31,2802,31.1,0,0.03,0,0,0,0.13,0,0,0.03,0.03,0,0.03,Matches,22051fbe
717,Ji Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,25,1991,34,24,2297,25.5,0.12,0.08,0.12,0,0,0.16,0,0.12,0.08,0.2,0.12,0.2,Matches,7d841904
718,Anastasios Donis,gr GRE,FWMF,Nice,fr Ligue 1,19,1996,18,3,455,5.1,0.98,0.2,0.98,0,0,0.2,0,0.99,0.2,1.19,0.99,1.19,Matches,0f26fd24
719,Ryan Donk,sr SUR,MFDF,Betis,es La Liga,30,1986,16,9,859,9.5,0,0.11,0,0,0,0.32,0,0,0.1,0.1,0,0.1,Matches,d072a976
720,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,17,1999,38,38,3420,38,0,0,0,0,0,0.05,0,0,0,0,0,0,Matches,08f5afaa
721,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,20,1996,13,10,885,9.8,0,0.2,0,0,0,0.2,0,0,0.2,0.2,0,0.2,Matches,384dd218
722,Férébory Doré,cg CGO,FW,Angers,fr Ligue 1,27,1989,9,1,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cf91c5d6
723,Dória,br BRA,DF,Marseille,fr Ligue 1,21,1994,23,14,1372,15.2,0.07,0,0.07,0,0,0.26,0,0.07,0,0.07,0.07,0.07,Matches,d28b4a9d
724,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,18,1997,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,67ac5bb8
725,Jonathan dos Santos,mx MEX,MF,Villarreal,es La Liga,26,1990,34,22,2214,24.6,0.08,0.12,0.08,0,0,0.16,0,0.08,0.12,0.2,0.08,0.2,Matches,91872dec
726,Mauro dos Santos,ar ARG,DF,Eibar,es La Liga,27,1989,11,8,763,8.5,0,0,0,0,0,0.12,0,0,0,0,0,0,Matches,ec699fdd
727,Bas Dost,nl NED,FW,Wolfsburg,de Bundesliga,27,1989,1,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dc90cfbe
728,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,23,1993,20,14,1361,15.1,0.07,0,0.07,0,0,0.26,0,0.07,0,0.07,0.07,0.07,Matches,02b29014
729,Douglas,br BRA,DFMF,Sporting Gijón,es La Liga,25,1990,21,20,1717,19.1,0.16,0,0.16,0,0,0.31,0,0.16,0,0.16,0.16,0.16,Matches,ee0da7af
730,Cheick Doukouré,ci CIV,MF,Metz,fr Ligue 1,23,1992,29,27,2256,25.1,0,0.04,0,0,0,0.28,0.12,0,0.04,0.04,0,0.04,Matches,e208bcc8
731,Tongo Doumbia,ml MLI,MF,Toulouse,fr Ligue 1,26,1989,10,5,476,5.3,0,0,0,0,0,0.38,0,0,0,0,0,0,Matches,29a506e1
732,Stewart Downing,eng ENG,MFFW,Middlesbrough,eng Premier League,32,1984,30,24,2214,24.6,0.04,0.12,0.04,0,0,0.04,0,0.04,0.12,0.16,0.04,0.16,Matches,b13c4620
733,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,25,1991,19,15,1259,14,0,0.07,0,0,0,0.07,0,0,0.07,0.07,0,0.07,Matches,6fd8a334
734,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,18,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,085e71a7
735,Boukary Dramé,sn SEN,MFDF,Atalanta,it Serie A,31,1985,10,8,636,7.1,0,0,0,0,0,0.14,0,0,0,0,0,0,Matches,a5cd894b
736,Julian Draxler,de GER,FW,Paris S-G,fr Ligue 1,22,1993,17,12,1012,11.2,0.36,0.09,0.36,0,0,0.18,0,0.36,0.09,0.44,0.36,0.44,Matches,1a992676
737,Julian Draxler,de GER,MFFW,Wolfsburg,de Bundesliga,22,1993,13,12,1050,11.7,0,0.17,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches,1a992676
738,Matthieu Dreyer,fr FRA,GK,Caen,fr Ligue 1,27,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fbf83734
739,Danny Drinkwater,eng ENG,MF,Leicester City,eng Premier League,26,1990,29,27,2466,27.4,0.04,0.07,0.04,0,0,0.22,0,0.04,0.07,0.11,0.04,0.11,Matches,2649ff32
740,Josip Drmić,ch SUI,FW,M'Gladbach,de Bundesliga,23,1992,12,2,282,3.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,15ea94de
741,Jaroslav Drobný,cz CZE,GK,Werder Bremen,de Bundesliga,36,1979,10,10,849,9.4,0,0,0,0,0,0,0.11,0,0,0,0,0,Matches,e4a30d8c
742,Óscar Duarte,cr CRC,DF,Espanyol,es La Liga,27,1989,15,13,1124,12.5,0,0,0,0,0,0.32,0,0,0,0,0,0,Matches,aa0ac32d
743,Rubén Duarte,es ESP,DF,Espanyol,es La Liga,20,1995,3,1,102,1.1,0,0,0,0,0,0.91,0,0,0,0,0,0,Matches,1fe0492d
744,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,21,1994,36,35,3133,34.8,0,0.17,0,0,0,0.06,0,0,0.17,0.17,0,0.17,Matches,ff0ab48c
745,Duda,pt POR,MF,Málaga,es La Liga,36,1980,16,2,389,4.3,0.23,0.47,0.23,0,0,0.7,0,0.23,0.46,0.69,0.23,0.69,Matches,13d41642
746,Ondrej Duda,sk SVK,FWMF,Hertha BSC,de Bundesliga,21,1994,3,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,79ca3e23
747,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,23,1993,21,14,1334,14.8,0.07,0.07,0.07,0,0,0.27,0,0.07,0.07,0.13,0.07,0.13,Matches,528492ea
748,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,23,1993,16,16,1440,16,0,0,0,0,0,0.06,0,0,0,0,0,0,Matches,0e12089d
749,Erik Durm,de GER,MFDF,Dortmund,de Bundesliga,24,1992,13,10,976,10.8,0,0.19,0,0,0,0.09,0,0,0.18,0.18,0,0.18,Matches,cf623c78
750,Jimmy Durmaz,se SWE,MF,Toulouse,fr Ligue 1,27,1989,27,17,1520,16.9,0.12,0.06,0.12,0,0,0.3,0,0.12,0.06,0.18,0.12,0.18,Matches,f09a8b75
751,Riza Durmisi,dk DEN,DF,Betis,es La Liga,22,1994,27,27,2385,26.5,0.04,0.15,0.04,0,0,0.15,0,0.04,0.15,0.19,0.04,0.19,Matches,e5cd9da6
752,Noë Dussenne,be BEL,DF,Crotone,it Serie A,24,1992,8,4,465,5.2,0,0,0,0,0,0.38,0.38,0,0,0,0,0,Matches,8b9b8e43
753,Paulo Dybala,ar ARG,MFFW,Juventus,it Serie A,22,1993,31,26,2140,23.8,0.46,0.29,0.34,0.13,0.13,0.08,0,0.46,0.29,0.76,0.34,0.63,Matches,e0921a4f
754,Nathan Dyer,eng ENG,MFFW,Swansea City,eng Premier League,28,1987,8,3,214,2.4,0,0.42,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches,6dfd5af0
755,Edin Džeko,ba BIH,FW,Roma,it Serie A,30,1986,37,33,3048,33.9,0.86,0.27,0.83,0.03,0.09,0.12,0,0.86,0.27,1.12,0.83,1.09,Matches,3bb7f478
756,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,30,1986,31,29,2583,28.7,0.28,0.1,0.28,0,0,0.35,0.03,0.28,0.1,0.38,0.28,0.38,Matches,756959aa
757,Elderson Echiéjilé,ng NGA,DF,Sporting Gijón,es La Liga,28,1988,3,2,198,2.2,0.45,0,0.45,0,0,0,0,0.45,0,0.45,0.45,0.45,Matches,f95570f9
758,Edenílson,br BRA,MFFW,Genoa,it Serie A,26,1989,16,9,904,10,0,0.3,0,0,0,0.3,0.2,0,0.3,0.3,0,0.3,Matches,4e50f20e
759,Éder,pt POR,FW,Lille,fr Ligue 1,28,1987,31,28,2470,27.4,0.22,0.18,0.18,0.04,0.07,0.11,0,0.22,0.18,0.4,0.18,0.36,Matches,f0fc9d0e
760,Éder,it ITA,FWMF,Inter,it Serie A,29,1986,33,13,1482,16.5,0.48,0.24,0.48,0,0,0.18,0,0.49,0.24,0.73,0.49,0.73,Matches,5a325298
761,Odsonne Édouard,fr FRA,FWMF,Toulouse,fr Ligue 1,18,1998,16,4,572,6.4,0.16,0,0.16,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches,0562b7f1
762,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,19,1996,15,8,891,9.9,0.1,0,0.1,0,0,0.2,0,0.1,0,0.1,0.1,0.1,Matches,beb882a8
763,Ovie Ejaria,eng ENG,MF,Liverpool,eng Premier League,18,1997,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a801669e
764,Albin Ekdal,se SWE,MFDF,Hamburger SV,de Bundesliga,27,1989,21,13,1247,13.9,0.07,0.07,0.07,0,0,0.22,0.14,0.07,0.07,0.14,0.07,0.14,Matches,f503ea63
765,Omar Elabdellaoui,no NOR,DFMF,Hull City,eng Premier League,24,1991,8,7,615,6.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4f56170e
766,Andrew Eleftheriou,eng ENG,DF,Watford,eng Premier League,18,1997,1,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0878b548
767,Ahmed Elmohamady,eg EGY,DFMF,Hull City,eng Premier League,28,1987,33,28,2524,28,0,0.07,0,0,0,0.11,0.04,0,0.07,0.07,0,0.07,Matches,615ef733
768,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,24,1992,14,8,694,7.7,0,0.13,0,0,0,0.13,0,0,0.13,0.13,0,0.13,Matches,47a34c4f
769,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,22,1994,9,4,462,5.1,0,0,0,0,0,0,0.2,0,0,0,0,0,Matches,f7dc2ae5
770,Gorka Elustondo,es ESP,DF,Athletic Club,es La Liga,29,1987,2,1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7b309e55
771,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,19,1996,25,23,2106,23.4,0,0,0,0,0,0.17,0,0,0,0,0,0,Matches,48035304
772,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,22,1993,10,8,789,8.8,0.11,0,0.11,0,0,0.45,0,0.11,0,0.11,0.11,0.11,Matches,fd47b4f2
773,Breel Embolo,ch SUI,FWMF,Schalke 04,de Bundesliga,19,1997,7,4,341,3.8,0.53,0,0.53,0,0,0,0,0.53,0,0.53,0.53,0.53,Matches,0b4f388a
774,Youssef En-Nesyri,ma MAR,FW,Málaga,es La Liga,19,1997,13,0,336,3.7,0.27,0.27,0.27,0,0,0.54,0,0.27,0.27,0.54,0.27,0.54,Matches,04e17fd5
775,Sergi Enrich,es ESP,FW,Eibar,es La Liga,26,1990,38,31,2827,31.4,0.35,0.22,0.35,0,0,0.13,0,0.35,0.22,0.57,0.35,0.57,Matches,bb4b1242
