Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
666,Simone Dallamano,it ITA,DF,Brescia,it Serie A,26,1983,14,12,1122,12.5,0.08,0,0.08,0,0,0.16,0,0.08,0,0.08,0.08,0.08,Matches,561dc078
667,Stéphane Dalmat,fr FRA,MF,Rennes,fr Ligue 1,31,1979,33,30,2458,27.3,0.07,0.07,0.07,0,0,0.07,0,0.07,0.07,0.15,0.07,0.15,Matches,d5fe3aa1
668,Gaël Danic,fr FRA,MF,Valenciennes,fr Ligue 1,28,1981,36,31,2626,29.2,0.31,0.21,0.31,0,0,0.21,0,0.31,0.21,0.51,0.31,0.51,Matches,5a529d5a
669,Scott Dann,eng ENG,DF,Birmingham City,eng Premier League,23,1987,20,20,1800,20,0.1,0.05,0.1,0,0,0.2,0,0.1,0.05,0.15,0.1,0.15,Matches,52105203
670,Dante,br BRA,DF,M'Gladbach,de Bundesliga,26,1983,18,17,1538,17.1,0.12,0,0.12,0,0,0.23,0.06,0.12,0,0.12,0.12,0.12,Matches,fd2bc67d
671,Romain Danzé,fr FRA,DFMF,Rennes,fr Ligue 1,24,1986,38,38,3362,37.4,0.03,0.03,0.03,0,0,0.13,0,0.03,0.03,0.05,0.03,0.05,Matches,a5876fca
672,Fabio Daprelà,ch SUI,DFMF,Brescia,it Serie A,19,1991,10,6,632,7,0,0,0,0,0,0.14,0,0,0,0,0,0,Matches,6bff8a73
673,Filippos Darlas,gr GRE,DF,Brest,fr Ligue 1,26,1983,2,2,159,1.8,0,0,0,0,0,0.56,0,0,0,0,0,0,Matches,1118715f
674,Matteo Darmian,it ITA,DFMF,Palermo,it Serie A,20,1989,11,6,608,6.8,0,0,0,0,0,0.15,0.15,0,0,0,0,0,Matches,96e0490d
675,Jesús Dátolo,ar ARG,MF,Espanyol,es La Liga,26,1984,15,3,565,6.3,0.32,0,0.32,0,0,0.32,0,0.32,0,0.32,0.32,0.32,Matches,49e7b005
676,Dennis Daube,de GER,MF,St. Pauli,de Bundesliga,21,1989,13,7,794,8.8,0,0,0,0,0,0.23,0,0,0,0,0,0,Matches,43de9750
677,Curtis Davies,eng ENG,DF,Birmingham City,eng Premier League,25,1985,6,2,338,3.8,0,0,0,0,0,0.26,0,0,0,0,0,0,Matches,607fb965
678,Kevin Davies,eng ENG,FW,Bolton,eng Premier League,33,1977,38,38,3382,37.6,0.21,0.13,0.11,0.11,0.13,0.27,0,0.21,0.13,0.35,0.11,0.24,Matches,2f726a89
679,Mark Davies,eng ENG,MF,Bolton,eng Premier League,22,1988,24,9,985,10.9,0.09,0.28,0.09,0,0,0.37,0.09,0.09,0.27,0.37,0.09,0.37,Matches,3de91e73
680,Simon Davies,wls WAL,MF,Fulham,eng Premier League,30,1979,30,25,2211,24.6,0.16,0.16,0.16,0,0,0,0,0.16,0.16,0.33,0.16,0.33,Matches,522b6d6c
681,Michael Dawson,eng ENG,DF,Tottenham,eng Premier League,26,1983,24,24,2160,24,0.04,0,0.04,0,0,0.25,0,0.04,0,0.04,0.04,0.04,Matches,4771114f
682,Paolo De Ceglie,it ITA,DF,Juventus,it Serie A,23,1986,7,6,460,5.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bdc1a432
683,Sebastien De Maio,fr FRA,DF,Brescia,it Serie A,23,1987,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,952a03fe
684,Daniele De Rossi,it ITA,DFMF,Roma,it Serie A,27,1983,28,28,2373,26.4,0.08,0.15,0.08,0,0,0.27,0.08,0.08,0.15,0.23,0.08,0.23,Matches,532d2690
685,Morgan De Sanctis,it ITA,GK,Napoli,it Serie A,33,1977,38,38,3420,38,0,0,0,0,0,0.08,0,0,0,0,0,0,Matches,83228343
686,Lorenzo De Silvestri,it ITA,DFMF,Fiorentina,it Serie A,22,1988,26,23,2044,22.7,0.04,0,0.04,0,0,0.13,0,0.04,0,0.04,0.04,0.04,Matches,e74f0e59
687,Ciprian Deac,ro ROU,FWMF,Schalke 04,de Bundesliga,24,1986,2,2,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ed16a617
688,Ángel Dealbert,es ESP,DF,Valencia,es La Liga,27,1983,14,10,1000,11.1,0,0,0,0,0,0.18,0,0,0,0,0,0,Matches,8242a7ad
689,Mathieu Debuchy,fr FRA,DF,Lille,fr Ligue 1,25,1985,35,35,3050,33.9,0.06,0.06,0.03,0.03,0.03,0.29,0,0.06,0.06,0.12,0.03,0.09,Matches,92232aad
690,Dedê,br BRA,DF,Dortmund,de Bundesliga,32,1978,4,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,823fb255
691,Jermain Defoe,eng ENG,FW,Tottenham,eng Premier League,27,1982,22,16,1477,16.4,0.24,0.12,0.24,0,0,0,0.06,0.24,0.12,0.37,0.24,0.37,Matches,f1e8372d
692,Grégoire Defrel,mq MTQ,FW,Parma,it Serie A,19,1991,1,0,10,0.1,0,,0,0,,0,0,0,,,0,,Matches,854ee61a
693,Philipp Degen,ch SUI,DFFW,Stuttgart,de Bundesliga,27,1983,5,4,320,3.6,0,0,0,0,0,0.28,0,0,0,0,0,0,Matches,910443f6
694,Ashkan Dejagah,ir IRN,FWMF,Wolfsburg,de Bundesliga,24,1986,23,10,1083,12,0.25,0.08,0.25,0,0,0.17,0.08,0.25,0.08,0.33,0.25,0.33,Matches,5171db60
695,Asier del Horno,es ESP,DF,Levante,es La Liga,29,1981,22,21,1894,21,0.1,0.1,0.1,0,0,0.38,0,0.1,0.1,0.19,0.1,0.19,Matches,eb525f4a
696,Manu del Moral,es ESP,FW,Getafe,es La Liga,26,1984,30,28,2411,26.8,0.34,0.19,0.26,0.07,0.07,0.11,0.04,0.34,0.19,0.52,0.26,0.45,Matches,1026f88d
697,Simone Del Nero,it ITA,DFFW,Lazio,it Serie A,28,1981,2,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ce1ace0d
698,Alessandro Del Piero,it ITA,FWMF,Juventus,it Serie A,35,1974,33,19,1823,20.3,0.39,0.15,0.25,0.15,0.15,0,0,0.39,0.15,0.54,0.25,0.39,Matches,80bc263c
699,Rory Delap,ie IRL,MF,Stoke City,eng Premier League,34,1976,37,33,2955,32.8,0.06,0.03,0.06,0,0,0.15,0,0.06,0.03,0.09,0.06,0.09,Matches,9b0dac73
700,Nathan Delfouneso,eng ENG,FWMF,Aston Villa,eng Premier League,19,1991,11,2,398,4.4,0.23,0,0.23,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches,49ae4072
701,César Delgado,ar ARG,FWMF,Lyon,fr Ligue 1,28,1981,19,9,873,9.7,0.1,0.21,0.1,0,0,0,0,0.1,0.21,0.31,0.1,0.31,Matches,26517f81
702,Francesco Della Rocca,it ITA,MF,Bologna,it Serie A,22,1987,27,23,2000,22.2,0,0.05,0,0,0,0.23,0.05,0,0.05,0.05,0,0.05,Matches,e9fcd780
703,Paolo Dellafiore,it ITA,DF,Cesena,it Serie A,25,1985,7,4,342,3.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,30d6ed0b
704,Paolo Dellafiore,it ITA,DF,Parma,it Serie A,25,1985,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,30d6ed0b
705,Fabian Delph,eng ENG,DFMF,Aston Villa,eng Premier League,20,1989,7,4,413,4.6,0,0,0,0,0,0.22,0,0,0,0,0,0,Matches,111c3236
706,Matthieu Delpierre,fr FRA,DF,Stuttgart,de Bundesliga,29,1981,18,15,1245,13.8,0.07,0,0.07,0,0,0.22,0.14,0.07,0,0.07,0.07,0.07,Matches,40019289
707,Gennaro Delvecchio,it ITA,MF,Catania,it Serie A,32,1978,7,2,178,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8aa604d1
708,Mousa Dembélé,be BEL,MF,Fulham,eng Premier League,23,1987,24,22,1915,21.3,0.14,0.14,0.14,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches,f7ee69fb
709,Guy Demel,ci CIV,DFMF,Hamburger SV,de Bundesliga,29,1981,21,19,1664,18.5,0,0,0,0,0,0.11,0,0,0,0,0,0,Matches,605bba68
710,Martín Demichelis,ar ARG,DFMF,Bayern Munich,de Bundesliga,29,1980,6,3,333,3.7,0.27,0,0.27,0,0,0.27,0,0.27,0,0.27,0.27,0.27,Matches,e9c7102a
711,Martín Demichelis,ar ARG,DFMF,Málaga,es La Liga,29,1980,18,18,1480,16.4,0.06,0,0.06,0,0,0.49,0.12,0.06,0,0.06,0.06,0.06,Matches,e9c7102a
712,Vadim Demidov,no NOR,DFMF,Real Sociedad,es La Liga,23,1986,13,12,1094,12.2,0,0.08,0,0,0,0.16,0,0,0.08,0.08,0,0.08,Matches,59f3b22d
713,Yohan Demont,fr FRA,DFMF,Lens,fr Ligue 1,32,1978,33,30,2744,30.5,0.03,0,0.03,0,0,0.13,0,0.03,0,0.03,0.03,0.03,Matches,035aa51c
714,Ishmel Demontagnac,eng ENG,MF,Blackpool,eng Premier League,22,1988,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,81c7d697
715,Clint Dempsey,us USA,FWMF,Fulham,eng Premier League,27,1983,37,35,3091,34.3,0.35,0.09,0.32,0.03,0.06,0.15,0,0.35,0.09,0.44,0.32,0.41,Matches,523d9de6
716,Denílson,br BRA,MF,Arsenal,eng Premier League,22,1988,16,6,629,7,0,0,0,0,0,0.57,0,0,0,0,0,0,Matches,2f07dee0
717,Germán Denis,ar ARG,FW,Udinese,it Serie A,28,1981,25,8,953,10.6,0.38,0.19,0.38,0,0,0.09,0,0.38,0.19,0.57,0.38,0.57,Matches,3b64f69d
718,Edwin van der Sar,nl NED,GK,Manchester Utd,eng Premier League,39,1970,33,33,2970,33,0,0.03,0,0,0,0.03,0,0,0.03,0.03,0,0.03,Matches,98ee8a67
719,Rafael van der Vaart,nl NED,MF,Tottenham,eng Premier League,27,1983,28,28,2222,24.7,0.53,0.32,0.36,0.16,0.16,0.16,0,0.53,0.32,0.85,0.36,0.69,Matches,41473b67
720,Matt Derbyshire,eng ENG,FW,Birmingham City,eng Premier League,24,1986,13,4,470,5.2,0,0,0,0,0,0.19,0,0,0,0,0,0,Matches,193ed0c0
721,Eren Derdiyok,ch SUI,FW,Leverkusen,de Bundesliga,22,1988,32,18,1956,21.7,0.28,0.23,0.28,0,0,0.05,0,0.28,0.23,0.51,0.28,0.51,Matches,4e133a88
722,Geoffrey Dernis,fr FRA,FWMF,Montpellier,fr Ligue 1,29,1980,25,14,1244,13.8,0.07,0,0.07,0,0,0.29,0,0.07,0,0.07,0.07,0.07,Matches,1a50eab9
723,Anthony Deroin,fr FRA,MF,Caen,fr Ligue 1,31,1979,4,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c5fd02d9
724,Yves Desmarets,ht HAI,MF,La Coruña,es La Liga,31,1979,12,9,685,7.6,0,0,0,0,0,0.13,0,0,0,0,0,0,Matches,edcacfba
725,Daniele Dessena,it ITA,MF,Sampdoria,it Serie A,23,1987,22,17,1583,17.6,0,0.11,0,0,0,0.17,0,0,0.11,0.11,0,0.11,Matches,02b2937c
726,Mattia Destro,it ITA,FW,Genoa,it Serie A,19,1991,16,5,601,6.7,0.3,0.15,0.3,0,0,0.6,0,0.3,0.15,0.45,0.3,0.45,Matches,d7d32194
727,Antoine Devaux,fr FRA,DFMF,Toulouse,fr Ligue 1,25,1985,28,23,2007,22.3,0.04,0.04,0.04,0,0,0.18,0,0.04,0.04,0.09,0.04,0.09,Matches,8af9e002
728,Ángel Di María,ar ARG,FWMF,Real Madrid,es La Liga,22,1988,35,29,2297,25.5,0.24,0.39,0.24,0,0,0.24,0,0.24,0.39,0.63,0.24,0.63,Matches,19cda00b
729,David Di Michele,it ITA,FW,Lecce,it Serie A,34,1976,23,22,1871,20.8,0.38,0.19,0.38,0,0.14,0.14,0,0.38,0.19,0.58,0.38,0.58,Matches,e0edcd05
730,Antonio Di Natale,it ITA,FW,Udinese,it Serie A,32,1977,36,35,2917,32.4,0.86,0.19,0.71,0.15,0.22,0.09,0,0.86,0.19,1.05,0.71,0.89,Matches,45f26945
731,Franco Di Santo,ar ARG,FW,Wigan Athletic,eng Premier League,21,1989,25,9,928,10.3,0.1,0.19,0.1,0,0,0.19,0,0.1,0.19,0.29,0.1,0.29,Matches,549c6ba7
732,Marco Di Vaio,it ITA,FW,Bologna,it Serie A,34,1976,38,38,3412,37.9,0.5,0.05,0.47,0.03,0.11,0.11,0,0.5,0.05,0.55,0.47,0.53,Matches,dfa05223
733,Cheick Diabaté,ml MLI,FW,Bordeaux,fr Ligue 1,22,1988,16,7,731,8.1,0.49,0.12,0.37,0.12,0.12,0.12,0,0.49,0.12,0.62,0.37,0.49,Matches,95cfe655
734,Abou Diaby,fr FRA,MF,Arsenal,eng Premier League,24,1986,16,13,954,10.6,0.19,0.28,0.19,0,0,0.09,0.09,0.19,0.28,0.47,0.19,0.47,Matches,8c8b5071
735,Pape Diakhaté,sn SEN,DF,Lyon,fr Ligue 1,26,1984,24,23,2121,23.6,0.04,0,0.04,0,0,0.38,0.04,0.04,0,0.04,0.04,0.04,Matches,84340e6d
736,Drissa Diakité,ml MLI,DFMF,Nice,fr Ligue 1,25,1985,29,24,2030,22.6,0,0,0,0,0,0.44,0.09,0,0,0,0,0,Matches,2db38ed0
737,Modibo Diakité,fr FRA,DF,Lazio,it Serie A,23,1987,8,4,338,3.8,0,0,0,0,0,0.26,0,0,0,0,0,0,Matches,e5eb4ab4
738,Samba Diakité,ml MLI,MF,Nancy,fr Ligue 1,21,1989,23,16,1570,17.4,0,0,0,0,0,0.34,0,0,0,0,0,0,Matches,6bc6f173
739,Alessandro Diamanti,it ITA,FWMF,West Ham,eng Premier League,27,1983,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cb5af1af
740,Alessandro Diamanti,it ITA,FWMF,Brescia,it Serie A,27,1983,32,29,2377,26.4,0.23,0.19,0.19,0.04,0.04,0.34,0.04,0.23,0.19,0.42,0.19,0.38,Matches,cb5af1af
741,Mohamed Diamé,sn SEN,MF,Wigan Athletic,eng Premier League,23,1987,36,30,2633,29.3,0.03,0.07,0.03,0,0,0.2,0,0.03,0.07,0.1,0.03,0.1,Matches,b7d082af
742,Souleymane Diamoutene,ml MLI,DF,Lecce,it Serie A,27,1983,2,1,135,1.5,0.67,0,0.67,0,0,0,0,0.67,0,0.67,0.67,0.67,Matches,1b34cca1
743,Salif Diao,sn SEN,MF,Stoke City,eng Premier League,33,1977,8,3,236,2.6,0,0,0,0,0,1.15,0,0,0,0,0,0,Matches,acc326da
744,Alou Diarra,fr FRA,MF,Bordeaux,fr Ligue 1,29,1981,32,32,2798,31.1,0.13,0.03,0.13,0,0,0.23,0.06,0.13,0.03,0.16,0.13,0.16,Matches,9b74ce00
745,Lassana Diarra,fr FRA,MF,Real Madrid,es La Liga,25,1985,26,19,1740,19.3,0,0.1,0,0,0,0.57,0,0,0.1,0.1,0,0.1,Matches,79584585
746,Mahamadou Diarra,ml MLI,MF,Monaco,fr Ligue 1,29,1981,9,9,810,9,0,0,0,0,0,0.33,0,0,0,0,0,0,Matches,4a6c3ade
747,Mahamadou Diarra,ml MLI,MF,Real Madrid,es La Liga,29,1981,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4a6c3ade
748,Sigamary Diarra,ml MLI,FWMF,Lorient,fr Ligue 1,26,1984,34,28,2482,27.6,0.11,0.04,0.11,0,0,0.07,0,0.11,0.04,0.15,0.11,0.15,Matches,9c337a2f
749,André Dias,br BRA,DF,Lazio,it Serie A,31,1979,33,33,2964,32.9,0.06,0.03,0.06,0,0,0.21,0.03,0.06,0.03,0.09,0.06,0.09,Matches,873e2abf
750,Rafaël Dias,fr FRA,MF,Sochaux,fr Ligue 1,19,1991,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d45a265f
751,Kaba Diawara,gn GUI,FW,Arles-Avignon,fr Ligue 1,34,1975,20,10,942,10.5,0.29,0.1,0.19,0.1,0.1,0.1,0,0.29,0.1,0.38,0.19,0.29,Matches,7bafc1d6
752,Souleymane Diawara,sn SEN,DF,Marseille,fr Ligue 1,31,1978,27,27,2385,26.5,0,0,0,0,0,0.23,0,0,0,0,0,0,Matches,c1de9074
753,Ayoze Díaz Díaz,es ESP,DFMF,Mallorca,es La Liga,28,1982,19,19,1710,19,0,0.05,0,0,0,0.42,0,0,0.05,0.05,0,0.05,Matches,b7209bcc
754,Cata Díaz,ar ARG,DF,Getafe,es La Liga,31,1979,35,35,3101,34.5,0.03,0,0.03,0,0,0.41,0.03,0.03,0,0.03,0.03,0.03,Matches,c9112443
755,Florian Dick,de GER,DF,Kaiserslautern,de Bundesliga,25,1984,27,27,2202,24.5,0.04,0.04,0.04,0,0,0.33,0,0.04,0.04,0.08,0.04,0.08,Matches,d012eb0c
756,Daniel Didavi,de GER,FWMF,Stuttgart,de Bundesliga,20,1990,8,4,313,3.5,0,0.29,0,0,0,0,0,0,0.29,0.29,0,0.29,Matches,d3096421
757,Étienne Didot,fr FRA,MF,Toulouse,fr Ligue 1,27,1983,36,36,3006,33.4,0.06,0.09,0.06,0,0,0.06,0,0.06,0.09,0.15,0.06,0.15,Matches,d2aa8ac0
758,Diego,br BRA,MF,Wolfsburg,de Bundesliga,25,1985,30,30,2620,29.1,0.21,0.31,0.21,0,0.07,0.17,0,0.21,0.31,0.52,0.21,0.52,Matches,255a478a
759,Dennis Diekmeier,de GER,DFMF,Hamburger SV,de Bundesliga,20,1989,8,8,665,7.4,0,0,0,0,0,0.14,0,0,0,0,0,0,Matches,6873f3bc
760,Didier Digard,fr FRA,MF,Nice,fr Ligue 1,24,1986,24,21,1909,21.2,0,0.14,0,0,0,0.14,0,0,0.14,0.14,0,0.14,Matches,557f1466
761,Kagisho Dikgacoi,za RSA,MF,Fulham,eng Premier League,25,1984,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,701d7cac
762,Miloš Dimitrijević,rs SRB,MF,Chievo,it Serie A,26,1984,2,2,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,df1ea4bb
763,Carlos Diogo,uy URU,DFMF,Zaragoza,es La Liga,27,1983,33,33,2948,32.8,0,0,0,0,0,0.4,0,0,0,0,0,0,Matches,8da138d9
764,Dioni,es ESP,FW,La Coruña,es La Liga,20,1989,4,1,130,1.4,0,0,0,0,0,1.43,0,0,0,0,0,0,Matches,aac8c5ac
765,Papakouli Diop,sn SEN,MF,Racing Sant,es La Liga,24,1986,19,13,1060,11.8,0,0.08,0,0,0,0.42,0,0,0.08,0.08,0,0.08,Matches,7329018e
766,Sylvain Distin,fr FRA,DF,Everton,eng Premier League,32,1977,38,38,3409,37.9,0.05,0,0.05,0,0,0.03,0,0.05,0,0.05,0.05,0.05,Matches,002d06bb
767,Franck Dja Djédjé,ci CIV,FWMF,Arles-Avignon,fr Ligue 1,24,1986,34,30,2469,27.4,0.15,0.04,0.15,0,0,0.07,0,0.15,0.04,0.18,0.15,0.18,Matches,59feef54
768,Constant Djakpa,ci CIV,DF,Hannover 96,de Bundesliga,23,1986,14,5,614,6.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b3ed818e
769,Johan Djourou,ch SUI,DF,Arsenal,eng Premier League,23,1987,22,20,1794,19.9,0.05,0,0.05,0,0,0.15,0,0.05,0,0.05,0.05,0.05,Matches,b8673e18
770,Toni Doblas,es ESP,GK,Zaragoza,es La Liga,29,1980,18,17,1543,17.1,0,0,0,0,0,0.18,0.06,0,0,0,0,0,Matches,d5c35223
771,Álvaro Domínguez,es ESP,DF,Atlético Madrid,es La Liga,21,1989,19,17,1622,18,0.11,0,0.11,0,0,0.28,0,0.11,0,0.11,0.11,0.11,Matches,cd0a9411
772,Chori Domínguez,ar ARG,FWMF,Valencia,es La Liga,29,1981,9,3,325,3.6,0,0,0,0,0,0.28,0,0,0,0,0,0,Matches,bbb66f34
773,Juan Domínguez,es ESP,MF,La Coruña,es La Liga,20,1990,20,9,1009,11.2,0,0,0,0,0,0.09,0,0,0,0,0,0,Matches,b85adf53
774,Raúl Domínguez,es ESP,GK,Sporting Gijón,es La Liga,23,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cc2d9767
775,Maurizio Domizzi,it ITA,DF,Udinese,it Serie A,30,1980,30,28,2403,26.7,0.07,0.04,0.07,0,0,0.3,0.04,0.07,0.04,0.11,0.07,0.11,Matches,822aad0c
776,Marco Donadel,it ITA,MF,Fiorentina,it Serie A,27,1983,29,26,2176,24.2,0.04,0,0.04,0,0,0.41,0,0.04,0,0.04,0.04,0.04,Matches,3169af41
777,Giulio Donati,it ITA,DF,Lecce,it Serie A,20,1990,14,10,933,10.4,0,0,0,0,0,0.1,0,0,0,0,0,0,Matches,22051fbe
778,Massimo Donati,it ITA,MF,Bari,it Serie A,29,1981,31,23,2217,24.6,0.04,0.04,0.04,0,0,0.33,0.04,0.04,0.04,0.08,0.04,0.08,Matches,568d84b2
779,Doni,br BRA,GK,Roma,it Serie A,30,1979,16,14,1339,14.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b8be3693
780,Graham Dorrans,sct SCO,FWMF,West Brom,eng Premier League,23,1987,21,16,1414,15.7,0.06,0.06,0.06,0,0,0.13,0,0.06,0.06,0.13,0.06,0.13,Matches,eeb032db
781,Eduardo dos Santos,br BRA,FW,Lens,fr Ligue 1,29,1980,32,24,2064,22.9,0.17,0.09,0.17,0,0,0.04,0,0.17,0.09,0.26,0.17,0.26,Matches,4411f23b
782,Giovani dos Santos,mx MEX,FWMF,Tottenham,eng Premier League,21,1989,3,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7dba6233
783,Giovani dos Santos,mx MEX,FWMF,Racing Sant,es La Liga,21,1989,16,9,958,10.6,0.47,0.09,0.47,0,0,0.09,0,0.47,0.09,0.56,0.47,0.56,Matches,7dba6233
784,Jonathan dos Santos,mx MEX,MF,Barcelona,es La Liga,20,1990,2,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,91872dec
785,Andrea Dossena,it ITA,DFMF,Napoli,it Serie A,28,1981,33,31,2448,27.2,0.04,0.11,0.04,0,0,0.18,0,0.04,0.11,0.15,0.04,0.15,Matches,3ae59b9c
786,Mathieu Dossevi,tg TOG,FWMF,Valenciennes,fr Ligue 1,22,1988,24,17,1522,16.9,0.12,0,0.12,0,0,0.12,0,0.12,0,0.12,0.12,0.12,Matches,6421dd73
787,Nicolas Douchez,fr FRA,GK,Rennes,fr Ligue 1,30,1980,37,37,3311,36.8,0,0,0,0,0,0,0.03,0,0,0,0,0,Matches,65df6f31
788,Cheick Doukouré,ci CIV,MF,Lorient,fr Ligue 1,17,1992,4,1,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e208bcc8
789,Tongo Doumbia,ml MLI,MF,Rennes,fr Ligue 1,20,1989,19,9,926,10.3,0,0.1,0,0,0,0.29,0.1,0,0.1,0.1,0,0.1,Matches,29a506e1
790,Stewart Downing,eng ENG,FWMF,Aston Villa,eng Premier League,26,1984,38,38,3385,37.6,0.19,0.19,0.19,0,0,0,0,0.19,0.19,0.37,0.19,0.37,Matches,b13c4620
791,Colin Doyle,ie IRL,GK,Birmingham City,eng Premier League,25,1985,1,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,93b41c46
792,Kevin Doyle,ie IRL,FW,Wolves,eng Premier League,26,1983,26,25,2184,24.3,0.21,0.16,0.12,0.08,0.08,0.04,0,0.21,0.16,0.37,0.12,0.29,Matches,c4689de2
793,Ivica Dragutinović,rs SRB,DF,Sevilla,es La Liga,34,1975,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7ab82833
794,Boukary Dramé,sn SEN,DFMF,Sochaux,fr Ligue 1,25,1985,26,23,2161,24,0.08,0.08,0.08,0,0,0.08,0,0.08,0.08,0.17,0.08,0.17,Matches,a5cd894b
795,Julian Draxler,de GER,FWMF,Schalke 04,de Bundesliga,16,1993,15,3,509,5.7,0.18,0,0.18,0,0,0.18,0,0.18,0,0.18,0.18,0.18,Matches,1a992676
796,Royston Drenthe,nl NED,DFMF,Hércules,es La Liga,23,1987,17,15,1294,14.4,0.28,0.14,0.21,0.07,0.07,0.56,0,0.28,0.14,0.42,0.21,0.35,Matches,3d512ff2
797,Matthieu Dreyer,fr FRA,GK,Sochaux,fr Ligue 1,21,1989,11,10,945,10.5,0,0,0,0,0,0.1,0,0,0,0,0,0,Matches,fbf83734
798,Jaroslav Drobný,cz CZE,GK,Hamburger SV,de Bundesliga,30,1979,5,4,409,4.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e4a30d8c
799,Didier Drogba,ci CIV,FW,Chelsea,eng Premier League,32,1978,36,30,2791,31,0.35,0.42,0.29,0.06,0.1,0.19,0,0.35,0.42,0.77,0.29,0.71,Matches,945dea33
800,Sebastián Dubarbier,ar ARG,DFFW,Lorient,fr Ligue 1,24,1986,6,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,83877c7c
801,Pierre Ducasse,fr FRA,MF,Bordeaux,fr Ligue 1,23,1987,10,4,379,4.2,0,0,0,0,0,0.48,0,0,0,0,0,0,Matches,e0e46890
802,David Ducourtioux,fr FRA,DFMF,Valenciennes,fr Ligue 1,32,1978,37,33,2998,33.3,0.06,0.15,0.06,0,0,0.18,0,0.06,0.15,0.21,0.06,0.21,Matches,0a1f8ddf
803,Duda,pt POR,DFFW,Málaga,es La Liga,30,1980,20,20,1574,17.5,0.17,0.34,0.17,0,0,0.34,0,0.17,0.34,0.51,0.17,0.51,Matches,13d41642
804,Julian Dudda,de GER,DF,Eint Frankfurt,de Bundesliga,17,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b4df83d6
805,Jerzy Dudek,pl POL,GK,Real Madrid,es La Liga,37,1973,1,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1064659d
806,Dariusz Dudka,pl POL,DFMF,Auxerre,fr Ligue 1,26,1983,29,29,2582,28.7,0.1,0.03,0.07,0.03,0.03,0.1,0,0.1,0.03,0.14,0.07,0.1,Matches,afe5aff7
807,Damien Duff,ie IRL,FWMF,Fulham,eng Premier League,31,1979,24,22,1876,20.8,0.19,0.1,0.19,0,0,0.14,0,0.19,0.1,0.29,0.19,0.29,Matches,057a6936
808,Nicolao Dumitru,it ITA,FWMF,Napoli,it Serie A,18,1991,9,0,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1a5d127b
809,Stéphane Dumont,fr FRA,MF,Lille,fr Ligue 1,27,1982,12,1,145,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,50994746
810,Duncan,dk DEN,FW,Mainz 05,de Bundesliga,25,1985,5,3,218,2.4,0.83,0,0.83,0,0,0,0,0.83,0,0.83,0.83,0.83,Matches,b52a47be
811,David Dunn,eng ENG,MF,Blackburn,eng Premier League,30,1979,27,17,1385,15.4,0.13,0.06,0.06,0.06,0.06,0.19,0,0.13,0.06,0.19,0.06,0.13,Matches,7ecdf483
812,Richard Dunne,ie IRL,DF,Aston Villa,eng Premier League,30,1979,32,32,2717,30.2,0,0.03,0,0,0,0.13,0,0,0.03,0.03,0,0.03,Matches,6cbc015d
813,Aldo Duscher,ar ARG,MF,Espanyol,es La Liga,31,1979,18,14,1272,14.1,0,0,0,0,0,0.64,0,0,0,0,0,0,Matches,44944ca7
