Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
72,Cristian Álvarez,ar ARG,GK,Espanyol,es La Liga,24,1985,5,5,450,5,0,0,0,0,0,0.2,0,0,0,0,0,0,Matches,87e89eb4
73,Édgar Álvarez,hn HON,DFMF,Bari,it Serie A,30,1980,29,18,1885,20.9,0.05,0.05,0.05,0,0,0.1,0,0.05,0.05,0.1,0.05,0.1,Matches,41d086b6
74,Pablo Álvarez,ar ARG,DF,Catania,it Serie A,26,1984,23,20,1739,19.3,0,0,0,0,0,0.26,0.1,0,0,0,0,0,Matches,1226cc4f
75,Pablo Álvarez,es ESP,MF,La Coruña,es La Liga,30,1980,17,3,403,4.5,0.22,0.22,0.22,0,0,0.22,0.22,0.22,0.22,0.45,0.22,0.45,Matches,08af8dbe
76,Sergio Álvarez,es ESP,MF,Sporting Gijón,es La Liga,18,1992,8,3,253,2.8,0,0,0,0,0,0.71,0,0,0,0,0,0,Matches,88d91621
77,Víctor Álvarez,es ESP,DFMF,Espanyol,es La Liga,17,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,563f3469
78,Caio Alves,br BRA,MF,Eint Frankfurt,de Bundesliga,24,1986,27,12,1291,14.3,0.07,0,0.07,0,0,0.14,0,0.07,0,0.07,0.07,0.07,Matches,c055ced6
79,Dani Alves,br BRA,DFMF,Barcelona,es La Liga,27,1983,35,31,2905,32.3,0.06,0.43,0.06,0,0,0.31,0,0.06,0.43,0.5,0.06,0.5,Matches,c9e99e49
80,Diego Alves,br BRA,GK,Almería,es La Liga,25,1985,33,33,2970,33,0,0,0,0,0,0.15,0,0,0,0,0,0,Matches,12421a7c
81,Morgan Amalfitano,fr FRA,MF,Lorient,fr Ligue 1,25,1985,38,38,3414,37.9,0.13,0.29,0.11,0.03,0.03,0.26,0,0.13,0.29,0.42,0.11,0.4,Matches,ab914649
82,Ioannis Amanatidis,gr GRE,FWMF,Eint Frankfurt,de Bundesliga,28,1981,19,6,631,7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ce639756
83,Luis Amaranto Perea,co COL,DF,Atlético Madrid,es La Liga,31,1979,28,28,2397,26.6,0,0,0,0,0,0.41,0.04,0,0,0,0,0,Matches,ff1988a5
84,Jordi Amat,es ESP,DF,Espanyol,es La Liga,18,1992,26,23,2152,23.9,0,0,0,0,0,0.38,0,0,0,0,0,0,Matches,d70a2141
85,Amauri,it ITA,FW,Juventus,it Serie A,30,1980,9,5,492,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b6d4bf9d
86,Amauri,it ITA,FW,Parma,it Serie A,30,1980,11,11,916,10.2,0.69,0.2,0.69,0,0,0.2,0,0.69,0.2,0.88,0.69,0.88,Matches,b6d4bf9d
87,Massimo Ambrosini,it ITA,MF,Milan,it Serie A,33,1977,18,16,1382,15.4,0.06,0.13,0.06,0,0,0.32,0,0.07,0.13,0.2,0.07,0.2,Matches,26b20735
88,Martin Amedick,de GER,DF,Kaiserslautern,de Bundesliga,27,1982,26,23,2124,23.6,0.08,0,0.08,0,0,0.13,0,0.08,0,0.08,0.08,0.08,Matches,d04916fb
89,Marco Amelia,it ITA,GK,Milan,it Serie A,28,1982,4,3,336,3.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,54da8e59
90,Sammy Ameobi,eng ENG,FWMF,Newcastle Utd,eng Premier League,18,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,acd61628
91,Shola Ameobi,ng NGA,FW,Newcastle Utd,eng Premier League,28,1981,28,21,1752,19.5,0.31,0.15,0.21,0.1,0.1,0.1,0,0.31,0.15,0.46,0.21,0.36,Matches,e79a368b
92,Fernando Amorebieta,ve VEN,DF,Athletic Club,es La Liga,25,1985,17,16,1389,15.4,0,0,0,0,0,0.45,0.06,0,0,0,0,0,Matches,b2bbc0ec
93,Chadli Amri,dz ALG,FWMF,Kaiserslautern,de Bundesliga,25,1984,6,1,190,2.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,13e8756b
94,Anderson,br BRA,MF,Manchester Utd,eng Premier League,22,1988,18,14,1182,13.1,0.08,0.15,0.08,0,0,0.15,0,0.08,0.15,0.23,0.08,0.23,Matches,ffcbeb74
95,André,br BRA,FW,Bordeaux,fr Ligue 1,19,1990,8,1,179,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,13b52dec
96,Marco Andreolli,it ITA,DF,Chievo,it Serie A,24,1986,28,27,2345,26.1,0,0,0,0,0,0.23,0,0,0,0,0,0,Matches,13d820de
97,Yoann Andreu,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1989,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,872cd68c
98,Keith Andrews,ie IRL,MF,Blackburn,eng Premier League,29,1980,5,2,229,2.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5bca867f
99,Andrezinho,br BRA,DF,Köln,de Bundesliga,28,1981,8,6,555,6.2,0,0,0,0,0,0.16,0,0,0,0,0,0,Matches,69e775e8
100,Mariano Andújar,ar ARG,GK,Catania,it Serie A,27,1983,37,37,3330,37,0,0,0,0,0,0.05,0,0,0,0,0,0,Matches,609cd867
101,Nicolas Anelka,fr FRA,FW,Chelsea,eng Premier League,31,1979,32,27,2356,26.2,0.23,0.15,0.23,0,0,0,0,0.23,0.15,0.38,0.23,0.38,Matches,931ed5e9
102,Juan Ángel Albín,uy URU,FWMF,Getafe,es La Liga,24,1986,18,4,713,7.9,0.25,0.13,0.25,0,0,0.13,0.13,0.25,0.13,0.38,0.25,0.38,Matches,6be43cc9
103,Miguel Ángel Moyá,es ESP,GK,Valencia,es La Liga,26,1984,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,011d8c56
104,Miguel Ángel Nieto,es ESP,MF,Almería,es La Liga,24,1986,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3a935b70
105,José Ángel,es ESP,DF,Sporting Gijón,es La Liga,20,1989,26,23,2142,23.8,0,0.08,0,0,0,0.38,0.04,0,0.08,0.08,0,0.08,Matches,3024e383
106,Marcos Angeleri,ar ARG,DF,Sunderland,eng Premier League,27,1983,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f1c9c320
107,Gabriele Angella,it ITA,DF,Udinese,it Serie A,21,1989,8,1,232,2.6,0,0,0,0,0,0,0.38,0,0,0,0,0,Matches,0c971997
108,Ângelo,br BRA,DFMF,Parma,it Serie A,29,1981,21,10,1013,11.3,0,0,0,0,0,0.44,0,0,0,0,0,0,Matches,376fa7e6
109,Benjamin Angoua,ci CIV,DF,Valenciennes,fr Ligue 1,23,1986,31,30,2712,30.1,0.03,0,0.03,0,0,0.13,0,0.03,0,0.03,0.03,0.03,Matches,de715534
110,Victor Anichebe,ng NGA,FW,Everton,eng Premier League,22,1988,16,8,770,8.6,0,0,0,0,0,0.23,0.12,0,0,0,0,0,Matches,4aed5c19
111,Kévin Anin,fr FRA,MF,Sochaux,fr Ligue 1,24,1986,24,23,1868,20.8,0,0,0,0,0,0.34,0.1,0,0,0,0,0,Matches,9b040de4
112,Anthony Annan,gh GHA,MF,Schalke 04,de Bundesliga,24,1986,9,8,693,7.7,0,0,0,0,0,0.26,0,0,0,0,0,0,Matches,1c524d4a
113,Xavi Annunziata,es ESP,FWMF,Osasuna,es La Liga,22,1987,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e146dbda
114,Ion Ansotegi,es ESP,DF,Real Sociedad,es La Liga,28,1982,32,32,2808,31.2,0.03,0.03,0.03,0,0,0.1,0,0.03,0.03,0.06,0.03,0.06,Matches,72b26e8e
115,Mirco Antenucci,it ITA,FW,Catania,it Serie A,25,1984,14,2,408,4.5,0.22,0,0,0.22,0.22,0,0,0.22,0,0.22,0,0,Matches,43a2e16c
116,Luca Antonelli,it ITA,DFMF,Genoa,it Serie A,23,1987,11,5,607,6.7,0.15,0.15,0.15,0,0,0,0,0.15,0.15,0.3,0.15,0.3,Matches,40f0ed6c
117,Luca Antonelli,it ITA,DFMF,Parma,it Serie A,23,1987,12,12,1080,12,0,0,0,0,0,0.08,0,0,0,0,0,0,Matches,40f0ed6c
118,Luca Antonini,it ITA,DFMF,Milan,it Serie A,27,1982,22,18,1623,18,0,0.06,0,0,0,0.11,0,0,0.06,0.06,0,0.06,Matches,09952eb7
119,José Antonio Reyes,es ESP,MF,Atlético Madrid,es La Liga,26,1983,34,34,2904,32.3,0.19,0.28,0.19,0,0.03,0.22,0.03,0.19,0.28,0.46,0.19,0.46,Matches,19058f02
120,Francesco Antonioli,it ITA,GK,Cesena,it Serie A,40,1969,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0fa7ec78
121,Siniša Anđelković,si SVN,DF,Palermo,it Serie A,24,1986,7,7,540,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f978a28b
122,Dennis Aogo,de GER,DFMF,Hamburger SV,de Bundesliga,23,1987,20,20,1785,19.8,0,0.05,0,0,0,0.15,0,0,0.05,0.05,0,0.05,Matches,c311243f
123,Dudu Aouate,il ISR,GK,Mallorca,es La Liga,32,1977,35,35,3105,34.5,0,0,0,0,0,0.06,0,0,0,0,0,0,Matches,4d1b3701
124,Apoño,es ESP,MF,Málaga,es La Liga,26,1984,27,26,2156,24,0.08,0.08,0,0.08,0.17,0.29,0,0.08,0.08,0.17,0,0.08,Matches,02503ca3
125,Stephen Appiah,gh GHA,MF,Cesena,it Serie A,29,1980,14,13,1013,11.3,0,0,0,0,0,0.35,0,0,0,0,0,0,Matches,c4fb13cc
126,Alberto Aquilani,it ITA,MF,Juventus,it Serie A,26,1984,33,31,2657,29.5,0.07,0.17,0.07,0,0,0.1,0,0.07,0.17,0.24,0.07,0.24,Matches,ad340e17
127,Youssef El-Arabi,ma MAR,FW,Caen,fr Ligue 1,23,1987,38,36,3263,36.3,0.47,0.14,0.44,0.03,0.03,0.11,0,0.47,0.14,0.61,0.44,0.58,Matches,c63f6e46
128,Manuel Arana,es ESP,MF,Racing Sant,es La Liga,25,1984,14,5,587,6.5,0.15,0.15,0.15,0,0,0.46,0,0.15,0.15,0.31,0.15,0.31,Matches,81fac4d9
129,Mikel Aranburu,es ESP,MF,Real Sociedad,es La Liga,31,1979,32,27,2306,25.6,0.2,0.08,0.2,0,0,0.23,0,0.2,0.08,0.27,0.2,0.27,Matches,9452d85a
130,Carlos Aranda,es ESP,FW,Osasuna,es La Liga,30,1980,20,15,1193,13.3,0.3,0.15,0.3,0,0,0.3,0,0.3,0.15,0.45,0.3,0.45,Matches,2b60c45d
131,Juan Arango,ve VEN,MF,M'Gladbach,de Bundesliga,30,1980,25,24,1998,22.2,0.18,0.27,0.18,0,0,0.14,0.05,0.18,0.27,0.45,0.18,0.45,Matches,49c057c9
132,Daniel Aranzubia,es ESP,GK,La Coruña,es La Liga,30,1979,32,32,2880,32,0.03,0.03,0.03,0,0,0.13,0,0.03,0.03,0.06,0.03,0.06,Matches,0e9ce3e0
133,Álvaro Arbeloa,es ESP,DF,Real Madrid,es La Liga,27,1983,26,20,1861,20.7,0,0.05,0,0,0,0.29,0.05,0,0.05,0.05,0,0.05,Matches,6dc73abd
134,Michele Arcari,it ITA,GK,Brescia,it Serie A,32,1978,22,22,1980,22,0,0,0,0,0,0.14,0,0,0,0,0,0,Matches,89f815dc
135,Ramón Arcas,es ESP,MF,Racing Sant,es La Liga,19,1991,1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches,40fc30d6
136,Lorenzo Ariaudo,it ITA,DF,Cagliari,it Serie A,21,1989,15,9,982,10.9,0,0,0,0,0,0.37,0,0,0,0,0,0,Matches,68b78c2a
137,Javier Arizmendi,es ESP,FWMF,Getafe,es La Liga,26,1984,19,7,773,8.6,0.23,0.12,0.23,0,0,0.35,0,0.23,0.12,0.35,0.23,0.35,Matches,14a6c075
138,Romain Armand,fr FRA,FWMF,Montpellier,fr Ligue 1,23,1987,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c468a6de
139,Sylvain Armand,fr FRA,DF,Paris S-G,fr Ligue 1,29,1980,33,31,2803,31.1,0.06,0.03,0.06,0,0,0.16,0,0.06,0.03,0.1,0.06,0.1,Matches,cfa036c3
140,Pablo Armero,co COL,DFMF,Udinese,it Serie A,23,1986,31,29,2569,28.5,0.07,0.18,0.07,0,0,0.14,0,0.07,0.18,0.25,0.07,0.25,Matches,afabf74e
141,Francesc Arnau,es ESP,GK,Málaga,es La Liga,35,1975,9,7,719,8,0,0,0,0,0,0.13,0,0,0,0,0,0,Matches,23ab8dc9
142,Marko Arnautović,at AUT,FWMF,Werder Bremen,de Bundesliga,21,1989,25,15,1551,17.2,0.17,0.17,0.17,0,0,0.23,0,0.17,0.17,0.35,0.17,0.35,Matches,459419
143,John Arne Riise,no NOR,DFMF,Roma,it Serie A,29,1980,32,32,2880,32,0,0.19,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches,9bf988c2
144,Grégory Arnolin,mq MTQ,DF,Sporting Gijón,es La Liga,29,1980,23,23,1994,22.2,0.05,0,0.05,0,0,0.27,0.05,0.05,0,0.05,0.05,0.05,Matches,e35dba25
145,Salvatore Aronica,it ITA,DF,Napoli,it Serie A,32,1978,26,19,1881,20.9,0,0,0,0,0,0.33,0,0,0,0,0,0,Matches,a060cd8e
146,Andrey Arshavin,ru RUS,FWMF,Arsenal,eng Premier League,29,1981,37,25,2187,24.3,0.25,0.45,0.21,0.04,0.04,0.04,0,0.25,0.45,0.7,0.21,0.66,Matches,8fd1ea1f
147,Mikel Arteta,es ESP,MF,Everton,eng Premier League,28,1982,29,29,2405,26.7,0.11,0.19,0.11,0,0.04,0.04,0.04,0.11,0.19,0.3,0.11,0.3,Matches,d934d1e6
148,Aythami Artiles,es ESP,DF,La Coruña,es La Liga,24,1986,19,17,1523,16.9,0.12,0,0.12,0,0,0.3,0,0.12,0,0.12,0.12,0.12,Matches,01ae64cd
149,Gerald Asamoah,de GER,FWMF,St. Pauli,de Bundesliga,31,1978,27,21,1894,21,0.29,0.24,0.29,0,0,0.24,0.05,0.29,0.24,0.52,0.29,0.52,Matches,2ce9172f
150,Kwadwo Asamoah,gh GHA,DFMF,Udinese,it Serie A,21,1988,38,37,3282,36.5,0.05,0.08,0.05,0,0,0.08,0,0.05,0.08,0.14,0.05,0.14,Matches,089550f5
