Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
23,Adryan,br BRA,MFFW,Nantes,fr Ligue 1,20,1994,26,19,1423,15.8,0.19,0.13,0.19,0,0,0.13,0.06,0.19,0.13,0.32,0.19,0.32,Matches,769bba76
24,Aritz Aduriz,es ESP,FW,Athletic Club,es La Liga,34,1981,34,30,2776,30.8,0.65,0.19,0.55,0.1,0.16,0.29,0,0.65,0.19,0.84,0.55,0.75,Matches,2.93E+06
25,Ibrahim Afellay,nl NED,MF,Stoke City,eng Premier League,29,1986,31,24,2102,23.4,0.09,0.09,0.09,0,0,0.13,0.04,0.09,0.09,0.17,0.09,0.17,Matches,9a8c6673
26,Benik Afobe,cd COD,FW,Bournemouth,eng Premier League,22,1993,15,12,930,10.3,0.39,0,0.39,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches,b63f4077
27,Kossi Agassa,tg TOG,GK,Reims,fr Ligue 1,37,1978,11,11,901,10,0,0,0,0,0,0,0,0,0,0,0,0,Matches,14a03f68
28,Gabby Agbonlahor,eng ENG,FW,Aston Villa,eng Premier League,28,1986,15,13,1031,11.5,0.09,0.17,0.09,0,0,0,0,0.09,0.17,0.26,0.09,0.26,Matches,db80f5f1
29,Imanol Agirretxe,es ESP,FW,Real Sociedad,es La Liga,28,1987,16,14,1170,13,1,0,1,0,0,0,0,1,0,1,1,1,Matches,c84c1afc
30,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,27,1988,30,29,2360,26.2,0.92,0.08,0.76,0.15,0.19,0.04,0,0.92,0.08,0.99,0.76,0.84,Matches,4d034881
31,Rodrigo Aguirre,uy URU,FW,Udinese,it Serie A,20,1994,10,3,340,3.8,0,0.26,0,0,0,0.26,0,0,0.26,0.26,0,0.26,Matches,b5691f5d
32,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,24,1990,33,30,2661,29.6,0.14,0.03,0.14,0,0,0.2,0,0.14,0.03,0.17,0.14,0.17,Matches,fe0b8f0e
33,Ali Ahamada,km COM,GK,Toulouse,fr Ligue 1,23,1991,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0b64b1e6
34,Stefan Aigner,de GER,MFFW,Eint Frankfurt,de Bundesliga,27,1987,31,27,2394,26.6,0.11,0.11,0.11,0,0,0.26,0,0.11,0.11,0.23,0.11,0.23,Matches,17cc3f63
35,Rachid Aït-Atmane,dz ALG,MF,Sporting Gijón,es La Liga,22,1993,18,11,1060,11.8,0,0.17,0,0,0,0.17,0,0,0.17,0.17,0,0.17,Matches,539b773e
36,Albian Ajeti,ch SUI,FW,Augsburg,de Bundesliga,18,1997,1,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2b1c4abd
37,Arlind Ajeti,al ALB,DF,Frosinone,it Serie A,21,1993,16,15,1218,13.5,0.07,0,0.07,0,0,0.37,0.07,0.07,0,0.07,0.07,0.07,Matches,f9714604
38,Nathan Aké,nl NED,DF,Watford,eng Premier League,20,1995,24,20,1875,20.8,0.05,0,0.05,0,0,0.19,0.05,0.05,0,0.05,0.05,0.05,Matches,eaeca114
39,Ager Aketxe,es ESP,MF,Athletic Club,es La Liga,21,1993,3,2,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c5eaff5c
40,Jean-Daniel Akpa-Akpro,ci CIV,MF,Toulouse,fr Ligue 1,22,1992,33,29,2555,28.4,0.04,0.14,0.04,0,0,0.42,0,0.04,0.14,0.18,0.04,0.18,Matches,fdf4b948
41,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,23,1992,30,27,2492,27.7,0.07,0,0.07,0,0,0.07,0,0.07,0,0.07,0.07,0.07,Matches,05439de2
42,Fabrizio Alastra,it ITA,GK,Palermo,it Serie A,17,1997,2,1,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cfed4243
43,Jordi Alba,es ESP,DF,Barcelona,es La Liga,26,1989,31,29,2589,28.8,0,0.21,0,0,0,0.07,0,0,0.21,0.21,0,0.21,Matches,4.60E+197
44,Raúl Albentosa,es ESP,DF,Málaga,es La Liga,26,1988,29,27,2555,28.4,0.07,0,0.07,0,0,0.39,0,0.07,0,0.07,0.07,0.07,Matches,348e4809
45,Michelangelo Albertazzi,it ITA,DF,Hellas Verona,it Serie A,24,1991,10,9,702,7.8,0,0,0,0,0,0.51,0,0,0,0,0,0,Matches,330e4b00
46,Luis Alberto,es ESP,MFFW,La Coruña,es La Liga,22,1992,29,25,2098,23.3,0.26,0.3,0.26,0,0,0.13,0,0.26,0.3,0.56,0.26,0.56,Matches,5294a83f
47,Raúl Albiol,es ESP,DF,Napoli,it Serie A,29,1985,36,36,3240,36,0.03,0.03,0.03,0,0,0.28,0,0.03,0.03,0.06,0.03,0.06,Matches,4bd414c1
48,Miiko Albornoz,cl CHI,DF,Hannover 96,de Bundesliga,24,1990,23,23,2069,23,0,0.04,0,0,0,0.04,0,0,0.04,0.04,0,0.04,Matches,d459281d
49,Marc Albrighton,eng ENG,MF,Leicester City,eng Premier League,25,1989,38,34,2749,30.5,0.07,0.2,0.07,0,0,0.13,0,0.07,0.2,0.26,0.07,0.26,Matches,b827d5b3
50,Paco Alcácer,es ESP,FW,Valencia,es La Liga,21,1993,34,25,2419,26.9,0.48,0.22,0.41,0.07,0.11,0.07,0,0.48,0.22,0.71,0.41,0.63,Matches,a7a9d95a
51,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,24,1991,27,16,1643,18.3,0.11,0.16,0.11,0,0,0.11,0,0.11,0.16,0.27,0.11,0.27,Matches,77e84962
52,Antolín Alcaraz,py PAR,DF,Las Palmas,es La Liga,33,1982,6,6,540,6,0.17,0,0.17,0,0,0.33,0,0.17,0,0.17,0.17,0.17,Matches,cee38e27
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,26,1989,38,38,3419,38,0.11,0.05,0.11,0,0,0.08,0,0.11,0.05,0.16,0.11,0.16,Matches,f7d50789
54,Alexis Alegue,fr FRA,MF,Nantes,fr Ligue 1,18,1996,3,1,97,1.1,0.91,0,0.91,0,0,0,0,0.93,0,0.93,0.93,0.93,Matches,0f4c0bad
55,Nauzet Alemán,es ESP,MF,Las Palmas,es La Liga,30,1985,10,2,248,2.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4cf8242b
56,Diego Alende,es ESP,DF,Celta Vigo,es La Liga,17,1997,1,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9af88279
57,Romain Alessandrini,fr FRA,MFFW,Marseille,fr Ligue 1,26,1989,22,16,1246,13.8,0.36,0.29,0.36,0,0,0.07,0.14,0.36,0.29,0.65,0.36,0.65,Matches,7a7610d2
58,Alex,br BRA,DF,Milan,it Serie A,33,1982,25,24,2091,23.2,0.13,0.04,0.13,0,0,0.22,0,0.13,0.04,0.17,0.13,0.17,Matches,58721835
59,Alexis,es ESP,DF,Getafe,es La Liga,29,1985,15,15,1350,15,0.07,0,0.07,0,0,0.47,0,0.07,0,0.07,0.07,0.07,Matches,db0cd1ae
60,Chaker Alhadhur,km COM,DF,Caen,fr Ligue 1,23,1991,10,8,787,8.7,0,0,0,0,0,0.23,0,0,0,0,0,0,Matches,0cb40f7a
61,Allan,br BRA,MF,Napoli,it Serie A,24,1991,35,32,2818,31.3,0.1,0.16,0.1,0,0,0.16,0,0.1,0.16,0.26,0.1,0.26,Matches,cc700722
62,Joe Allen,wls WAL,MF,Liverpool,eng Premier League,25,1990,19,8,735,8.2,0.24,0.12,0.24,0,0,0,0,0.24,0.12,0.37,0.24,0.37,Matches,9feb8f24
63,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,19,1996,33,28,2470,27.4,0.36,0.33,0.36,0,0,0.26,0,0.36,0.33,0.69,0.36,0.69,Matches,cea4ee8f
64,Ryan Allsop,eng ENG,GK,Bournemouth,eng Premier League,23,1992,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,af615123
65,Hugo Almeida,pt POR,FW,Hannover 96,de Bundesliga,31,1984,7,5,530,5.9,0.17,0,0.17,0,0,0.17,0,0.17,0,0.17,0.17,0.17,Matches,740acaf8
66,Marcos Alonso,es ESP,MFDF,Fiorentina,it Serie A,24,1990,31,26,2347,26.1,0.11,0.15,0.11,0,0,0.31,0,0.12,0.15,0.27,0.12,0.27,Matches,f4290206
67,Xabi Alonso,es ESP,MFDF,Bayern Munich,de Bundesliga,33,1981,26,23,1945,21.6,0,0.09,0,0,0,0.28,0.05,0,0.09,0.09,0,0.09,Matches,dc001a06
68,Batuhan Altıntaş,tr TUR,FW,Hamburger SV,de Bundesliga,19,1996,1,0,27,0.3,0,0,0,0,0,3.33,0,0,0,0,0,0,Matches,362269ee
69,Halil Altıntop,tr TUR,MF,Augsburg,de Bundesliga,32,1982,19,15,1200,13.3,0.08,0.15,0.08,0,0,0.08,0,0.07,0.15,0.23,0.07,0.23,Matches,efcdb132
70,Ricky Álvarez,ar ARG,MFFW,Sampdoria,it Serie A,27,1988,13,9,806,9,0.11,0.11,0.11,0,0,0.22,0,0.11,0.11,0.22,0.11,0.22,Matches,92a5ac34
71,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,28,1986,31,30,2726,30.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8875b8c9
72,Sergio Álvarez,es ESP,MF,Sporting Gijón,es La Liga,23,1992,27,26,2185,24.3,0.08,0.08,0.08,0,0,0.37,0.04,0.08,0.08,0.16,0.08,0.16,Matches,88d91621
73,Víctor Álvarez,es ESP,MFDF,Espanyol,es La Liga,22,1993,27,25,1959,21.8,0.05,0.09,0.05,0,0,0.28,0,0.05,0.09,0.14,0.05,0.14,Matches,563f3469
74,Dani Alves,br BRA,DF,Barcelona,es La Liga,32,1983,29,24,2145,23.8,0,0.13,0,0,0,0.25,0,0,0.13,0.13,0,0.13,Matches,c9e99e49
75,Diego Alves,br BRA,GK,Valencia,es La Liga,30,1985,13,13,1170,13,0,0,0,0,0,0.08,0,0,0,0,0,0,Matches,12421a7c
76,Ibrahim Amadou,fr FRA,MFDF,Lille,fr Ligue 1,22,1993,22,18,1668,18.5,0.05,0,0.05,0,0,0.11,0,0.05,0,0.05,0.05,0.05,Matches,9260926b
77,Morgan Amalfitano,fr FRA,FWMF,Lille,fr Ligue 1,30,1985,15,10,957,10.6,0.19,0,0.19,0,0,0.19,0,0.19,0,0.19,0.19,0.19,Matches,ab914649
78,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,20,1994,5,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1a4ef233
79,Jordi Amat,es ESP,DF,Swansea City,eng Premier League,23,1992,8,5,463,5.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d70a2141
80,Amauri,it ITA,FW,Torino,it Serie A,35,1980,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b6d4bf9d
81,Jordan Amavi,fr FRA,DF,Aston Villa,eng Premier League,21,1994,10,9,837,9.3,0,0.22,0,0,0,0.22,0,0,0.22,0.22,0,0.22,Matches,22721b88
82,Antonio Amaya,es ESP,DF,Rayo Vallecano,es La Liga,32,1983,17,10,1033,11.5,0.09,0.09,0.09,0,0,0.52,0.09,0.09,0.09,0.17,0.09,0.17,Matches,cfe5ba41
83,Jean Ambrose,ht HAI,DF,Bordeaux,fr Ligue 1,21,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3fb23267
84,Nadiem Amiri,de GER,MFFW,Hoffenheim,de Bundesliga,18,1996,25,16,1460,16.2,0.25,0.25,0.25,0,0,0.25,0,0.25,0.25,0.49,0.25,0.49,Matches,555d5edd
85,Nordin Amrabat,ma MAR,MFFW,Watford,eng Premier League,28,1987,12,4,506,5.6,0,0,0,0,0,0.54,0.18,0,0,0,0,0,Matches,7c2a398c
86,Nordin Amrabat,ma MAR,MFFW,Málaga,es La Liga,28,1987,13,13,1003,11.1,0,0.09,0,0,0.09,0.45,0.09,0,0.09,0.09,0,0.09,Matches,7c2a398c
87,Felipe Anderson,br BRA,FWMF,Lazio,it Serie A,22,1993,35,21,2071,23,0.3,0.17,0.3,0,0,0.09,0,0.3,0.17,0.48,0.3,0.48,Matches,9f1893b9
88,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,24,1990,32,30,2632,29.2,0,0,0,0,0,0.1,0,0,0,0,0,0,Matches,ef9c1c95
89,Leon Andreasen,dk DEN,MF,Hannover 96,de Bundesliga,32,1983,15,13,1080,12,0.17,0.08,0.17,0,0,0.33,0,0.17,0.08,0.25,0.17,0.25,Matches,8a000de5
90,Ionuț Andrei Radu,ro ROU,GK,Inter,it Serie A,,,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,29d80748
91,Marco Andreolli,it ITA,DF,Sevilla,es La Liga,29,1986,7,7,553,6.1,0,0.16,0,0,0,0.33,0,0,0.16,0.16,0,0.16,Matches,13d820de
92,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,26,1989,31,31,2722,30.2,0,0.03,0,0,0,0.23,0,0,0.03,0.03,0,0.03,Matches,872cd68c
93,José Ángel Crespo,es ESP,FW,Aston Villa,eng Premier League,28,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8ec4c2f7
94,José Ángel Crespo,es ESP,DF,Rayo Vallecano,es La Liga,28,1987,9,9,715,7.9,0,0,0,0,0,0.51,0,0,0,0,0,0,Matches,8ec4c2f7
95,Miguel Ángel Guerrero,es ESP,FW,Sporting Gijón,es La Liga,25,1990,23,13,1087,12.1,0.17,0.08,0.17,0,0,0.17,0,0.17,0.08,0.25,0.17,0.25,Matches,b35db3f6
96,Miguel Ángel,es ESP,DF,Getafe,es La Liga,19,1996,3,2,200,2.2,0,0,0,0,0,0.45,0,0,0,0,0,0,Matches,cb6766fa
97,Marcos Angeleri,ar ARG,DF,Málaga,es La Liga,32,1983,13,13,1111,12.3,0,0,0,0,0,0.24,0,0,0,0,0,0,Matches,f1c9c320
98,Benjamin Angoua,ci CIV,DF,Guingamp,fr Ligue 1,28,1986,18,13,1242,13.8,0.07,0,0.07,0,0,0.29,0,0.07,0,0.07,0.07,0.07,Matches,de715534
99,Gaël Angoula,fr FRA,DF,Angers,fr Ligue 1,33,1982,13,10,1013,11.3,0,0,0,0,0,0.27,0,0,0,0,0,0,Matches,504d4bb0
100,Victor Anichebe,ng NGA,FW,West Brom,eng Premier League,27,1988,10,3,369,4.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4aed5c19
101,Vurnon Anita,cw CUW,MFDF,Newcastle Utd,eng Premier League,26,1989,28,24,2101,23.3,0.04,0.13,0.04,0,0,0.26,0,0.04,0.13,0.17,0.04,0.17,Matches,2d368fd5
102,Cristian Ansaldi,ar ARG,MFDF,Genoa,it Serie A,28,1986,24,23,2010,22.3,0,0.18,0,0,0,0.18,0,0,0.18,0.18,0,0.18,Matches,bbafc0c4
103,Ion Ansotegi,es ESP,DF,Eibar,es La Liga,33,1982,8,6,542,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,72b26e8e
104,Luca Antei,it ITA,DF,Sassuolo,it Serie A,23,1992,5,4,341,3.8,0,0.26,0,0,0,0.53,0,0,0.26,0.26,0,0.26,Matches,97c9bce3
105,Waldemar Anton,de GER,DFMF,Hannover 96,de Bundesliga,19,1996,8,6,583,6.5,0.15,0,0.15,0,0,0.31,0,0.15,0,0.15,0.15,0.15,Matches,5e66fa06
106,Luca Antonelli,it ITA,DF,Milan,it Serie A,28,1987,28,25,2338,26,0.12,0.04,0.12,0,0,0.08,0,0.12,0.04,0.15,0.12,0.15,Matches,40f0ed6c
107,José Antonio Reyes,es ESP,MF,Sevilla,es La Liga,31,1983,24,14,1182,13.1,0.08,0.08,0.08,0,0,0.46,0,0.08,0.08,0.15,0.08,0.15,Matches,19058f02
108,Michail Antonio,jm JAM,MFFW,West Ham,eng Premier League,25,1990,26,23,2057,22.9,0.35,0.13,0.35,0,0,0.13,0,0.35,0.13,0.48,0.35,0.48,Matches,ac05f970
109,Ikechi Anya,sct SCO,MFDF,Watford,eng Premier League,27,1988,28,17,1686,18.7,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches,c55e973d
110,Siniša Anđelković,si SVN,DF,Palermo,it Serie A,29,1986,23,21,1908,21.2,0,0.05,0,0,0,0.19,0.05,0,0.05,0.05,0,0.05,Matches,f978a28b
111,Dennis Aogo,de GER,DFMF,Schalke 04,de Bundesliga,28,1987,23,20,1852,20.6,0,0.05,0,0,0,0.19,0,0,0.05,0.05,0,0.05,Matches,c311243f
112,Dennis Appiah,fr FRA,DF,Caen,fr Ligue 1,23,1992,38,38,3420,38,0.03,0.03,0.03,0,0,0.05,0,0.03,0.03,0.05,0.03,0.05,Matches,feb5d3ab
113,Youssef El-Arabi,ma MAR,FW,Granada,es La Liga,28,1987,35,27,2513,27.9,0.57,0.04,0.32,0.25,0.25,0.11,0,0.57,0.04,0.61,0.32,0.36,Matches,c63f6e46
114,Mauro Arambarri,uy URU,MF,Bordeaux,fr Ligue 1,19,1995,5,2,154,1.7,0,0,0,0,0,0.59,0,0,0,0,0,0,Matches,58afe001
115,Charles Aránguiz,cl CHI,MFDF,Leverkusen,de Bundesliga,26,1989,7,5,470,5.2,0.38,0.19,0.38,0,0,0.19,0,0.38,0.19,0.57,0.38,0.57,Matches,56413b1f
116,Alexis Araujo,pt POR,MF,Lille,fr Ligue 1,18,1996,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ca56de6e
117,Sergio Araujo,ar ARG,FW,Las Palmas,es La Liga,23,1992,30,20,1819,20.2,0.25,0.1,0.25,0,0,0.2,0,0.25,0.1,0.35,0.25,0.35,Matches,080ac8d8
118,Álvaro Arbeloa,es ESP,DF,Real Madrid,es La Liga,32,1983,6,2,262,2.9,0,0,0,0,0,0.34,0,0,0,0,0,0,Matches,6dc73abd
119,Anaitz Arbilla,es ESP,DF,Espanyol,es La Liga,28,1987,7,7,630,7,0,0,0,0,0,0.43,0,0,0,0,0,0,Matches,850c0a0d
120,Alphonse Areola,fr FRA,GK,Villarreal,es La Liga,22,1993,32,32,2880,32,0,0,0,0,0,0.03,0,0,0,0,0,0,Matches,2f965a72
121,Lorenzo Ariaudo,it ITA,DF,Empoli,it Serie A,26,1989,5,5,421,4.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches,68b78c2a
122,Lorenzo Ariaudo,it ITA,DF,Sassuolo,it Serie A,26,1989,4,2,237,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches,68b78c2a
123,Fynn Arkenberg,de GER,DF,Hannover 96,de Bundesliga,19,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b301674b
124,Giedrius Arlauskis,lt LTU,GK,Watford,eng Premier League,27,1987,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1858bbf7
125,Giedrius Arlauskis,lt LTU,GK,Espanyol,es La Liga,27,1987,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1858bbf7
126,Sylvain Armand,fr FRA,DF,Rennes,fr Ligue 1,34,1980,34,33,2991,33.2,0.03,0.03,0.03,0,0.03,0.15,0,0.03,0.03,0.06,0.03,0.06,Matches,cfa036c3
127,Pablo Armero,co COL,MF,Udinese,it Serie A,28,1986,5,5,417,4.6,0.22,0,0.22,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches,afabf74e
128,Marko Arnautović,at AUT,MFFW,Stoke City,eng Premier League,26,1989,34,33,2807,31.2,0.35,0.19,0.26,0.1,0.1,0.06,0,0.35,0.19,0.55,0.26,0.45,Matches,459419
129,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,21,1994,31,22,2039,22.7,0.13,0.09,0.13,0,0,0.18,0,0.13,0.09,0.22,0.13,0.22,Matches,86e119e0
130,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,26,1989,31,31,2734,30.4,0.07,0,0.07,0,0,0.36,0.03,0.07,0,0.07,0.07,0.07,Matches,cc29324e
131,Mikel Arruabarrena,es ESP,FW,Eibar,es La Liga,32,1983,6,0,62,0.7,1.43,0,1.43,0,0,0,0,1.45,0,1.45,1.45,1.45,Matches,ad0c4ebb
132,Ahmet Arslan,tr TUR,MF,Hamburger SV,de Bundesliga,21,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d63e97c6
133,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,25,1989,21,21,1661,18.5,0.05,0,0.05,0,0,0.38,0,0.05,0,0.05,0.05,0.05,Matches,2f4c5a52
134,Mikel Arteta,es ESP,MF,Arsenal,eng Premier League,33,1982,9,0,169,1.9,0,0,0,0,0,0.53,0,0,0,0,0,0,Matches,d934d1e6
135,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,29,1986,31,30,2641,29.3,0,0.03,0,0,0,0.44,0.07,0,0.03,0.03,0,0.03,Matches,01ae64cd
136,Kwadwo Asamoah,gh GHA,MF,Juventus,it Serie A,26,1988,11,6,569,6.3,0,0.16,0,0,0,0.16,0,0,0.16,0.16,0,0.16,Matches,089550f5
137,Carlos Ascues,pe PER,DFMF,Wolfsburg,de Bundesliga,23,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,38851eb2
138,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,26,1989,4,4,360,4,0,0,0,0,0,0.25,0,0,0,0,0,0,Matches,9f0ea33f
139,Marco Asensio,es ESP,MFFW,Espanyol,es La Liga,19,1996,34,33,2825,31.4,0.13,0.25,0.13,0,0,0.1,0,0.13,0.25,0.38,0.13,0.38,Matches,45af8a54
140,Iago Aspas,es ESP,FWMF,Celta Vigo,es La Liga,27,1987,35,31,2654,29.5,0.44,0.1,0.41,0.03,0.03,0.27,0,0.44,0.1,0.54,0.41,0.51,Matches,7dcf86f6
141,Benoît Assou-Ekotto,cm CMR,DF,Saint-Étienne,fr Ligue 1,31,1984,20,19,1704,18.9,0,0,0,0,0,0.05,0,0,0,0,0,0,Matches,a557e6b0
142,Davide Astori,it ITA,DF,Fiorentina,it Serie A,28,1987,33,32,2901,32.2,0,0,0,0,0,0.16,0,0,0,0,0,0,Matches,1522dab2
143,Christian Atsu,gh GHA,MF,Málaga,es La Liga,23,1992,12,3,392,4.4,0.45,0,0.45,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches,8816329f
144,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,26,1989,31,28,2467,27.4,0.91,0.18,0.8,0.11,0.15,0.15,0,0.91,0.18,1.09,0.8,0.99,Matches,d5dd5f1f
145,Johan Audel,mq MTQ,MFFW,Nantes,fr Ligue 1,31,1983,29,11,1278,14.2,0.14,0.21,0.14,0,0,0.28,0,0.14,0.21,0.35,0.14,0.35,Matches,216f70c6
146,Jean-Kévin Augustin,fr FRA,FW,Paris S-G,fr Ligue 1,18,1997,13,4,423,4.7,0.21,0,0.21,0,0,0.21,0,0.21,0,0.21,0.21,0.21,Matches,97bfa797
147,Olivier Auriac,fr FRA,MF,Angers,fr Ligue 1,31,1983,16,3,405,4.5,0,0,0,0,0,0.22,0,0,0,0,0,0,Matches,86c8c22e
